4/29/2015,225.81,18936500
4/30/2015,236.15,33818600
5/1/2015,232.08,18815300
5/2/2015,234.93,12535500
5/3/2015,240.36,18494100
5/4/2015,239.02,21223400
5/5/2015,236.12,23929100
5/6/2015,229.78,29587200
5/7/2015,237.33,29064400
5/8/2015,243.86,27445500
5/9/2015,241.83,19790500
5/10/2015,240.3,15019100
5/11/2015,242.16,20892300
5/12/2015,241.11,19282600
5/13/2015,236.38,27180100
5/14/2015,236.93,24413700
5/15/2015,237.6,16329400
5/16/2015,236.15,11089700
5/17/2015,236.8,11134300
5/18/2015,233.13,16780300
5/19/2015,231.95,14241900
5/20/2015,234.02,15499400
5/21/2015,235.34,15108900
5/22/2015,240.35,27003000
5/23/2015,238.87,14605000
5/24/2015,240.95,11508000
5/25/2015,237.11,14423900
5/26/2015,237.12,16425000
5/27/2015,237.28,18837000
5/28/2015,237.41,13829600
5/29/2015,237.1,14805000
5/30/2015,233.35,14098600
5/31/2015,230.19,14730800
6/1/2015,222.93,26090500
6/2/2015,225.8,20459000
6/3/2015,225.87,17752400
6/4/2015,224.32,14728100
6/5/2015,224.95,18056500
6/6/2015,225.62,11131500
6/7/2015,222.88,13318400
6/8/2015,228.49,23378400
6/9/2015,229.05,28353100
6/10/2015,228.8,15904800
6/11/2015,229.71,14416000
6/12/2015,229.98,14017700
6/13/2015,232.4,13305300
6/14/2015,233.54,12165900
6/15/2015,236.82,19912100
6/16/2015,250.9,41612000
6/17/2015,249.28,43858400
6/18/2015,249.01,30980200
6/19/2015,244.61,23965300
6/20/2015,245.21,20608100
6/21/2015,243.94,10600900
6/22/2015,246.99,17692500
6/23/2015,244.3,15108700
6/24/2015,240.51,17344900
6/25/2015,242.8,16133100
6/26/2015,243.59,13983500
6/27/2015,250.99,20488600
6/28/2015,249.01,15137600
6/29/2015,257.06,34742900
6/30/2015,263.07,44533800
7/1/2015,258.62,27029800
7/2/2015,255.41,21551900
7/3/2015,256.34,19033800
7/4/2015,260.89,15620400
7/5/2015,271.91,44156100
7/6/2015,269.03,49154800
7/7/2015,266.21,28857600
7/8/2015,270.79,36980200
7/9/2015,269.23,40301200
7/10/2015,284.89,100390000
7/11/2015,293.11,41109900
7/12/2015,310.87,56405000
7/13/2015,292.05,62053900
7/14/2015,287.46,28727200
7/15/2015,285.83,27486600
7/16/2015,278.09,49482600
7/17/2015,279.47,27591400
7/18/2015,274.9,25187100
7/19/2015,273.61,15332500
7/20/2015,278.98,22711400
7/21/2015,275.83,22930700
7/22/2015,277.22,19389800
7/23/2015,276.05,18531300
7/24/2015,288.28,37199400
7/25/2015,288.7,20662200
7/26/2015,292.69,16032300
7/27/2015,293.62,30592000
7/28/2015,294.43,25453600
7/29/2015,289.59,24672600
7/30/2015,287.72,21635800
7/31/2015,284.65,23629100
8/1/2015,281.6,18995000
8/2/2015,282.61,17722200
8/3/2015,281.23,21474100
8/4/2015,285.22,21908700
8/5/2015,281.88,20128000
8/6/2015,278.58,18792100
8/7/2015,279.58,42484800
8/8/2015,261,58533000
8/9/2015,265.08,23789600
8/10/2015,264.47,20979400
8/11/2015,270.39,25433900
8/12/2015,266.38,26815400
8/13/2015,264.08,27685500
8/14/2015,265.68,27091200
8/15/2015,261.55,19321100
8/16/2015,258.51,29717000
8/17/2015,257.98,21617900
8/18/2015,211.08,42147200
8/19/2015,226.68,60869200
8/20/2015,235.35,32275000
8/21/2015,232.57,23173800
8/22/2015,230.39,23205900
8/23/2015,228.17,18406600
8/24/2015,210.49,59220700
8/25/2015,221.61,61089200
8/26/2015,225.83,31808000
8/27/2015,224.77,21905400
8/28/2015,231.4,31336600
8/29/2015,229.78,17142500
8/30/2015,228.76,19412600
8/31/2015,230.06,20710700
9/1/2015,228.12,20575200
9/2/2015,229.28,18760400
9/3/2015,227.18,17482000
9/4/2015,230.3,20962400
9/5/2015,235.02,20671400
9/6/2015,239.84,25473700
9/7/2015,239.85,21192200
9/8/2015,243.61,26879200
9/9/2015,238.17,23635700
9/10/2015,238.48,21215500
9/11/2015,240.11,19224700
9/12/2015,235.23,17962600
9/13/2015,230.51,18478800
9/14/2015,230.64,20997800
9/15/2015,230.3,19177800
9/16/2015,229.09,20144200
9/17/2015,229.81,18935400
9/18/2015,232.98,20242200
9/19/2015,231.49,12712600
9/20/2015,231.21,14444700
9/21/2015,227.09,19678800
9/22/2015,230.62,25009300
9/23/2015,230.28,17254100
9/24/2015,234.53,25097800
9/25/2015,235.14,22363600
9/26/2015,234.34,13724100
9/27/2015,232.76,14179900
9/28/2015,239.14,24713000
9/29/2015,236.69,22691300
9/30/2015,236.06,19743500
10/1/2015,237.55,20488800
10/2/2015,237.29,19677900
10/3/2015,238.73,16482700
10/4/2015,238.26,12999000
10/5/2015,240.38,23335900
10/6/2015,246.06,27535100
10/7/2015,242.97,22999200
10/8/2015,242.3,18515300
10/9/2015,243.93,17353100
10/10/2015,244.94,15912700
10/11/2015,247.05,16827300
10/12/2015,245.31,17388300
10/13/2015,249.51,28198500
10/14/2015,251.99,27462600
10/15/2015,254.32,25223500
10/16/2015,262.87,35901500
10/17/2015,270.64,43199600
10/18/2015,261.64,22434300
10/19/2015,263.44,25258800
10/20/2015,269.46,30889800
10/21/2015,266.27,25637300
10/22/2015,274.02,37808600
10/23/2015,276.5,29442500
10/24/2015,281.65,25942400
10/25/2015,283.68,45717100
10/26/2015,285.3,32108800
10/27/2015,293.79,46331800
10/28/2015,304.62,50808100
10/29/2015,313.86,64495900
10/30/2015,328.02,78305000
10/31/2015,314.17,48598100
11/1/2015,325.43,37001100
11/2/2015,361.19,101918000
11/3/2015,403.42,206162000
11/4/2015,411.56,263900000
11/5/2015,386.35,151824992
11/6/2015,374.47,122687000
11/7/2015,386.48,56625100
11/8/2015,373.37,51817600
11/9/2015,380.26,68224400
11/10/2015,336.82,95797904
11/11/2015,311.08,107070000
11/12/2015,338.15,78477800
11/13/2015,336.75,52003000
11/14/2015,332.91,38612000
11/15/2015,320.17,44213100
11/16/2015,330.75,47980100
11/17/2015,335.09,51001600
11/18/2015,334.59,43783800
11/19/2015,326.15,45011100
11/20/2015,322.02,53152900
11/21/2015,326.93,28200500
11/22/2015,324.54,23439400
11/23/2015,323.05,27478900
11/24/2015,320.05,29362600
11/25/2015,328.21,41666900
11/26/2015,352.68,106105000
11/27/2015,358.04,55179100
11/28/2015,357.38,36816600
11/29/2015,371.29,40409300
11/30/2015,377.32,71701600
12/1/2015,362.49,60452200
12/2/2015,359.19,54160500
12/3/2015,361.05,50714900
12/4/2015,363.18,35784100
12/5/2015,388.95,66282200
12/6/2015,388.78,77762000
12/7/2015,395.54,63455800
12/8/2015,415.56,57801400
12/9/2015,417.56,90917200
12/10/2015,415.48,52138900
12/11/2015,451.94,110944000
12/12/2015,435,131969000
12/13/2015,433.76,55050600
12/14/2015,444.18,130496000
12/15/2015,465.32,83121104
12/16/2015,454.93,107944000
12/17/2015,456.08,47978400
12/18/2015,463.62,60220100
12/19/2015,462.32,47892700
12/20/2015,442.68,75409400
12/21/2015,438.64,77639696
12/22/2015,436.57,50840400
12/23/2015,442.4,47161400
12/24/2015,454.98,57157200
12/25/2015,455.65,39078500
12/26/2015,417.27,116166000
12/27/2015,422.82,53591200
12/28/2015,422.28,49638600
12/29/2015,432.98,51596500
12/30/2015,426.62,46889400
12/31/2015,430.57,45996600
1/1/2016,434.33,36278900
1/2/2016,433.44,30096600
1/3/2016,430.01,39633800
1/4/2016,433.09,38477500
1/5/2016,431.96,34522600
1/6/2016,429.11,34042500
1/7/2016,458.05,87562200
1/8/2016,453.23,56993000
1/9/2016,447.61,32278000
1/10/2016,447.99,35995900
1/11/2016,448.43,40450000
1/12/2016,435.69,115607000
1/13/2016,432.37,173888000
1/14/2016,430.31,43945500
1/15/2016,364.33,153351008
1/16/2016,387.54,120352000
1/17/2016,382.3,45319600
1/18/2016,387.17,54403900
1/19/2016,380.15,46819800
1/20/2016,420.23,121720000
1/21/2016,410.26,68338000
1/22/2016,382.49,91546600
1/23/2016,387.49,56247400
1/24/2016,402.97,54824800
1/25/2016,391.73,59062400
1/26/2016,392.15,58147000
1/27/2016,394.97,47424400
1/28/2016,380.29,59247900
1/29/2016,379.47,86125296
1/30/2016,378.26,30284400
1/31/2016,368.77,37894300
2/1/2016,373.06,51656700
2/2/2016,374.45,40378700
2/3/2016,369.95,45933400
2/4/2016,389.59,69285504
2/5/2016,386.55,43825000
2/6/2016,376.52,49249300
2/7/2016,376.62,37076300
2/8/2016,373.45,47671100
2/9/2016,376.03,55318500
2/10/2016,381.65,85130896
2/11/2016,379.65,74375600
2/12/2016,384.26,67042800
2/13/2016,391.86,61911700
2/14/2016,407.23,74469800
2/15/2016,400.18,74070496
2/16/2016,407.49,73093104
2/17/2016,416.32,83193600
2/18/2016,422.37,76752600
2/19/2016,420.79,55711300
2/20/2016,437.16,93992096
2/21/2016,438.8,89820704
2/22/2016,437.75,85385200
2/23/2016,420.74,85244896
2/24/2016,424.95,67743696
2/25/2016,424.54,70798000
2/26/2016,432.15,61486000
2/27/2016,432.52,41893600
2/28/2016,433.5,53033400
2/29/2016,437.7,60694700
3/1/2016,435.12,74895800
3/2/2016,423.99,74955296
3/3/2016,421.65,100484000
3/4/2016,410.94,90856096
3/5/2016,400.57,135384992
3/6/2016,407.71,91212496
3/7/2016,414.32,85762400
3/8/2016,413.97,70311696
3/9/2016,414.86,70012304
3/10/2016,417.13,81022896
3/11/2016,421.69,73969696
3/12/2016,411.62,92712896
3/13/2016,414.07,74322800
3/14/2016,416.44,95259400
3/15/2016,416.83,66781700
3/16/2016,417.01,65185800
3/17/2016,420.62,83528600
3/18/2016,409.55,104940000
3/19/2016,410.44,58423000
3/20/2016,413.76,45947900
3/21/2016,413.31,61655400
3/22/2016,418.09,66813300
3/23/2016,418.04,61444200
3/24/2016,416.39,68346704
3/25/2016,417.18,52560000
3/26/2016,417.95,44650400
3/27/2016,426.77,71229400
3/28/2016,424.23,68522800
3/29/2016,416.52,75411504
3/30/2016,414.82,66034100
3/31/2016,416.73,60215200
4/1/2016,417.96,51235700
4/2/2016,420.87,45681200
4/3/2016,420.9,38053700
4/4/2016,421.44,50634300
4/5/2016,424.03,60718000
4/6/2016,423.41,59091000
4/7/2016,422.74,57858600
4/8/2016,420.35,63454700
4/9/2016,419.41,49792700
4/10/2016,421.56,73478600
4/11/2016,422.48,50747500
4/12/2016,425.19,70728800
4/13/2016,423.73,69060400
4/14/2016,424.28,45281000
4/15/2016,429.71,54801500
4/16/2016,430.57,39392800
4/17/2016,427.4,52125900
4/18/2016,428.59,55670900
4/19/2016,435.51,52810500
4/20/2016,441.39,72890096
4/21/2016,449.42,68204704
4/22/2016,445.74,58804400
4/23/2016,450.28,50485400
4/24/2016,458.55,68198400
4/25/2016,461.43,87091800
4/26/2016,466.09,78971904
4/27/2016,444.69,93564896
4/28/2016,449.01,74064704
4/29/2016,455.1,49258500
4/30/2016,448.32,69322600
5/1/2016,451.88,40660100
5/2/2016,444.67,92127000
5/3/2016,450.3,59366400
5/4/2016,446.72,50407300
5/5/2016,447.98,50440800
5/6/2016,459.6,72796800
5/7/2016,458.54,38364500
5/8/2016,458.55,40315000
5/9/2016,460.48,55493100
5/10/2016,450.89,58956100
5/11/2016,452.73,50605200
5/12/2016,454.77,59849300
5/13/2016,455.67,60845000
5/14/2016,455.67,37209000
5/15/2016,457.57,28514000
5/16/2016,454.16,59171500
5/17/2016,453.78,64100300
5/18/2016,454.62,86850096
5/19/2016,438.71,96027400
5/20/2016,442.68,81987904
5/21/2016,443.19,42762300
5/22/2016,439.32,39657600
5/23/2016,444.15,50582500
5/24/2016,445.98,65783100
5/25/2016,449.6,65231000
5/26/2016,453.38,65203800
5/27/2016,473.46,164780992
5/28/2016,530.04,181199008
5/29/2016,526.23,148736992
5/30/2016,533.86,87958704
5/31/2016,531.39,138450000
6/1/2016,536.92,86061800
6/2/2016,537.97,60378200
6/3/2016,569.19,122020000
6/4/2016,572.73,94925296
6/5/2016,574.98,68874096
6/6/2016,585.54,72138896
6/7/2016,576.6,107770000
6/8/2016,581.65,80265800
6/9/2016,574.63,71301000
6/10/2016,577.47,66991900
6/11/2016,606.73,82357000
6/12/2016,672.78,277084992
6/13/2016,704.38,243295008
6/14/2016,685.56,186694000
