,y_test_original_10_2,y_test_model_10_2
0,5392.31,5220.2373
1,5014.48,5146.7856
2,5225.63,5104.997
3,5238.44,5149.545
4,6191.19,5209.9277
5,6198.78,5614.9307
6,6185.07,6044.6895
7,5830.25,6239.3037
8,6416.31,6124.264
9,6734.8,6169.201
10,6681.06,6443.5083
11,6716.44,6651.782
12,6469.8,6738.4824
13,6242.19,6660.4263
14,5922.04,6439.5205
15,6429.84,6143.4956
16,6438.64,6146.661
17,6606.78,6311.9395
18,6793.62,6487.6724
19,6733.39,6677.3696
20,6867.53,6771.7505
21,6791.13,6823.664
22,7271.78,6833.116
23,7176.41,7002.509
24,7334.1,7159.948
25,7302.09,7268.9043
26,6865.49,7322.986
27,6859.08,7152.193
28,6971.09,6940.9614
29,6845.04,6888.365
30,6842.43,6867.4116
31,6642.11,6844.962
32,7116.8,6761.8965
33,7096.18,6861.45
34,7257.66,7020.519
35,7189.42,7163.2905
36,6881.96,7228.0312
37,6880.32,7102.737
38,7117.21,6942.786
39,7429.72,6962.01
40,7550.9,7174.8896
41,7569.94,7417.6714
42,7679.87,7562.52
43,7795.6,7648.6045
44,7807.06,7732.099
45,8801.04,7789.113
46,8658.55,8205.696
47,8864.77,8589.357
48,8988.6,8797.943
49,8897.47,8939.426
50,8912.65,8964.81
51,9003.07,8926.484
52,9268.76,8941.412
53,9951.52,9079.247
54,9842.67,9483.194
55,9593.9,9796.779
56,8756.43,9793.26
57,8601.8,9344.418
58,8804.48,8831.53
59,9269.99,8642.124
60,9733.72,8857.334
61,9328.2,9317.002
62,9377.01,9503.205
63,9670.74,9464.346
64,9726.57,9517.787
65,9729.04,9625.74
66,9522.98,9695.413
67,9081.76,9646.475
68,9182.58,9382.971
69,9209.29,9175.515
70,8790.37,9128.138
71,8906.93,8983.301
72,8835.05,8875.665
73,9181.02,8835.74
74,9525.75,8950.519
75,9439.12,9235.963
76,9700.41,9430.317
77,9461.06,9579.791
78,10167.27,9586.092
79,9529.8,9785.215
80,9656.72,9788.732
81,9800.64,9680.723
82,9665.53,9693.212
83,9653.68,9693.192
84,9758.85,9654.137
85,9771.49,9681.623
86,9795.7,9727.024
87,9870.09,9759.668
88,9321.78,9807.219
89,9480.84,9628.436
90,9475.28,9461.844
91,9386.79,9421.343
92,9450.7,9392.482
93,9538.02,9395.264
94,9480.26,9457.409
95,9411.84,9484.511
96,9288.02,9450.565
97,9332.34,9363.225
98,9303.63,9307.962
99,9648.72,9286.125
100,9629.66,9417.185
101,9313.61,9564.693
102,9264.81,9502.808
103,9162.92,9353.58
104,9045.39,9219.752
105,9143.58,9094.009
106,9190.85,9063.657
107,9137.99,9114.018
108,9228.33,9139.801
109,9123.41,9172.304
110,9087.3,9163.958
111,9132.49,9115.409
112,9073.94,9097.377
113,9375.47,9081.955
114,9252.28,9183.79
115,9428.33,9261.58
116,9277.97,9336.103
117,9278.81,9340.914
118,9240.35,9298.383
119,9276.5,9252.199
120,9243.61,9240.213
121,9243.21,9234.774
122,9192.84,9230.29
123,9132.23,9208.158
124,9151.39,9161.698
125,9159.04,9132.098
126,9185.82,9130.571
127,9164.23,9147.92
128,9374.89,9157.063
129,9525.36,9239.175
130,9581.07,9387.947
131,9536.89,9515.0205
132,9677.11,9558.193
133,9905.17,9605.594
134,10990.87,9738.758
135,10912.82,10284.237
136,11100.47,10776.676
137,11111.21,11035.723
138,11323.47,11135.191
139,11759.59,11217.439
140,11053.61,11446.556
141,11246.35,11383.157
142,11205.89,11239.553
143,11747.02,11180.992
144,11779.77,11369.709
145,11601.47,11617.645
146,11754.05,11683.107
147,11675.74,11696.689
148,11878.11,11683.245
149,11410.53,11727.721
150,11584.93,11617.564
151,11784.14,11522.188
152,11768.87,11594.248
153,11865.7,11688.187
154,11892.8,11769.986
155,12254.4,11838.827
156,11991.23,12006.797
157,11758.28,12059.216
158,11878.37,11916.793
159,11592.49,11820.448
160,11681.83,11693.789
161,11664.85,11611.315
162,11774.6,11604.136
163,11366.14,11658.624
164,11488.36,11552.221
165,11323.4,11448.126
166,11542.5,11360.981
167,11506.87,11381.042
168,11711.51,11440.86
169,11680.82,11555.12
170,11970.48,11639.252
171,11414.03,11777.497
172,10245.3,11678.641
173,10511.81,11020.614
174,10169.57,10507.953
175,10280.35,10232.318
176,10369.56,10140.674
177,10131.52,10217.443
178,10242.35,10221.079
179,10363.14,10197.766
180,10400.91,10252.519
181,10442.17,10327.67
182,10323.76,10389.567
183,10680.84,10376.624
184,10796.95,10472.023
185,10974.9,10645.217
186,10948.99,10827.062
187,10944.59,10931.945
188,11094.35,10952.96
189,10938.27,10995.986
190,10462.26,10983.127
191,10538.46,10747.452
192,10246.19,10543.858
193,10760.07,10360.38
194,10692.72,10432.5
195,10750.72,10593.588
196,10775.27,10697.129
197,10709.65,10749.545
198,10844.64,10738.391
199,10784.49,10753.417
200,10619.45,10769.904
201,10575.98,10700.257
202,10549.33,10605.577
203,10669.58,10540.054
204,10793.34,10559.049
205,10604.41,10658.839
206,10668.97,10669.731
207,10915.69,10646.2705
208,11064.46,10737.5625
209,11296.36,10902.011
210,11384.18,11107.561
211,11555.36,11286.053
212,11425.9,11437.267
213,11429.51,11471.51
214,11495.35,11436.097
215,11322.12,11431.353
216,11358.1,11377.554
217,11483.36,11325.258
218,11742.04,11362.851
219,11916.34,11521.819
220,12823.69,11732.182
221,12965.89,12226.71
222,12931.54,12721.036
223,13108.06,12939.752
224,13031.17,13036.19
225,13075.25,13046.259
226,13654.22,13021.13
227,13271.29,13243.241
228,13437.88,13348.228
229,13546.52,13360.406
230,13780.99,13421.589
231,13737.11,13564.591
232,13550.49,13663.368
233,13950.3,13621.92
234,14133.71,13695.467
235,15579.85,13892.875
236,15565.88,14603.002
237,14833.75,15280.997
238,15479.57,15270.8955
239,15332.32,15236.242
240,15290.9,15263.987
241,15701.34,15222.689
242,16276.34,15360.798
243,16317.809999999998,15768.688
244,16068.139999999998,16107.481
245,15955.59,16147.808
246,16716.11,16013.852
247,17645.41,16188.1455
248,17804.01,16822.0
249,17817.09,17426.457
250,18621.31,17719.555
251,18642.23,18092.1
252,18370.0,18400.865
253,18364.12,18403.164
254,19107.46,18294.852
255,18732.12,18512.402
256,17150.62,18647.08
257,17108.4,18002.678
258,17717.42,17268.393
259,18177.48,17160.908
260,19625.84,17523.756
261,18803.0,18451.174
262,19201.09,18933.63
263,19445.4,19037.11
264,18699.77,19154.291
265,19154.23,18942.86
266,19345.12,18818.088
267,19191.63,18958.52
268,18321.14,19037.066
269,18553.92,18690.604
270,18264.99,18394.771
271,18058.9,18200.68
272,18803.66,17999.908
273,19142.38,18180.188
274,19246.64,18618.18
275,19417.08,18952.209
276,21310.6,19164.336
277,22805.16,19997.71
278,23137.96,21392.94
279,23869.83,22494.64
280,23477.3,23248.373
281,22803.08,23460.344
282,23783.03,23062.793
283,23241.34,23011.281
284,23735.95,23028.89
285,24664.79,23139.465
286,26437.04,23668.574
287,26272.29,24829.664
288,27084.81,25689.318
289,27362.44,26278.191
290,28840.95,26711.773
291,29001.72,27449.49
292,29374.15,28124.115
293,32127.27,28571.916
294,32782.02,29817.361
295,31971.91,31215.389
296,33992.43,31613.21
297,36824.36,32204.459
298,39371.04,33878.062
299,40797.61,36175.688
300,40254.55,38211.395
301,38356.44,39042.105
302,35566.66,38304.92
303,33922.96,36279.832
304,37316.36,34058.754
305,39187.33,34076.85
306,36825.37,35837.83
307,36178.14,36398.875
308,35791.28,35797.066
309,36630.08,35043.945
310,36069.81,34869.973
311,35547.75,34852.52
312,30825.7,34642.57
313,33005.76,32667.5
314,32067.639999999996,31470.42
315,32289.38,31141.586
316,32366.389999999996,31113.781
317,32569.85,31280.566
318,30432.55,31527.209
319,33466.1,30828.709
320,34316.39,31129.95
321,34269.52,32308.049
322,33114.36,33104.34
323,33537.18,32929.168
