,y_test_original_5_2,y_test_model_5_2
0,5200.37,6911.257
1,5392.31,6131.9263
2,5014.48,5319.5327
3,5225.63,5391.2197
4,5238.44,5272.8896
5,6191.19,5273.3105
6,6198.78,5355.469
7,6185.07,5655.571
8,5830.25,5943.5195
9,6416.31,6192.667
10,6734.8,6189.988
11,6681.06,6265.5127
12,6716.44,6395.9263
13,6469.8,6666.9565
14,6242.19,6724.284
15,5922.04,6626.7554
16,6429.84,6465.0293
17,6438.64,6316.1562
18,6606.78,6271.744
19,6793.62,6347.6807
20,6733.39,6576.8433
21,6867.53,6665.2764
22,6791.13,6778.1646
23,7271.78,6839.9634
24,7176.41,6911.1313
25,7334.1,7031.187
26,7302.09,7148.958
27,6865.49,7303.9688
28,6859.08,7250.7705
29,6971.09,7186.159
30,6845.04,7061.9
31,6842.43,6931.924
32,6642.11,6932.679
33,7116.8,6901.3564
34,7096.18,6881.1934
35,7257.66,6931.0483
36,7189.42,7026.612
37,6881.96,7197.6953
38,6880.32,7178.8096
39,7117.21,7136.0044
40,7429.72,7057.386
41,7550.9,7061.4673
42,7569.94,7222.3115
43,7679.87,7419.8643
44,7795.6,7573.186
45,7807.06,7659.063
46,8801.04,7726.2896
47,8658.55,7938.902
48,8864.77,8192.667
49,8988.6,8482.606
50,8897.47,8814.282
51,8912.65,8846.486
52,9003.07,8926.786
53,9268.76,8954.861
54,9951.52,8990.283
55,9842.67,9180.807
56,9593.9,9430.205
57,8756.43,9648.317
58,8601.8,9648.377
59,8804.48,9325.313
60,9269.99,8998.847
61,9733.72,8809.914
62,9328.2,8996.659
63,9377.01,9245.32
64,9670.74,9434.491
65,9726.57,9512.445
66,9729.04,9479.012
67,9522.98,9592.362
68,9081.76,9669.64
69,9182.58,9576.497
70,9209.29,9428.795
71,8790.37,9265.279
72,8906.93,9105.653
73,8835.05,9062.708
74,9181.02,8966.398
75,9525.75,8903.678
76,9439.12,9049.0205
77,9700.41,9195.931
78,9461.06,9418.995
79,10167.27,9526.682
80,9529.8,9620.204
81,9656.72,9705.426
82,9800.64,9705.26
83,9665.53,9787.161
84,9653.68,9643.364
85,9758.85,9690.489
86,9771.49,9707.662
87,9795.7,9689.309
88,9870.09,9722.458
89,9321.78,9774.49
90,9480.84,9724.742
91,9475.28,9648.103
92,9386.79,9548.825
93,9450.7,9412.99
94,9538.02,9448.512
95,9480.26,9448.584
96,9411.84,9452.184
97,9288.02,9473.781
98,9332.34,9450.19
99,9303.63,9390.002
100,9648.72,9339.459
101,9629.66,9356.7
