,y_test_original_5_3,y_test_model_5_3
0,5200.37,7279.3286
1,5392.31,6449.3984
2,5014.48,5404.5664
3,5225.63,5533.812
4,5238.44,5390.8447
5,6191.19,5392.339
6,6198.78,5391.872
7,6185.07,5672.7974
8,5830.25,5977.761
9,6416.31,6327.063
10,6734.8,6304.884
11,6681.06,6332.9404
12,6716.44,6434.429
13,6469.8,6759.5234
14,6242.19,6855.2407
15,5922.04,6776.2075
16,6429.84,6640.2837
17,6438.64,6450.2866
18,6606.78,6361.8076
19,6793.62,6409.5327
20,6733.39,6664.0376
21,6867.53,6752.332
22,6791.13,6876.943
23,7271.78,6952.573
24,7176.41,6996.3555
25,7334.1,7113.523
26,7302.09,7227.5513
27,6865.49,7416.82
28,6859.08,7384.578
29,6971.09,7349.4907
30,6845.04,7209.0815
31,6842.43,7045.6
32,6642.11,7052.6245
33,7116.8,7040.0933
34,7096.18,6989.8247
35,7257.66,7019.286
36,7189.42,7097.6294
37,6881.96,7305.663
38,6880.32,7307.975
39,7117.21,7289.234
40,7429.72,7186.2783
41,7550.9,7137.8457
42,7569.94,7283.7188
43,7679.87,7500.5264
44,7795.6,7674.8438
45,7807.06,7760.303
46,8801.04,7825.9214
47,8658.55,7991.993
48,8864.77,8226.154
49,8988.6,8527.298
50,8897.47,8923.894
51,8912.65,8948.37
52,9003.07,9050.382
53,9268.76,9081.352
54,9951.52,9090.678
55,9842.67,9234.331
56,9593.9,9476.101
57,8756.43,9746.113
58,8601.8,9858.714
59,8804.48,9563.315
60,9269.99,9196.327
61,9733.72,8900.88
62,9328.2,9033.788
63,9377.01,9312.963
64,9670.74,9560.831
65,9726.57,9651.261
66,9729.04,9570.865
67,9522.98,9690.893
68,9081.76,9805.162
69,9182.58,9750.154
70,9209.29,9610.092
71,8790.37,9416.801
72,8906.93,9245.731
73,8835.05,9220.689
74,9181.02,9119.284
75,9525.75,9006.57
76,9439.12,9127.262
77,9700.41,9266.026
78,9461.06,9511.516
79,10167.27,9650.147
80,9529.8,9708.914
81,9656.72,9821.923
82,9800.64,9830.697
83,9665.53,9946.796
84,9653.68,9755.112
85,9758.85,9820.903
86,9771.49,9841.977
87,9795.7,9807.587
88,9870.09,9839.632
89,9321.78,9895.268
90,9480.84,9876.071
91,9475.28,9814.2295
92,9386.79,9706.186
93,9450.7,9533.207
94,9538.02,9581.382
95,9480.26,9572.013
96,9411.84,9569.439
97,9288.02,9603.936
98,9332.34,9596.36
99,9303.63,9532.387
100,9648.72,9474.112
101,9629.66,9462.935
102,9313.61,9537.5205
103,9264.81,9601.685
104,9162.92,9663.894
105,9045.39,9541.597
106,9143.58,9373.715
107,9190.85,9308.622
108,9137.99,9256.12
109,9228.33,9245.273
110,9123.41,9295.293
111,9087.3,9306.406
112,9132.49,9289.857
113,9073.94,9289.582
114,9375.47,9241.534
115,9252.28,9255.252
116,9428.33,9303.799
117,9277.97,9364.134
118,9278.81,9465.6875
119,9240.35,9442.241
120,9276.5,9461.609
121,9243.61,9398.817
122,9243.21,9391.681
123,9192.84,9381.292
124,9132.23,9380.962
125,9151.39,9353.02
126,9159.04,9327.114
127,9185.82,9293.294
128,9164.23,9279.31
129,9374.89,9292.573
130,9525.36,9317.294
131,9581.07,9375.195
132,9536.89,9465.632
133,9677.11,9600.884
134,9905.17,9679.544
135,10990.87,9734.327
136,10912.82,9895.939
137,11100.47,10225.408
138,11111.21,10643.832
139,11323.47,11074.629
140,11759.59,11121.098
141,11053.61,11273.471
142,11246.35,11367.162
143,11205.89,11459.267
144,11747.02,11447.254
145,11779.77,11272.51
146,11601.47,11441.201
147,11754.05,11580.0
148,11675.74,11774.292
149,11878.11,11756.159
150,11410.53,11735.709
151,11584.93,11770.574
152,11784.14,11725.958
153,11768.87,11712.766
154,11865.7,11624.035
155,11892.8,11755.321
156,12254.4,11847.387
157,11991.23,11905.64
158,11758.28,11998.213
159,11878.37,12046.964
160,11592.49,12070.736
161,11681.83,11900.586
162,11664.85,11800.443
163,11774.6,11776.209
164,11366.14,11699.969
165,11488.36,11716.238
166,11323.4,11674.225
167,11542.5,11603.295
168,11506.87,11470.545
169,11711.51,11506.885
170,11680.82,11519.888
171,11970.48,11629.625
172,11414.03,11695.535
173,10245.3,11773.954
174,10511.81,11645.504
175,10169.57,11385.62
176,10280.35,10842.788
177,10369.56,10416.314
178,10131.52,10444.177
179,10242.35,10343.234
180,10363.14,10376.013
181,10400.91,10369.781
182,10442.17,10338.278
183,10323.76,10428.588
184,10680.84,10484.786
185,10796.95,10518.675
186,10974.9,10577.806
187,10948.99,10677.948
188,10944.59,10882.798
189,11094.35,10975.801
190,10938.27,11047.847
191,10462.26,11052.596
192,10538.46,11026.323
193,10246.19,10950.734
194,10760.07,10737.132
195,10692.72,10563.076
196,10750.72,10598.065
197,10775.27,10633.138
198,10709.65,10823.728
199,10844.64,10814.694
200,10784.49,10842.934
201,10619.45,10853.684
202,10575.98,10843.901
203,10549.33,10841.924
204,10669.58,10758.172
205,10793.34,10686.364
206,10604.41,10695.247
207,10668.97,10729.713
208,10915.69,10782.148
209,11064.46,10805.619
210,11296.36,10812.83
211,11384.18,10960.45
212,11555.36,11152.202
213,11425.9,11310.263
214,11429.51,11447.633
215,11495.35,11507.9795
216,11322.12,11540.532
217,11358.1,11490.553
218,11483.36,11481.3125
219,11742.04,11471.667
220,11916.34,11461.94
221,12823.69,11577.632
222,12965.89,11811.561
223,12931.54,12147.766
224,13108.06,12508.509
225,13031.17,12900.385
226,13075.25,12970.866
227,13654.22,12999.197
228,13271.29,13098.261
229,13437.88,13160.925
230,13546.52,13289.323
231,13780.99,13433.236
232,13737.11,13378.778
233,13550.49,13513.62
234,13950.3,13599.616
235,14133.71,13671.329
236,15579.85,13690.32
237,15565.88,13889.443
238,14833.75,14360.439
239,15479.57,14786.165
240,15332.32,15227.309
241,15290.9,15119.06
242,15701.34,15006.916
243,16276.34,15225.464
244,16317.809999999998,15281.113
245,16068.139999999998,15492.814
246,15955.59,15793.909
247,16716.11,15959.127
248,17645.41,15942.261
249,17804.01,16031.762
250,17817.09,16388.113
251,18621.31,16951.0
252,18642.23,17389.047
253,18370.0,17593.457
254,18364.12,17803.668
255,19107.46,18042.566
256,18732.12,18030.324
257,17150.62,18036.201
258,17108.4,18052.482
259,17717.42,17926.576
260,18177.48,17395.357
261,19625.84,16967.383
262,18803.0,17316.564
263,19201.09,17853.238
264,19445.4,18297.611
265,18699.77,18663.508
266,19154.23,18473.613
267,19345.12,18582.125
268,19191.63,18557.146
269,18321.14,18444.465
270,18553.92,18561.848
271,18264.99,18451.293
272,18058.9,18178.334
273,18803.66,17871.354
274,19142.38,17893.424
275,19246.64,17892.809
276,19417.08,18093.654
277,21310.6,18477.03
278,22805.16,18794.615
279,23137.96,19315.807
280,23869.83,20159.312
281,23477.3,21290.14
282,22803.08,21957.7
283,23783.03,22141.252
284,23241.34,22237.0
285,23735.95,22059.822
286,24664.79,22037.303
287,26437.04,22361.71
288,26272.29,22585.08
289,27084.81,23246.9
290,27362.44,24003.314
291,28840.95,24654.184
292,29001.72,24937.184
293,29374.15,25481.936
294,32127.27,25958.215
295,32782.02,26656.107
296,31971.91,27222.34
297,33992.43,27983.48
298,36824.36,28896.186
299,39371.04,29334.605
300,40797.61,30052.926
301,40254.55,31541.76
302,38356.44,32872.797
303,35566.66,33589.484
304,33922.96,33475.418
305,37316.36,32581.877
306,39187.33,31544.125
307,36825.37,31028.582
308,36178.14,31392.375
309,35791.28,32283.41
310,36630.08,32194.596
311,36069.81,31472.707
312,35547.75,31306.764
313,30825.7,31277.15
314,33005.76,31064.264
315,32067.639999999996,30327.23
316,32289.38,29440.582
317,32366.389999999996,28500.248
318,32569.85,28933.729
319,30432.55,28745.814
320,33466.1,28727.6
321,34316.39,28676.73
322,34269.52,28735.06
323,33114.36,28911.215
324,33537.18,29838.7
325,35510.29,29927.373
326,37472.09,29839.838
327,36926.06,29986.674
328,38144.31,30723.322
329,39266.01,31613.582
330,38903.44,32203.088
331,46196.46,32417.875
332,46481.1,33237.605
333,44918.18,34270.035
334,47909.33,35413.78
335,47504.85,36983.04
336,47105.52,37070.402
337,48717.29,37165.918
338,47945.06,37735.17
339,49199.87,37715.1
340,52149.01,37858.094
341,51679.8,38288.41
342,55888.13,38575.863
343,56099.52,39350.996
344,57539.94,40188.727
345,54207.32,40735.793
346,48824.43,41493.07
347,49705.33,41284.473
348,47093.85,40693.96
349,46339.76,39328.16
350,46188.45,38159.52
351,45137.77,37860.83
352,49631.24,37158.223
353,48378.99,37057.11
354,50538.24,37246.996
355,48561.17,37697.082
356,48927.3,38519.23
357,48912.38,38430.266
358,51206.69,38588.625
359,52246.52,38343.133
360,54824.12,38658.836
361,56008.55,39174.445
