,y_test_original_10_3,y_test_model_10_3
0,5392.31,6920.6846
1,5014.48,6422.9873
2,5225.63,6002.171
3,5238.44,5686.185
4,6191.19,5475.3745
5,6198.78,5429.0684
6,6185.07,5516.6533
7,5830.25,5688.7925
8,6416.31,5832.757
9,6734.8,5981.568
10,6681.06,6146.5835
11,6716.44,6311.773
12,6469.8,6457.041
13,6242.19,6555.262
14,5922.04,6588.647
15,6429.84,6550.572
16,6438.64,6499.7803
17,6606.78,6458.714
18,6793.62,6448.3076
19,6733.39,6487.0166
20,6867.53,6556.7495
21,6791.13,6646.953
22,7271.78,6734.1655
23,7176.41,6841.1807
24,7334.1,6948.974
25,7302.09,7056.9585
26,6865.49,7157.2295
27,6859.08,7205.0127
28,6971.09,7201.4966
29,6845.04,7171.152
30,6842.43,7120.6323
31,6642.11,7062.941
32,7116.8,6994.8784
33,7096.18,6964.474
34,7257.66,6972.525
35,7189.42,7021.0
36,6881.96,7085.8936
37,6880.32,7123.7573
38,7117.21,7129.709
39,7429.72,7129.946
40,7550.9,7156.843
41,7569.94,7217.9863
42,7679.87,7303.7275
43,7795.6,7408.183
44,7807.06,7523.5483
45,8801.04,7635.0474
46,8658.55,7808.678
47,8864.77,8014.0615
48,8988.6,8236.215
49,8897.47,8458.894
50,8912.65,8650.128
51,9003.07,8793.777
52,9268.76,8894.335
53,9951.52,8979.749
54,9842.67,9111.557
55,9593.9,9281.294
56,8756.43,9434.2
57,8601.8,9477.383
58,8804.48,9404.549
59,9269.99,9270.961
60,9733.72,9161.665
61,9328.2,9142.238
62,9377.01,9173.905
63,9670.74,9240.972
64,9726.57,9340.56
65,9729.04,9453.484
66,9522.98,9550.805
67,9081.76,9604.077
68,9182.58,9581.373
69,9209.29,9515.015
70,8790.37,9438.188
71,8906.93,9325.959
72,8835.05,9207.747
73,9181.02,9101.704
74,9525.75,9047.117
75,9439.12,9071.607
76,9700.41,9145.676
77,9461.06,9257.991
78,10167.27,9365.668
79,9529.8,9509.009
80,9656.72,9612.54
81,9800.64,9674.251
82,9665.53,9710.761
83,9653.68,9724.164
84,9758.85,9723.192
85,9771.49,9720.079
86,9795.7,9724.193
87,9870.09,9732.617
88,9321.78,9760.527
89,9480.84,9741.906
90,9475.28,9696.824
91,9386.79,9642.666
92,9450.7,9581.564
93,9538.02,9528.712
94,9480.26,9499.596
95,9411.84,9488.319
96,9288.02,9483.638
97,9332.34,9471.0625
98,9303.63,9446.452
99,9648.72,9417.507
100,9629.66,9418.76
101,9313.61,9446.523
102,9264.81,9464.149
103,9162.92,9460.721
104,9045.39,9429.78
105,9143.58,9370.363
106,9190.85,9303.774
107,9137.99,9249.276
108,9228.33,9208.714
109,9123.41,9194.862
110,9087.3,9192.624
111,9132.49,9187.891
112,9073.94,9182.812
113,9375.47,9172.411
114,9252.28,9182.703
115,9428.33,9204.137
116,9277.97,9244.434
117,9278.81,9282.003
118,9240.35,9310.192
119,9276.5,9322.179
120,9243.61,9322.992
121,9243.21,9315.194
122,9192.84,9302.116
123,9132.23,9287.516
124,9151.39,9266.077
125,9159.04,9245.012
126,9185.82,9225.757
127,9164.23,9212.963
128,9374.89,9204.834
129,9525.36,9218.815
130,9581.07,9263.167
131,9536.89,9331.383
132,9677.11,9403.6455
133,9905.17,9478.08
134,10990.87,9565.976
135,10912.82,9750.207
136,11100.47,9997.432
137,11111.21,10272.845
138,11323.47,10535.213
139,11759.59,10770.609
140,11053.61,10996.724
141,11246.35,11133.65
142,11205.89,11195.691
143,11747.02,11202.038
144,11779.77,11240.823
145,11601.47,11307.904
146,11754.05,11377.896
147,11675.74,11447.971
148,11878.11,11507.269
149,11410.53,11573.634
150,11584.93,11580.83
151,11784.14,11560.524
152,11768.87,11543.589
153,11865.7,11549.54
154,11892.8,11577.032
155,12254.4,11615.517
156,11991.23,11692.762
157,11758.28,11767.38
158,11878.37,11807.553
159,11592.49,11809.411
160,11681.83,11768.8955
161,11664.85,11711.726
162,11774.6,11650.772
163,11366.14,11609.742
164,11488.36,11555.934
165,11323.4,11509.98
166,11542.5,11452.872
167,11506.87,11409.021
168,11711.51,11386.501
169,11680.82,11393.248
170,11970.48,11424.775
171,11414.03,11492.535
172,10245.3,11533.848
173,10511.81,11425.391
174,10169.57,11227.423
175,10280.35,10965.898
176,10369.56,10712.019
177,10131.52,10510.865
178,10242.35,10362.661
179,10363.14,10272.73
180,10400.91,10248.524
181,10442.17,10263.306
182,10323.76,10287.993
183,10680.84,10313.888
184,10796.95,10357.732
185,10974.9,10428.395
186,10948.99,10528.475
187,10944.59,10632.474
188,11094.35,10726.176
189,10938.27,10813.381
190,10462.26,10873.664
191,10538.46,10863.165
192,10246.19,10798.628
193,10760.07,10689.644
194,10692.72,10606.891
195,10750.72,10564.114
196,10775.27,10560.333
197,10709.65,10586.396
198,10844.64,10624.915
199,10784.49,10670.734
200,10619.45,10703.558
201,10575.98,10710.559
202,10549.33,10685.955
203,10669.58,10650.611
204,10793.34,10620.055
205,10604.41,10612.848
206,10668.97,10610.533
207,10915.69,10612.012
208,11064.46,10639.89
209,11296.36,10698.725
210,11384.18,10792.259
211,11555.36,10909.603
212,11425.9,11043.58
213,11429.51,11164.286
214,11495.35,11257.08
215,11322.12,11317.842
216,11358.1,11337.284
217,11483.36,11331.364
218,11742.04,11323.515
219,11916.34,11346.938
220,12823.69,11412.032
221,12965.89,11584.5205
222,12931.54,11836.242
223,13108.06,12108.87
224,13031.17,12368.715
225,13075.25,12570.626
226,13654.22,12706.212
227,13271.29,12832.404
228,13437.88,12920.956
229,13546.52,12984.02
230,13780.99,13055.409
231,13737.11,13140.599
232,13550.49,13222.231
233,13950.3,13277.15
234,14133.71,13332.545
235,15579.85,13407.73
236,15565.88,13637.781
237,14833.75,13955.01
238,15479.57,14229.079
239,15332.32,14468.087
240,15290.9,14644.999
241,15701.34,14741.909
242,16276.34,14801.527
243,16317.809999999998,14906.609
244,16068.139999999998,15048.802
245,15955.59,15218.453
246,16716.11,15335.401
247,17645.41,15437.76
248,17804.01,15649.992
249,17817.09,15927.074
250,18621.31,16211.931
251,18642.23,16541.816
252,18370.0,16875.871
253,18364.12,17121.656
254,19107.46,17246.45
255,18732.12,17336.027
256,17150.62,17401.912
257,17108.4,17310.137
258,17717.42,17072.379
259,18177.48,16824.234
260,19625.84,16703.887
261,18803.0,16825.19
262,19201.09,17039.332
263,19445.4,17306.926
264,18699.77,17613.459
265,19154.23,17792.062
266,19345.12,17824.945
267,19191.63,17811.88
268,18321.14,17790.42
269,18553.92,17691.672
270,18264.99,17607.158
271,18058.9,17453.979
272,18803.66,17294.334
273,19142.38,17223.146
274,19246.64,17238.195
275,19417.08,17367.049
276,21310.6,17564.76
277,22805.16,17939.783
278,23137.96,18518.03
279,23869.83,19228.156
280,23477.3,19956.049
281,22803.08,20531.227
282,23783.03,20855.086
283,23241.34,21015.637
284,23735.95,20997.484
285,24664.79,20907.56
286,26437.04,20965.326
287,26272.29,21314.578
288,27084.81,21789.271
289,27362.44,22355.209
290,28840.95,22867.617
291,29001.72,23364.332
292,29374.15,23855.926
293,32127.27,24229.848
294,32782.02,24747.55
295,31971.91,25392.84
296,33992.43,25986.795
297,36824.36,26530.268
298,39371.04,27257.0
299,40797.61,28219.105
300,40254.55,29363.996
301,38356.44,30319.736
302,35566.66,30783.775
303,33922.96,30660.89
304,37316.36,29919.203
305,39187.33,29119.764
306,36825.37,28756.53
307,36178.14,28643.672
308,35791.28,28679.65
309,36630.08,28762.572
310,36069.81,28860.0
311,35547.75,28826.615
312,30825.7,28583.568
313,33005.76,27824.61
314,32067.639999999996,27219.465
315,32289.38,26756.807
316,32366.389999999996,26318.781
317,32569.85,26045.209
318,30432.55,25971.787
319,33466.1,25920.09
320,34316.39,26086.193
321,34269.52,26478.016
322,33114.36,26748.053
323,33537.18,27038.846
324,35510.29,27187.684
325,37472.09,27434.51
326,36926.06,27898.36
327,38144.31,28398.137
328,39266.01,28817.023
329,38903.44,29425.219
330,46196.46,29956.979
331,46481.1,30945.293
332,44918.18,32084.887
333,47909.33,33009.46
334,47504.85,33923.11
335,47105.52,34660.562
336,48717.29,35009.797
337,47945.06,35228.98
338,49199.87,35267.633
339,52149.01,35234.105
340,51679.8,35727.285
341,55888.13,36264.03
342,56099.52,37012.03
343,57539.94,37952.363
344,54207.32,38864.168
345,48824.43,39304.797
346,49705.33,38956.086
347,47093.85,38137.33
348,46339.76,36990.81
349,46188.45,35809.32
350,45137.77,34704.336
351,49631.24,33937.168
352,48378.99,33870.293
353,50538.24,34285.117
354,48561.17,34952.8
355,48927.3,35366.902
356,48912.38,35731.195
357,51206.69,35863.043
358,52246.52,36046.324
359,54824.12,36337.64
360,56008.55,36831.145
361,57805.12,37678.707
362,57332.09,38595.332
363,61243.08,39460.926
364,59302.32,40325.7
365,55907.2,40937.3
366,56804.9,40971.32
367,58870.89,40767.21
368,57858.92,40607.562
369,58346.65,40481.227
370,58313.64,40410.445
371,57523.42,40421.07
372,54529.15,40379.14
373,54738.94,40205.906
374,52774.26,39843.824
375,51704.16,39177.496
376,55137.31,38423.87
377,55973.51,38086.664
378,55950.75,38097.73
379,57750.2,38378.605
380,58917.69,38934.45
381,58918.83,39652.137
382,59095.81,40257.355
383,59384.31,40757.8
384,57603.89,41045.676
385,58758.56,41002.504
386,59057.88,40976.074
387,58192.36,40948.73
388,56048.94,40831.836
389,58323.95,40552.902
390,58245.0,40408.414
391,59793.24,40360.652
392,60204.96,40515.5
393,59893.45,40813.84
394,63503.46000000001,41063.465
395,63109.7,41610.76
396,63314.01,42216.703
397,61572.79,42723.5
398,60683.82,42883.42
399,56216.19,42829.363
400,55724.27,42239.94
401,56473.03,41397.74
402,53906.09,40574.062
403,51762.27,39666.37
404,51093.65,38787.57
405,50050.87,37955.164
406,49004.25,37243.574
407,54021.75,36594.38
408,55033.12,36538.41
409,54824.7,36855.9
410,53555.11,37430.76
411,57750.18,38005.44
412,57828.05,38716.594
413,56631.08,39387.473
414,57200.29,39817.15
415,53333.54,40022.184
416,57424.01,39713.402
417,56396.51,39652.977
418,57356.4,39619.895
419,58803.78,39643.844
420,58232.32,39784.34
421,55859.8,40105.816
422,56704.57,40211.816
423,49150.53,40182.777
424,49716.19,39479.71
425,49880.53,38328.258
426,46760.19,37314.105
427,46456.06,36175.6
428,43537.51,35168.445
429,42909.4,34224.37
430,37002.44,33393.125
431,40782.74,32201.832
432,37304.69,31374.684
433,37536.63,30331.457
434,34770.58,29567.154
435,38705.98,28900.771
436,38402.22,28627.639
437,39294.2,28787.9
438,38436.97,29169.855
439,35697.61,29621.533
440,34616.07,29519.848
441,35678.13,29299.98
442,37332.85,28833.27
443,36684.92,28570.188
444,37575.18,28323.322
445,39208.77,28493.045
446,36894.41,28938.162
447,35551.96,29347.395
448,35862.38,29427.365
449,33560.71,29172.441
450,33472.63,28569.9
451,37345.12,27894.748
452,36702.6,27695.285
453,37334.4,27773.572
454,35552.52,28151.863
455,39097.86,28556.693
456,40218.48,29032.773
457,40406.27,29613.754
458,38347.06,30233.305
459,38053.5,30449.488
460,35787.24,30370.338
461,35615.87,30078.49
462,35698.3,29499.047
463,31676.69,28883.24
464,32505.66,27894.566
465,33723.03,27098.352
466,34662.44,26657.13
467,31637.78,26633.084
468,32186.28,26538.574
469,34649.64,26484.139
470,34434.34,26600.137
471,35867.78,26895.154
472,35040.84,27390.822
473,33572.12,27670.1
474,33897.05,27777.197
475,34668.55,27783.117
476,35287.78,27790.771
477,33746.0,27687.201
478,34235.19,27522.684
479,33855.33,27475.996
480,32877.37,27399.379
481,33798.01,27300.455
482,33520.52,27186.332
483,34240.19,27027.584
484,33155.85,27000.26
485,32702.029999999995,27007.512
486,32822.35,26986.523
487,31780.729999999996,26858.352
488,31421.54,26663.383
489,31533.07,26378.559
490,31796.810000000005,26058.531
491,30817.83,25883.758
492,29807.35,25716.5
493,32110.69,25527.812
494,32313.11,25480.78
495,33581.55,25608.96
496,34292.45,25977.918
497,35350.19,26467.018
498,37337.53,27065.416
499,39406.94,27828.463
500,39995.91,28767.416
501,40008.42,29654.11
502,42235.55,30314.008
503,41626.2,31021.682
504,39974.9,31518.502
505,39201.95,31666.443
506,38152.98,31449.984
507,39747.51,30948.502
508,40869.55,30536.121
509,42816.5,30410.121
510,44555.8,30653.87
511,43798.12,31263.482
512,46365.4,32053.92
513,45585.03,32930.5
514,45593.64,33583.57
515,44428.29,33962.676
516,47793.32,33954.83
517,47096.95,34071.33
518,47047.0,34210.656
519,46004.48,34373.438
520,44695.36,34444.555
521,44801.19,34241.84
522,46717.58,34022.71
523,49339.18,33895.766
524,48905.49,34115.645
525,49321.65,34456.88
526,49546.15,35020.883
527,47706.12,35532.766
528,48960.79,35771.25
529,46942.22,35832.207
530,49058.67,35564.215
531,48902.4,35331.926
532,48829.83,35239.47
533,47054.98,35305.63
534,47166.69,35228.07
535,48847.03,35099.78
536,49327.72,35109.656
537,50025.37,35180.13
538,49944.63,35433.758
539,51753.41,35645.496
540,52633.54,36087.457
541,46811.13,36625.883
542,46091.39,36624.59
543,46391.42,36097.594
544,44883.91,35391.15
545,45201.46,34623.47
546,46063.27,33940.85
547,44963.07,33535.816
548,47092.49,33297.23
549,48176.35,33491.96
550,47783.36,34047.883
551,47267.52,34438.016
552,48278.36,34721.5
553,47260.22,34996.016
554,42843.8,35058.664
555,40693.68,34624.617
556,43574.51,33739.508
557,44895.1,32883.574
558,42839.75,32466.312
559,42716.59,32240.904
560,43208.54,32121.02
561,42235.73,32145.94
562,41034.54,32253.719
563,41564.36,32200.162
