,y_test_original,y_test_model
0,5200.37,6680.2686
1,5392.31,5973.5527
2,5014.48,5332.7705
3,5225.63,5352.495
4,5238.44,5261.682
5,6191.19,5266.3896
6,6198.78,5440.329
7,6185.07,5741.083
8,5830.25,5996.7046
9,6416.31,6158.8574
10,6734.8,6197.1787
11,6681.06,6318.236
12,6716.44,6452.0737
13,6469.8,6678.97
14,6242.19,6699.6196
15,5922.04,6582.8706
16,6429.84,6398.4185
17,6438.64,6307.2505
18,6606.78,6294.931
19,6793.62,6387.695
20,6733.39,6602.452
21,6867.53,6682.923
22,6791.13,6789.2485
23,7271.78,6837.425
24,7176.41,6944.6846
25,7334.1,7058.308
26,7302.09,7176.5522
27,6865.49,7304.944
28,6859.08,7217.8716
29,6971.09,7137.9175
30,6845.04,7038.1
31,6842.43,6926.7124
32,6642.11,6922.3096
33,7116.8,6872.3633
34,7096.18,6894.416
35,7257.66,6955.924
36,7189.42,7061.086
37,6881.96,7200.7363
38,6880.32,7152.9023
39,7117.21,7097.8823
40,7429.72,7051.7197
41,7550.9,7102.563
42,7569.94,7269.9736
43,7679.87,7446.394
44,7795.6,7585.73
45,7807.06,7674.2754
46,8801.04,7739.4385
47,8658.55,8019.843
48,8864.77,8269.28
49,8988.6,8541.539
50,8897.47,8830.194
51,8912.65,8859.249
52,9003.07,8923.148
53,9268.76,8953.887
54,9951.52,9016.443
55,9842.67,9260.564
56,9593.9,9497.6875
57,8756.43,9657.798
58,8601.8,9551.196
59,8804.48,9217.962
60,9269.99,8945.787
61,9733.72,8851.455
62,9328.2,9084.289
63,9377.01,9281.271
64,9670.74,9426.115
65,9726.57,9512.427
66,9729.04,9510.449
67,9522.98,9612.851
68,9081.76,9654.734
69,9182.58,9520.646
70,9209.29,9380.582
71,8790.37,9246.535
72,8906.93,9077.895
73,8835.05,9031.129
74,9181.02,8942.209
75,9525.75,8927.171
76,9439.12,9099.712
77,9700.41,9238.454
78,9461.06,9449.278
79,10167.27,9524.011
80,9529.8,9666.492
81,9656.72,9703.806
82,9800.64,9696.978
83,9665.53,9769.2705
84,9653.68,9651.233
85,9758.85,9683.458
86,9771.49,9704.214
87,9795.7,9696.828
88,9870.09,9729.545
89,9321.78,9781.075
90,9480.84,9688.014
91,9475.28,9612.103
92,9386.79,9527.049
93,9450.7,9412.181
94,9538.02,9442.049
95,9480.26,9452.9375
96,9411.84,9456.628
97,9288.02,9465.517
98,9332.34,9427.778
99,9303.63,9374.827
100,9648.72,9330.592
101,9629.66,9380.5
102,9313.61,9465.633
103,9264.81,9473.381
104,9162.92,9464.145
105,9045.39,9343.1045
106,9143.58,9201.211
107,9190.85,9155.155
108,9137.99,9134.381
109,9228.33,9130.896
110,9123.41,9174.195
111,9087.3,9171.517
112,9132.49,9147.782
113,9073.94,9143.886
114,9375.47,9106.922
115,9252.28,9161.668
116,9428.33,9205.561
117,9277.97,9277.421
118,9278.81,9330.585
119,9240.35,9308.548
120,9276.5,9304.781
121,9243.61,9266.292
122,9243.21,9258.279
123,9192.84,9249.873
124,9132.23,9239.066
125,9151.39,9204.933
126,9159.04,9180.918
127,9185.82,9159.22
128,9164.23,9157.0205
129,9374.89,9165.644
130,9525.36,9215.581
131,9581.07,9302.243
132,9536.89,9401.207
133,9677.11,9496.2
134,9905.17,9567.618
135,10990.87,9655.053
136,10912.82,9976.474
137,11100.47,10321.72
138,11111.21,10678.514
139,11323.47,10971.688
140,11759.59,11050.059
141,11053.61,11246.677
142,11246.35,11255.541
143,11205.89,11286.77
144,11747.02,11250.988
145,11779.77,11238.07
146,11601.47,11414.961
147,11754.05,11511.883
148,11675.74,11640.738
149,11878.11,11623.586
150,11410.53,11644.569
151,11584.93,11608.437
152,11784.14,11564.42
153,11768.87,11581.048
154,11865.7,11558.004
155,11892.8,11668.383
156,12254.4,11742.351
157,11991.23,11849.417
158,11758.28,11910.562
159,11878.37,11893.077
160,11592.49,11882.646
161,11681.83,11726.721
162,11664.85,11650.441
163,11774.6,11624.976
164,11366.14,11598.589
165,11488.36,11553.0205
166,11323.4,11503.306
167,11542.5,11419.649
168,11506.87,11359.518
169,11711.51,11393.16
170,11680.82,11445.291
171,11970.48,11532.824
172,11414.03,11632.447
173,10245.3,11622.921
174,10511.81,11295.462
175,10169.57,10994.799
176,10280.35,10551.242
177,10369.56,10274.093
178,10131.52,10298.396
179,10242.35,10212.784
180,10363.14,10228.309
181,10400.91,10242.993
182,10442.17,10251.465
183,10323.76,10328.077
184,10680.84,10351.439
185,10796.95,10420.634
186,10974.9,10514.221
187,10948.99,10644.841
188,10944.59,10799.9
189,11094.35,10866.352
190,10938.27,10934.891
191,10462.26,10930.054
192,10538.46,10824.009
193,10246.19,10719.811
194,10760.07,10514.324
195,10692.72,10458.614
196,10750.72,10514.464
197,10775.27,10571.094
198,10709.65,10698.892
199,10844.64,10688.955
200,10784.49,10722.893
201,10619.45,10732.157
202,10575.98,10699.556
203,10549.33,10666.705
204,10669.58,10593.149
205,10793.34,10561.644
206,10604.41,10601.181
207,10668.97,10614.493
208,10915.69,10643.071
209,11064.46,10695.101
210,11296.36,10759.301
211,11384.18,10925.995
212,11555.36,11100.566
213,11425.9,11255.216
214,11429.51,11347.504
215,11495.35,11381.333
216,11322.12,11405.159
217,11358.1,11352.835
218,11483.36,11335.769
219,11742.04,11343.971
220,11916.34,11398.919
221,12823.69,11541.537
222,12965.89,11880.026
223,12931.54,12240.584
224,13108.06,12539.415
225,13031.17,12822.863
226,13075.25,12874.396
227,13654.22,12901.549
228,13271.29,13062.099
229,13437.88,13112.033
230,13546.52,13211.238
231,13780.99,13317.237
232,13737.11,13345.838
233,13550.49,13460.136
234,13950.3,13493.116
235,14133.71,13579.999
236,15579.85,13660.249
237,15565.88,14077.437
238,14833.75,14565.087
239,15479.57,14804.002
240,15332.32,15103.631
241,15290.9,15042.772
242,15701.34,14986.742
243,16276.34,15181.041
244,16317.809999999998,15360.851
245,16068.139999999998,15599.873
246,15955.59,15792.414
247,16716.11,15851.612
248,17645.41,15938.78
249,17804.01,16238.209
250,17817.09,16655.482
251,18621.31,17098.049
252,18642.23,17527.438
253,18370.0,17762.312
254,18364.12,17905.65
255,19107.46,18027.775
256,18732.12,18126.758
257,17150.62,18157.979
258,17108.4,17903.953
259,17717.42,17598.588
260,18177.48,17252.469
261,19625.84,17124.834
262,18803.0,17687.535
263,19201.09,18102.703
264,19445.4,18447.947
265,18699.77,18724.516
266,19154.23,18530.309
267,19345.12,18601.504
268,19191.63,18626.234
269,18321.14,18578.643
270,18553.92,18502.334
271,18264.99,18353.662
272,18058.9,18101.793
273,18803.66,17847.145
274,19142.38,17943.148
275,19246.64,18077.572
276,19417.08,18313.176
277,21310.6,18624.898
278,22805.16,19176.568
279,23137.96,20008.586
280,23869.83,20916.848
281,23477.3,21920.523
282,22803.08,22409.324
283,23783.03,22416.912
284,23241.34,22539.736
285,23735.95,22407.248
286,24664.79,22469.566
287,26437.04,22869.338
288,26272.29,23458.365
289,27084.81,24148.246
290,27362.44,24887.24
291,28840.95,25468.11
292,29001.72,25992.791
293,29374.15,26591.418
294,32127.27,27094.578
295,32782.02,28098.64
296,31971.91,28959.557
297,33992.43,29612.947
298,36824.36,30554.61
299,39371.04,31536.629
300,40797.61,32942.617
301,40254.55,34767.57
302,38356.44,36027.52
303,35566.66,36304.703
304,33922.96,35501.434
305,37316.36,34085.18
306,39187.33,33483.766
307,36825.37,33700.523
308,36178.14,34006.87
309,35791.28,34420.832
310,36630.08,34073.434
311,36069.81,33571.246
312,35547.75,33427.5
313,30825.7,33302.19
314,33005.76,32263.688
315,32067.639999999996,31480.02
316,32289.38,30641.68
317,32366.389999999996,30007.656
318,32569.85,30307.309
319,30432.55,30225.957
320,33466.1,29886.215
321,34316.39,30111.832
322,34269.52,30527.705
323,33114.36,30929.371
324,33537.18,31467.076
325,35510.29,31464.0
326,37472.09,31707.264
327,36926.06,32398.596
328,38144.31,33207.98
329,39266.01,34138.2
330,38903.44,34888.96
331,46196.46,35198.883
332,46481.1,37061.832
333,44918.18,38758.953
334,47909.33,39897.336
335,47504.85,41552.15
336,47105.52,41815.773
337,48717.29,41958.84
338,47945.06,42649.695
339,49199.87,42668.74
340,52149.01,43001.004
341,51679.8,43957.02
342,55888.13,44546.2
343,56099.52,46038.035
344,57539.94,47301.7
345,54207.32,48310.168
346,48824.43,48697.133
347,49705.33,47346.07
348,47093.85,46116.13
349,46339.76,44201.33
350,46188.45,42768.035
351,45137.77,42242.14
352,49631.24,41393.574
353,48378.99,41902.766
354,50538.24,42319.695
355,48561.17,43174.906
356,48927.3,43766.258
357,48912.38,43642.473
358,51206.69,43712.66
359,52246.52,43878.28
360,54824.12,44588.996
361,56008.55,45717.254
362,57805.12,47026.277
363,57332.09,48243.26
364,61243.08,49140.5
365,59302.32,50303.47
366,55907.2,50877.688
367,56804.9,50509.54
368,58870.89,50341.938
369,57858.92,49965.805
370,58346.65,49762.273
