,y_test_original_10_3,y_test_model_10_3
0,5392.31,5059.64
1,5014.48,5144.347
2,5225.63,5146.2427
3,5238.44,5153.1274
4,6191.19,5193.1094
5,6198.78,5672.1304
6,6185.07,6126.82
7,5830.25,6307.3564
8,6416.31,6123.1646
9,6734.8,6168.9604
10,6681.06,6483.989
11,6716.44,6721.1865
12,6469.8,6786.7915
13,6242.19,6650.49
14,5922.04,6413.035
15,6429.84,6109.903
16,6438.64,6152.2817
17,6606.78,6338.955
18,6793.62,6542.1836
19,6733.39,6720.7554
20,6867.53,6790.549
21,6791.13,6846.095
22,7271.78,6845.9053
23,7176.41,7040.9946
24,7334.1,7195.228
25,7302.09,7311.9487
26,6865.49,7343.321
27,6859.08,7138.6406
28,6971.09,6924.2065
29,6845.04,6878.259
30,6842.43,6876.104
31,6642.11,6864.663
32,7116.8,6758.1035
33,7096.18,6878.3516
34,7257.66,7048.069
35,7189.42,7211.0674
36,6881.96,7253.3896
37,6880.32,7094.0146
38,7117.21,6929.083
39,7429.72,6965.4785
40,7550.9,7217.856
41,7569.94,7477.714
42,7679.87,7606.2324
43,7795.6,7670.48
44,7807.06,7750.1934
45,8801.04,7813.4707
46,8658.55,8281.368
47,8864.77,8656.957
48,8988.6,8869.435
49,8897.47,8969.572
50,8912.65,8969.647
51,9003.07,8939.904
52,9268.76,8955.872
53,9951.52,9108.83
54,9842.67,9551.566
55,9593.9,9859.342
56,8756.43,9821.84
57,8601.8,9286.147
58,8804.48,8750.693
59,9269.99,8602.273
60,9733.72,8899.523
61,9328.2,9411.337
62,9377.01,9553.397
63,9670.74,9471.254
64,9726.57,9507.617
65,9729.04,9642.47
66,9522.98,9734.825
67,9081.76,9655.369
68,9182.58,9348.861
69,9209.29,9145.729
70,8790.37,9118.406
71,8906.93,8980.766
72,8835.05,8878.593
73,9181.02,8822.374
74,9525.75,8972.034
75,9439.12,9288.19
76,9700.41,9475.919
77,9461.06,9617.928
78,10167.27,9586.789
79,9529.8,9820.738
80,9656.72,9795.5625
81,9800.64,9694.647
82,9665.53,9688.203
83,9653.68,9691.88
84,9758.85,9671.722
85,9771.49,9690.665
86,9795.7,9734.708
87,9870.09,9774.493
88,9321.78,9823.367
