,y_test_original_10_2,y_test_model_10_2
0,5392.31,7211.5767
1,5014.48,6767.3364
2,5225.63,6344.31
3,5238.44,6015.993
4,6191.19,5738.1987
5,6198.78,5583.17
6,6185.07,5505.2705
7,5830.25,5650.974
8,6416.31,5726.772
9,6734.8,5859.681
10,6681.06,6015.093
11,6716.44,6196.3994
12,6469.8,6355.386
13,6242.19,6475.985
14,5922.04,6494.466
15,6429.84,6467.265
16,6438.64,6464.7397
17,6606.78,6491.3735
18,6793.62,6497.426
19,6733.39,6511.502
20,6867.53,6538.6104
21,6791.13,6580.5176
22,7271.78,6637.4746
23,7176.41,6746.3184
24,7334.1,6873.7886
25,7302.09,6975.607
26,6865.49,7072.3066
27,6859.08,7112.1895
28,6971.09,7117.104
29,6845.04,7123.128
30,6842.43,7106.8716
31,6642.11,7088.3237
32,7116.8,7021.0244
33,7096.18,6998.348
34,7257.66,6983.824
35,7189.42,6998.0
36,6881.96,7044.0874
37,6880.32,7061.4897
38,7117.21,7058.0615
39,7429.72,7076.402
40,7550.9,7126.637
41,7569.94,7209.8403
42,7679.87,7271.2266
43,7795.6,7346.1284
44,7807.06,7423.9604
45,8801.04,7510.0205
46,8658.55,7698.6133
47,8864.77,7898.737
48,8988.6,8097.521
49,8897.47,8283.929
50,8912.65,8448.151
51,9003.07,8595.605
52,9268.76,8726.893
53,9951.52,8861.005
54,9842.67,9048.784
55,9593.9,9183.426
56,8756.43,9303.456
57,8601.8,9318.054
58,8804.48,9269.421
59,9269.99,9219.176
60,9733.72,9206.416
61,9328.2,9246.272
62,9377.01,9258.298
63,9670.74,9234.711
64,9726.57,9252.134
65,9729.04,9305.476
66,9522.98,9412.165
67,9081.76,9498.938
68,9182.58,9513.217
69,9209.29,9481.717
70,8790.37,9421.588
71,8906.93,9350.435
72,8835.05,9273.383
73,9181.02,9175.979
74,9525.75,9113.001
75,9439.12,9103.214
76,9700.41,9124.336
77,9461.06,9201.798
78,10167.27,9259.828
79,9529.8,9372.653
80,9656.72,9468.801
81,9800.64,9544.443
82,9665.53,9623.57
83,9653.68,9663.848
84,9758.85,9674.386
85,9771.49,9694.568
86,9795.7,9701.486
87,9870.09,9724.36
88,9321.78,9714.869
89,9480.84,9698.484
90,9475.28,9668.322
91,9386.79,9628.031
92,9450.7,9589.318
93,9538.02,9555.735
94,9480.26,9527.964
95,9411.84,9502.122
96,9288.02,9472.64
97,9332.34,9430.39
98,9303.63,9421.6
99,9648.72,9399.843
100,9629.66,9409.9375
101,9313.61,9436.319
102,9264.81,9434.459
103,9162.92,9413.562
104,9045.39,9381.837
105,9143.58,9338.5625
106,9190.85,9305.721
107,9137.99,9276.6455
108,9228.33,9248.558
109,9123.41,9211.443
110,9087.3,9175.999
111,9132.49,9158.368
112,9073.94,9147.34
113,9375.47,9138.986
114,9252.28,9162.671
115,9428.33,9178.7295
116,9277.97,9207.452
117,9278.81,9230.857
118,9240.35,9244.627
119,9276.5,9258.192
120,9243.61,9272.466
121,9243.21,9279.018
122,9192.84,9285.442
123,9132.23,9268.196
124,9151.39,9251.777
125,9159.04,9225.192
126,9185.82,9210.09
127,9164.23,9198.944
128,9374.89,9190.52
129,9525.36,9199.859
130,9581.07,9233.203
131,9536.89,9280.112
132,9677.11,9329.8545
133,9905.17,9392.555
134,10990.87,9474.527
135,10912.82,9658.046
136,11100.47,9867.002
137,11111.21,10095.124
138,11323.47,10305.799
139,11759.59,10512.426
140,11053.61,10743.952
141,11246.35,10909.303
142,11205.89,11041.705
143,11747.02,11133.338
144,11779.77,11197.647
145,11601.47,11282.642
146,11754.05,11343.32
147,11675.74,11407.851
148,11878.11,11450.779
149,11410.53,11484.461
150,11584.93,11518.241
151,11784.14,11535.306
152,11768.87,11566.733
153,11865.7,11570.846
154,11892.8,11585.981
155,12254.4,11617.642
156,11991.23,11674.782
157,11758.28,11723.58
158,11878.37,11733.443
159,11592.49,11766.153
160,11681.83,11756.419
161,11664.85,11731.197
162,11774.6,11704.319
163,11366.14,11682.491
164,11488.36,11627.7295
165,11323.4,11556.707
166,11542.5,11492.072
167,11506.87,11459.689
168,11711.51,11427.502
169,11680.82,11435.178
170,11970.48,11444.319
171,11414.03,11484.295
172,10245.3,11479.12
173,10511.81,11374.05
174,10169.57,11238.021
175,10280.35,11073.695
176,10369.56,10900.503
177,10131.52,10749.139
178,10242.35,10583.878
179,10363.14,10442.137
180,10400.91,10317.268
181,10442.17,10253.996
182,10323.76,10274.418
183,10680.84,10272.089
184,10796.95,10318.844
185,10974.9,10378.252
186,10948.99,10455.1875
187,10944.59,10548.259
188,11094.35,10629.127
189,10938.27,10709.426
190,10462.26,10771.083
191,10538.46,10776.055
192,10246.19,10768.615
193,10760.07,10704.49
194,10692.72,10669.348
195,10750.72,10635.688
196,10775.27,10617.911
197,10709.65,10610.557
198,10844.64,10595.672
199,10784.49,10605.327
200,10619.45,10641.003
201,10575.98,10653.1875
202,10549.33,10666.834
203,10669.58,10640.814
204,10793.34,10627.939
205,10604.41,10627.514
206,10668.97,10616.128
207,10915.69,10611.225
208,11064.46,10622.767
209,11296.36,10662.07
210,11384.18,10740.143
211,11555.36,10836.199
212,11425.9,10949.982
213,11429.51,11045.181
214,11495.35,11123.856
215,11322.12,11208.776
216,11358.1,11264.519
217,11483.36,11294.682
218,11742.04,11320.537
219,11916.34,11357.438
220,12823.69,11414.316
221,12965.89,11553.395
222,12931.54,11744.212
223,13108.06,11940.504
224,13031.17,12140.284
225,13075.25,12331.347
226,13654.22,12501.798
227,13271.29,12696.741
228,13437.88,12840.638
229,13546.52,12964.562
230,13780.99,13037.813
231,13737.11,13122.688
232,13550.49,13207.72
233,13950.3,13260.328
234,14133.71,13340.223
235,15579.85,13436.527
236,15565.88,13639.091
237,14833.75,13904.807
238,15479.57,14096.086
239,15332.32,14302.09
240,15290.9,14474.297
241,15701.34,14624.527
242,16276.34,14797.908
243,16317.809999999998,14993.472
244,16068.139999999998,15185.461
245,15955.59,15275.296
246,16716.11,15344.228
247,17645.41,15502.903
248,17804.01,15722.066
249,17817.09,15987.375
250,18621.31,16252.572
251,18642.23,16551.451
252,18370.0,16824.996
253,18364.12,17055.771
254,19107.46,17262.908
255,18732.12,17508.166
256,17150.62,17672.81
257,17108.4,17621.934
258,17717.42,17498.69
259,18177.48,17408.17
260,19625.84,17341.346
261,18803.0,17441.361
262,19201.09,17537.596
263,19445.4,17661.803
264,18699.77,17777.623
265,19154.23,17849.512
266,19345.12,18004.852
267,19191.63,18159.836
268,18321.14,18257.297
269,18553.92,18234.49
270,18264.99,18134.754
271,18058.9,18049.598
272,18803.66,17922.217
273,19142.38,17854.992
274,19246.64,17884.494
275,19417.08,17925.096
276,21310.6,17987.18
277,22805.16,18242.18
278,23137.96,18726.266
279,23869.83,19267.338
280,23477.3,19876.762
281,22803.08,20427.09
282,23783.03,20810.033
283,23241.34,21185.115
284,23735.95,21468.96
285,24664.79,21730.088
286,26437.04,21965.781
287,26272.29,22308.377
288,27084.81,22660.121
289,27362.44,23043.717
290,28840.95,23460.164
291,29001.72,24005.89
292,29374.15,24511.807
293,32127.27,25029.727
294,32782.02,25722.176
295,31971.91,26435.799
296,33992.43,26972.107
297,36824.36,27613.238
298,39371.04,28440.371
299,40797.61,29470.273
300,40254.55,30542.605
301,38356.44,31486.988
302,35566.66,32116.807
303,33922.96,32257.014
304,37316.36,32092.352
305,39187.33,32158.021
306,36825.37,32360.186
307,36178.14,32322.744
308,35791.28,32128.742
309,36630.08,31856.027
310,36069.81,31691.004
311,35547.75,31578.799
312,30825.7,31515.188
313,33005.76,31070.543
314,32067.639999999996,30618.865
315,32289.38,30090.783
316,32366.389999999996,29709.191
317,32569.85,29408.98
318,30432.55,29187.27
319,33466.1,28792.73
320,34316.39,28685.13
321,34269.52,28763.354
322,33114.36,29046.943
323,33537.18,29139.277
324,35510.29,29260.137
325,37472.09,29528.707
326,36926.06,29989.541
327,38144.31,30417.363
328,39266.01,30972.934
329,38903.44,31483.494
330,46196.46,31908.41
331,46481.1,32905.414
332,44918.18,34012.066
333,47909.33,34887.402
334,47504.85,35798.3
335,47105.52,36536.816
336,48717.29,37145.613
337,47945.06,37736.836
338,49199.87,38164.668
339,52149.01,38613.566
340,51679.8,39064.023
341,55888.13,39479.27
342,56099.52,40216.01
343,57539.94,40876.527
344,54207.32,41592.074
345,48824.43,41984.332
346,49705.33,41798.88
347,47093.85,41574.867
348,46339.76,41099.03
349,46188.45,40489.98
350,45137.77,39920.816
351,49631.24,39235.79
352,48378.99,38983.58
353,50538.24,38739.53
354,48561.17,38812.508
355,48927.3,38910.086
356,48912.38,38979.047
357,51206.69,39097.676
358,52246.52,39394.758
359,54824.12,39780.887
360,56008.55,40373.547
361,57805.12,40930.215
362,57332.09,41618.336
363,61243.08,42165.156
364,59302.32,42968.7
365,55907.2,43559.008
366,56804.9,43781.555
367,58870.89,43902.066
368,57858.92,44111.348
369,58346.65,44188.125
370,58313.64,44257.824
371,57523.42,44284.09
372,54529.15,44257.996
373,54738.94,43919.254
374,52774.26,43625.85
375,51704.16,43275.484
