,y_test_original,y_test_model
0,5225.63,5136.82
1,5238.44,5171.382
2,6191.19,5219.1665
3,6198.78,5719.0664
4,6185.07,6108.0
5,5830.25,6249.0806
6,6416.31,6079.5566
7,6734.8,6191.4507
8,6681.06,6498.344
9,6716.44,6675.801
10,6469.8,6740.8896
11,6242.19,6625.159
12,5922.04,6398.123
13,6429.84,6105.572
14,6438.64,6185.4053
15,6606.78,6346.4297
16,6793.62,6518.8384
17,6733.39,6706.1475
18,6867.53,6771.5283
19,6791.13,6832.436
20,7271.78,6833.237
21,7176.41,7044.823
22,7334.1,7175.729
23,7302.09,7283.0103
24,6865.49,7323.6816
25,6859.08,7106.576
26,6971.09,6918.7485
27,6845.04,6899.3896
28,6842.43,6870.487
29,6642.11,6851.255
30,7116.8,6747.496
31,7096.18,6897.8726
32,7257.66,7047.55
33,7189.42,7189.0767
34,6881.96,7231.3276
35,6880.32,7068.032
36,7117.21,6926.236
37,7429.72,6986.189
38,7550.9,7224.278
39,7569.94,7455.0747
40,7679.87,7573.138
41,7795.6,7653.6924
42,7807.06,7743.1694
43,8801.04,7797.3833
44,8658.55,8300.921
45,8864.77,8624.304
46,8988.6,8813.776
47,8897.47,8948.249
48,8912.65,8949.321
49,9003.07,8920.854
50,9268.76,8951.007
51,9951.52,9107.991
52,9842.67,9562.015
53,9593.9,9823.647
54,8756.43,9765.815
55,8601.8,9242.743
56,8804.48,8765.906
57,9269.99,8655.817
58,9733.72,8932.878
59,9328.2,9406.693
60,9377.01,9498.098
61,9670.74,9443.686
62,9726.57,9534.528
63,9729.04,9647.922
64,9522.98,9711.972
65,9081.76,9630.6045
66,9182.58,9326.474
67,9209.29,9161.873
68,8790.37,9141.557
69,8906.93,8961.668
70,8835.05,8878.554
71,9181.02,8837.111
72,9525.75,8988.251
73,9439.12,9297.407
74,9700.41,9449.096
75,9461.06,9601.467
76,10167.27,9570.725
77,9529.8,9837.646
78,9656.72,9765.237
79,9800.64,9668.391
80,9665.53,9705.538
81,9653.68,9688.605
82,9758.85,9656.605
83,9771.49,9695.571
84,9795.7,9734.298
85,9870.09,9769.004
86,9321.78,9821.038
87,9480.84,9584.377
88,9475.28,9453.293
89,9386.79,9429.791
90,9450.7,9396.05
91,9538.02,9409.668
92,9480.26,9473.574
93,9411.84,9487.56
94,9288.02,9448.494
95,9332.34,9352.633
96,9303.63,9309.483
97,9648.72,9291.76
98,9629.66,9456.565
99,9313.61,9586.604
100,9264.81,9479.086
101,9162.92,9333.441
102,9045.39,9205.431
103,9143.58,9085.803
104,9190.85,9079.377
105,9137.99,9131.5625
106,9228.33,9144.759
107,9123.41,9184.483
108,9087.3,9162.236
109,9132.49,9111.978
110,9073.94,9104.534
111,9375.47,9084.061
112,9252.28,9215.483
113,9428.33,9270.262
114,9277.97,9352.292
115,9278.81,9336.229
116,9240.35,9293.109
117,9276.5,9250.742
118,9243.61,9246.581
119,9243.21,9239.33
120,9192.84,9234.732
121,9132.23,9207.629
122,9151.39,9158.115
123,9159.04,9136.002
124,9185.82,9138.026
125,9164.23,9157.618
126,9374.89,9162.508
127,9525.36,9262.33
128,9581.07,9416.1875
129,9536.89,9533.372
130,9677.11,9559.882
131,9905.17,9615.294
132,10990.87,9765.917
133,10912.82,10399.882
134,11100.47,10827.507
135,11111.21,11053.022
136,11323.47,11128.201
137,11759.59,11221.305
138,11053.61,11494.278
139,11246.35,11344.249
140,11205.89,11222.758
141,11747.02,11174.407
142,11779.77,11421.575
143,11601.47,11660.566
144,11754.05,11678.583
145,11675.74,11696.945
146,11878.11,11677.202
147,11410.53,11748.54
148,11584.93,11592.943
149,11784.14,11520.765
150,11768.87,11620.1045
151,11865.7,11705.946
152,11892.8,11790.522
153,12254.4,11849.253
154,11991.23,12041.844
155,11758.28,12057.23
156,11878.37,11889.64
157,11592.49,11818.346
158,11681.83,11673.982
159,11664.85,11617.62
160,11774.6,11616.522
161,11366.14,11676.159
162,11488.36,11528.184
163,11323.4,11446.984
164,11542.5,11354.24
165,11506.87,11404.065
166,11711.51,11459.885
167,11680.82,11582.368
168,11970.48,11650.681
169,11414.03,11807.3955
170,10245.3,11644.581
171,10511.81,10890.498
172,10169.57,10473.009
173,10280.35,10215.964
174,10369.56,10166.002
175,10131.52,10258.223
176,10242.35,10215.131
177,10363.14,10202.982
178,10400.91,10275.952
179,10442.17,10347.798
180,10323.76,10406.175
181,10680.84,10372.268
182,10796.95,10500.43
183,10974.9,10676.185
184,10948.99,10857.403
185,10944.59,10941.082
186,11094.35,10948.971
187,10938.27,11006.767
188,10462.26,10978.158
189,10538.46,10701.415
190,10246.19,10529.304
191,10760.07,10338.078
192,10692.72,10479.035
193,10750.72,10626.111
194,10775.27,10712.388
195,10709.65,10756.575
196,10844.64,10733.133
197,10784.49,10766.402
198,10619.45,10777.345
199,10575.98,10688.416
200,10549.33,10596.746
201,10669.58,10537.904
202,10793.34,10576.028
203,10604.41,10685.864
204,10668.97,10666.568
205,10915.69,10647.429
206,11064.46,10764.103
207,11296.36,10933.644
208,11384.18,11145.7705
209,11555.36,11308.692
210,11425.9,11455.732
211,11429.51,11465.977
212,11495.35,11430.437
213,11322.12,11436.824
214,11358.1,11367.691
215,11483.36,11326.207
216,11742.04,11379.841
217,11916.34,11557.45
218,12823.69,11769.29
219,12965.89,12324.995
220,12931.54,12779.47
221,13108.06,12946.787
222,13031.17,13041.058
223,13075.25,13033.844
224,13654.22,13020.106
225,13271.29,13302.655
226,13437.88,13344.473
227,13546.52,13362.912
228,13780.99,13434.676
229,13737.11,13592.236
230,13550.49,13679.999
231,13950.3,13610.477
232,14133.71,13722.206
233,15579.85,13930.387
234,15565.88,14756.948
235,14833.75,15360.034
236,15479.57,15211.162
237,15332.32,15241.445
238,15290.9,15259.0625
239,15701.34,15225.647
240,16276.34,15412.446
241,16317.809999999998,15842.222
242,16068.139999999998,16145.185
243,15955.59,16137.662
244,16716.11,15987.936
245,17645.41,16246.525
246,17804.01,16954.66
247,17817.09,17511.443
248,18621.31,17740.586
249,18642.23,18152.664
250,18370.0,18432.193
251,18364.12,18393.688
252,19107.46,18287.223
253,18732.12,18575.363
254,17150.62,18659.975
255,17108.4,17866.309
256,17717.42,17189.95
257,18177.48,17205.826
258,19625.84,17631.379
259,18803.0,18660.566
260,19201.09,18953.766
261,19445.4,19038.855
262,18699.77,19180.652
263,19154.23,18895.38
264,19345.12,18846.633
265,19191.63,19007.385
266,18321.14,19050.322
267,18553.92,18626.871
268,18264.99,18383.219
269,18058.9,18190.467
270,18803.66,17998.613
271,19142.38,18268.71
272,19246.64,18706.02
273,19417.08,19005.762
274,21310.6,19204.422
275,22805.16,20183.562
276,23137.96,21634.297
277,23869.83,22636.584
278,23477.3,23348.314
279,22803.08,23443.547
280,23783.03,22978.791
281,23241.34,23075.648
282,23735.95,23046.94
283,24664.79,23202.727
284,26437.04,23805.773
285,26272.29,25065.607
286,27084.81,25811.203
287,27362.44,26396.697
288,28840.95,26794.162
289,29001.72,27627.309
290,29374.15,28265.873
291,32127.27,28683.732
292,32782.02,30128.166
293,31971.91,31470.033
294,33992.43,31687.438
295,36824.36,32425.7
296,39371.04,34281.535
297,40797.61,36678.152
298,40254.55,38664.93
299,38356.44,39259.906
300,35566.66,38284.695
301,33922.96,36097.586
302,37316.36,33917.6
303,39187.33,34425.473
304,36825.37,36345.086
305,36178.14,36556.52
306,35791.28,35839.793
307,36630.08,35075.703
308,36069.81,35064.96
309,35547.75,35056.145
310,30825.7,34778.91
311,33005.76,32377.666
312,32067.639999999996,31544.096
313,32289.38,31249.768
314,32366.389999999996,31280.324
315,32569.85,31462.76
316,30432.55,31664.732
317,33466.1,30762.662
318,34316.39,31413.521
319,34269.52,32629.68
320,33114.36,33315.492
321,33537.18,32976.324
322,35510.29,32699.195
323,37472.09,33511.938
324,36926.06,35156.848
325,38144.31,35934.81
326,39266.01,36603.312
327,38903.44,37441.375
328,46196.46,37732.35
329,46481.1,41015.99
330,44918.18,43670.215
331,47909.33,43968.707
332,47504.85,44825.055
333,47105.52,45263.516
334,48717.29,45134.223
335,47945.06,45675.703
336,49199.87,45777.703
337,52149.01,46225.58
338,51679.8,47872.605
339,55888.13,48797.42
340,56099.52,50820.355
341,57539.94,52260.113
342,54207.32,53335.598
343,48824.43,52402.207
344,49705.33,49036.332
345,47093.85,47077.08
346,46339.76,45446.953
347,46188.45,44328.945
348,45137.77,43907.453
349,49631.24,43395.81
350,48378.99,45092.08
351,50538.24,46062.4
352,48561.17,47172.113
353,48927.3,46971.816
354,48912.38,46593.21
355,51206.69,46408.3
356,52246.52,47362.566
357,54824.12,48608.086
358,56008.55,50389.094
359,57805.12,51913.027
360,57332.09,53328.383
361,61243.08,53798.945
362,59302.32,55387.418
363,55907.2,55704.074
364,56804.9,54026.547
365,58870.89,53052.05
366,57858.92,53677.168
367,58346.65,53986.094
368,58313.64,54238.824
369,57523.42,54340.164
370,54529.15,54002.06
371,54738.94,52467.47
372,52774.26,51457.793
373,51704.16,50303.668
374,55137.31,49204.953
375,55973.51,50175.734
376,55950.75,51606.93
377,57750.2,52367.027
378,58917.69,53328.74
379,58918.83,54346.035
380,59095.81,54846.773
381,59384.31,55028.918
382,57603.89,55148.664
383,58758.56,54447.395
384,59057.88,54349.094
385,58192.36,54627.008
386,56048.94,54478.22
387,58323.95,53390.164
388,58245.0,53546.168
389,59793.24,53971.97
390,60204.96,54864.785
391,59893.45,55623.887
392,63503.46000000001,55799.88
393,63109.7,57214.992
394,63314.01,58119.91
395,61572.79,58442.816
396,60683.82,57765.254
397,56216.19,56767.9
398,55724.27,54363.367
399,56473.03,52557.465
400,53906.09,52197.508
401,51762.27,51327.543
402,51093.65,49807.504
403,50050.87,48611.098
404,49004.25,47657.844
405,54021.75,46807.883
406,55033.12,48596.266
407,54824.7,50676.4
408,53555.11,51605.797
409,57750.18,51219.02
410,57828.05,52433.383
411,56631.08,53554.133
412,57200.29,53522.254
413,53333.54,53432.85
414,57424.01,51753.992
415,56396.51,52175.6
416,57356.4,52641.918
417,58803.78,53179.523
418,58232.32,54122.95
419,55859.8,54437.63
420,56704.57,53401.125
421,49150.53,52892.85
422,49716.19,49598.887
423,49880.53,47350.676
424,46760.19,46727.37
425,46456.06,45455.59
426,43537.51,44492.953
427,42909.4,42855.754
428,37002.44,41503.016
429,40782.74,38329.324
430,37304.69,37861.996
431,37536.63,36953.117
432,34770.58,36339.332
433,38705.98,34940.69
434,38402.22,35756.9
435,39294.2,36730.195
436,38436.97,37598.145
437,35697.61,37620.72
438,34616.07,36119.008
439,35678.13,34422.926
440,37332.85,34074.867
441,36684.92,35039.83
442,37575.18,35598.086
443,39208.77,36122.86
444,36894.41,37142.9
445,35551.96,36727.793
446,35862.38,35466.08
447,33560.71,34780.543
448,33472.63,33542.92
449,37345.12,32705.74
450,36702.6,34238.04
451,37334.4,35379.027
452,35552.52,36053.113
453,39097.86,35483.098
454,40218.48,36419.223
455,40406.27,37908.89
456,38347.06,38831.49
457,38053.5,38191.06
458,35787.24,37276.785
459,35615.87,35737.9
460,35698.3,34710.715
461,31676.69,34414.457
462,32505.66,32603.111
463,33723.03,31600.086
464,34662.44,31984.697
465,31637.78,32962.1
466,32186.28,32223.875
467,34649.64,31567.637
468,34434.34,32461.285
469,35867.78,33255.66
470,35040.84,34247.645
471,33572.12,34445.105
472,33897.05,33577.965
473,34668.55,33027.62
474,35287.78,33227.902
475,33746.0,33815.77
476,34235.19,33508.55
477,33855.33,33292.09
478,32877.37,33071.2
479,33798.01,32486.97
480,33520.52,32528.693
481,34240.19,32619.281
482,33155.85,32976.855
483,32702.029999999995,32757.564
484,32822.35,32236.594
485,31780.729999999996,31969.799
486,31421.54,31430.092
487,31533.07,30898.969
488,31796.810000000005,30709.549
489,30817.83,30824.994
490,29807.35,30516.496
491,32110.69,29752.541
492,32313.11,30324.32
493,33581.55,31120.998
494,34292.45,32125.225
495,35350.19,33040.86
496,37337.53,33929.973
497,39406.94,35290.76
498,39995.91,37061.844
499,40008.42,38305.316
500,42235.55,38766.234
501,41626.2,39781.293
502,39974.9,40194.137
503,39201.95,39446.594
504,38152.98,38413.29
505,39747.51,37352.02
506,40869.55,37540.938
507,42816.5,38539.32
508,44555.8,40104.19
509,43798.12,41822.91
510,46365.4,42359.184
511,45585.03,43411.164
512,45593.64,43783.598
513,44428.29,43723.086
514,47793.32,43096.37
