,y_test_original_5_2,y_test_model_5_2
0,5200.37,6017.1367
1,5392.31,5582.479
2,5014.48,5321.5176
3,5225.63,5236.8574
4,5238.44,5190.8994
5,6191.19,5223.3877
6,6198.78,5603.17
7,6185.07,5940.8105
8,5830.25,6095.408
9,6416.31,6052.7456
10,6734.8,6170.715
11,6681.06,6428.9937
12,6716.44,6568.737
13,6469.8,6680.694
14,6242.19,6618.9346
15,5922.04,6447.7427
16,6429.84,6209.039
17,6438.64,6244.5083
18,6606.78,6336.014
19,6793.62,6454.9155
20,6733.39,6640.423
21,6867.53,6705.464
22,6791.13,6788.282
23,7271.78,6811.4946
24,7176.41,6994.5186
25,7334.1,7114.2705
26,7302.09,7216.832
27,6865.49,7291.264
28,6859.08,7121.7446
29,6971.09,6989.2314
30,6845.04,6957.093
31,6842.43,6894.992
32,6642.11,6870.6753
33,7116.8,6781.0776
34,7096.18,6892.0356
35,7257.66,7004.787
36,7189.42,7118.8364
37,6881.96,7191.605
38,6880.32,7070.647
39,7117.21,6976.423
40,7429.72,7013.034
41,7550.9,7181.607
42,7569.94,7370.044
43,7679.87,7493.5273
44,7795.6,7597.0566
45,7807.06,7695.1113
46,8801.04,7757.217
47,8658.55,8188.9956
48,8864.77,8468.3125
49,8988.6,8667.914
50,8897.47,8867.43
51,8912.65,8889.433
52,9003.07,8908.278
53,9268.76,8947.72
54,9951.52,9075.771
55,9842.67,9450.577
56,9593.9,9680.701
57,8756.43,9685.704
58,8601.8,9326.429
59,8804.48,8941.807
60,9269.99,8809.7
61,9733.72,8946.2705
62,9328.2,9298.434
63,9377.01,9383.972
64,9670.74,9397.632
65,9726.57,9514.283
66,9729.04,9596.039
67,9522.98,9668.048
68,9081.76,9627.112
69,9182.58,9390.825
70,9209.29,9255.195
71,8790.37,9204.593
72,8906.93,9015.147
73,8835.05,8941.336
74,9181.02,8884.964
75,9525.75,8973.98
76,9439.12,9224.3
77,9700.41,9349.808
78,9461.06,9519.199
79,10167.27,9530.909
80,9529.8,9768.566
81,9656.72,9731.408
82,9800.64,9665.324
83,9665.53,9735.633
84,9653.68,9680.696
85,9758.85,9669.286
86,9771.49,9700.843
87,9795.7,9723.488
88,9870.09,9753.058
89,9321.78,9803.85
90,9480.84,9614.409
91,9475.28,9515.405
92,9386.79,9483.377
93,9450.7,9413.479
94,9538.02,9426.497
95,9480.26,9467.014
96,9411.84,9473.112
97,9288.02,9448.181
98,9332.34,9376.593
99,9303.63,9336.947
100,9648.72,9312.348
101,9629.66,9434.764
102,9313.61,9538.763
103,9264.81,9459.532
104,9162.92,9371.727
105,9045.39,9261.821
106,9143.58,9140.187
107,9190.85,9119.57
108,9137.99,9140.15
109,9228.33,9137.737
110,9123.41,9174.918
111,9087.3,9158.699
112,9132.49,9119.403
113,9073.94,9118.357
114,9375.47,9092.481
115,9252.28,9197.42
116,9428.33,9241.053
117,9277.97,9314.307
118,9278.81,9323.429
119,9240.35,9290.619
120,9276.5,9269.911
121,9243.61,9255.95
122,9243.21,9248.34
123,9192.84,9239.313
124,9132.23,9217.59
125,9151.39,9173.523
126,9159.04,9153.327
127,9185.82,9147.318
128,9164.23,9157.115
129,9374.89,9160.452
130,9525.36,9242.747
131,9581.07,9370.271
132,9536.89,9473.106
133,9677.11,9520.495
134,9905.17,9587.326
135,10990.87,9722.398
136,10912.82,10247.093
137,11100.47,10618.277
138,11111.21,10868.219
139,11323.47,11036.029
140,11759.59,11146.075
141,11053.61,11409.747
142,11246.35,11304.6045
143,11205.89,11247.1875
144,11747.02,11225.357
145,11779.77,11383.765
146,11601.47,11584.926
147,11754.05,11607.674
148,11675.74,11673.855
149,11878.11,11666.456
150,11410.53,11727.469
151,11584.93,11610.105
152,11784.14,11553.452
153,11768.87,11634.787
154,11865.7,11671.253
155,11892.8,11755.584
156,12254.4,11816.209
157,11991.23,11982.74
158,11758.28,12008.976
159,11878.37,11892.989
160,11592.49,11861.802
161,11681.83,11721.123
162,11664.85,11659.36
163,11774.6,11647.925
164,11366.14,11670.165
165,11488.36,11549.707
166,11323.4,11482.8545
167,11542.5,11402.182
168,11506.87,11412.595
169,11711.51,11455.262
170,11680.82,11543.104
171,11970.48,11614.278
172,11414.03,11748.917
173,10245.3,11637.506
174,10511.81,11036.778
175,10169.57,10707.248
176,10280.35,10408.062
177,10369.56,10260.338
178,10131.52,10304.56
179,10242.35,10219.889
180,10363.14,10213.566
181,10400.91,10268.379
182,10442.17,10314.984
183,10323.76,10375.048
184,10680.84,10360.176
185,10796.95,10475.029
186,10974.9,10621.656
187,10948.99,10775.245
188,10944.59,10879.16
189,11094.35,10910.258
190,10938.27,10983.253
191,10462.26,10965.866
192,10538.46,10749.746
193,10246.19,10617.352
194,10760.07,10431.632
195,10692.72,10503.752
196,10750.72,10603.366
197,10775.27,10656.901
198,10709.65,10729.263
199,10844.64,10713.253
200,10784.49,10756.043
201,10619.45,10767.574
202,10575.98,10697.312
203,10549.33,10631.433
204,10669.58,10573.629
205,10793.34,10588.304
206,10604.41,10667.435
207,10668.97,10648.705
208,10915.69,10646.401
209,11064.46,10748.091
210,11296.36,10877.193
211,11384.18,11064.328
212,11555.36,11224.349
213,11425.9,11374.121
214,11429.51,11416.573
215,11495.35,11413.369
216,11322.12,11438.016
217,11358.1,11377.069
218,11483.36,11346.662
219,11742.04,11387.095
220,11916.34,11517.741
