,y_test_original_15_3,y_test_model_15_3
183,10796.95,10458.046
184,10974.9,10597.164
185,10948.99,10773.9795
186,10944.59,10902.163
187,11094.35,10954.286
188,10938.27,10997.229
189,10462.26,10981.987
190,10538.46,10790.755
191,10246.19,10585.576
192,10760.07,10368.324
193,10692.72,10369.12
194,10750.72,10478.356
195,10775.27,10607.266
196,10709.65,10703.568
197,10844.64,10730.124
198,10784.49,10754.246
199,10619.45,10759.94
200,10575.98,10701.81
201,10549.33,10612.416
202,10669.58,10531.8955
203,10793.34,10521.919
204,10604.41,10593.115
205,10668.97,10622.762
206,10915.69,10628.909
207,11064.46,10701.013
208,11296.36,10838.861
209,11384.18,11034.496
210,11555.36,11221.347
211,11425.9,11389.279
212,11429.51,11454.2
213,11495.35,11440.872
214,11322.12,11418.224
215,11358.1,11352.182
216,11483.36,11292.333
217,11742.04,11298.008
218,11916.34,11417.765
219,12823.69,11610.565
220,12965.89,12048.495
221,12931.54,12521.755
222,13108.06,12820.306
223,13031.17,12971.86
224,13075.25,12987.676
225,13654.22,12950.665
226,13271.29,13087.399
227,13437.88,13161.767
228,13546.52,13205.79
229,13780.99,13260.414
230,13737.11,13378.463
231,13550.49,13477.285
232,13950.3,13468.403
233,14133.71,13529.477
234,15579.85,13676.793
235,15565.88,14254.835
236,14833.75,14854.54
237,15479.57,14989.983
238,15332.32,15030.084
239,15290.9,15016.052
240,15701.34,14975.036
241,16276.34,15064.39
242,16317.809999999998,15368.402
243,16068.139999999998,15678.39
244,15955.59,15788.41
245,16716.11,15727.552
246,17645.41,15854.287
247,17804.01,16330.912
248,17817.09,16846.127
249,18621.31,17170.068
250,18642.23,17527.273
251,18370.0,17806.35
252,18364.12,17868.488
253,19107.46,17815.21
254,18732.12,17972.45
255,17150.62,18079.959
256,17108.4,17640.584
257,17717.42,17089.598
258,18177.48,16913.406
259,19625.84,17122.828
260,18803.0,17833.29
261,19201.09,18252.234
262,19445.4,18455.014
263,18699.77,18589.25
264,19154.23,18447.56
265,19345.12,18367.785
266,19191.63,18431.021
267,18321.14,18489.752
268,18553.92,18257.55
269,18264.99,18041.652
270,18058.9,17853.314
271,18803.66,17678.412
272,19142.38,17785.846
273,19246.64,18085.922
274,19417.08,18373.0
275,21310.6,18585.627
276,22805.16,19248.33
277,23137.96,20333.85
278,23869.83,21284.05
279,23477.3,22012.396
280,22803.08,22293.42
281,23783.03,22116.922
282,23241.34,22139.5
283,23735.95,22140.234
284,24664.79,22265.252
285,26437.04,22677.248
286,26272.29,23568.174
287,27084.81,24280.51
288,27362.44,24859.98
289,28840.95,25283.236
290,29001.72,25930.23
291,29374.15,26510.297
292,32127.27,26955.87
293,32782.02,27974.17
294,31971.91,29063.342
295,33992.43,29538.7
296,36824.36,30170.752
297,39371.04,31472.375
298,40797.61,33247.66
299,40254.55,34906.19
300,38356.44,35772.35
301,35566.66,35574.04
302,33922.96,34393.777
303,37316.36,32909.56
304,39187.33,32806.91
305,36825.37,33746.52
306,36178.14,33987.49
307,35791.28,33643.465
308,36630.08,33156.24
309,36069.81,33051.863
310,35547.75,32982.477
311,30825.7,32782.46
312,33005.76,31334.918
313,32067.639999999996,30534.914
314,32289.38,30085.668
315,32366.389999999996,29925.062
316,32569.85,29913.348
317,30432.55,29987.299
318,33466.1,29469.906
319,34316.39,29731.996
320,34269.52,30467.969
321,33114.36,31046.354
322,33537.18,31014.78
323,35510.29,30899.574
324,37472.09,31379.857
325,36926.06,32449.514
326,38144.31,33166.434
327,39266.01,33790.285
328,38903.44,34490.027
329,46196.46,34888.0
330,46481.1,36948.395
331,44918.18,38949.676
332,47909.33,39710.703
333,47504.85,40550.56
334,47105.52,41101.547
335,48717.29,41247.902
336,47945.06,41611.324
337,49199.87,41733.43
338,52149.01,42013.027
339,51679.8,42971.062
340,55888.13,43661.88
341,56099.52,44986.773
342,57539.94,46093.766
343,54207.32,47024.777
344,48824.43,46810.0
345,49705.33,45000.945
346,47093.85,43546.1
347,46339.76,42141.33
348,46188.45,41003.457
349,45137.77,40299.61
350,49631.24,39709.004
351,48378.99,40473.242
352,50538.24,41101.043
353,48561.17,41938.17
354,48927.3,42080.57
355,48912.38,42058.36
356,51206.69,42040.19
357,52246.52,42620.285
358,54824.12,43434.215
359,56008.55,44611.938
360,57805.12,45761.812
361,57332.09,46884.15
362,61243.08,47484.17
363,59302.32,48602.383
364,55907.2,49042.72
365,56804.9,48300.152
366,58870.89,47645.73
367,57858.92,47763.914
368,58346.65,47789.15
369,58313.64,47826.246
370,57523.42,47829.645
371,54529.15,47631.277
372,54738.94,46731.81
373,52774.26,45992.406
374,51704.16,45128.863
375,55137.31,44269.402
376,55973.51,44550.89
377,55950.75,45313.883
378,57750.2,45887.008
379,58917.69,46606.703
380,58918.83,47423.258
381,59095.81,47990.312
382,59384.31,48317.543
383,57603.89,48540.055
384,58758.56,48245.465
385,59057.88,48150.43
386,58192.36,48216.297
387,56048.94,48083.598
388,58323.95,47404.18
389,58245.0,47320.77
390,59793.24,47464.023
391,60204.96,47945.062
392,59893.45,48441.324
393,63503.46000000001,48688.58
394,63109.7,49601.08
395,63314.01,50312.9
396,61572.79,50725.31
397,60683.82,50520.01
398,56216.19,49991.637
399,55724.27,48548.258
400,56473.03,47200.945
401,53906.09,46552.305
402,51762.27,45714.742
403,51093.65,44578.625
404,50050.87,43606.375
405,49004.25,42818.45
406,54021.75,42125.363
407,55033.12,42958.504
408,54824.7,44255.766
409,53555.11,45120.586
410,57750.18,45251.082
411,57828.05,46150.582
412,56631.08,47042.395
413,57200.29,47284.023
414,53333.54,47376.047
415,57424.01,46508.87
416,56396.51,46590.664
417,57356.4,46723.117
418,58803.78,46978.906
419,58232.32,47501.3
420,55859.8,47767.227
421,56704.57,47308.105
422,49150.53,46987.6
423,49716.19,45061.477
424,49880.53,43410.168
425,46760.19,42568.79
426,46456.06,41489.12
427,43537.51,40599.414
428,42909.4,39389.895
429,37002.44,38338.758
430,40782.74,36257.0
431,37304.69,35545.305
432,37536.63,34737.332
433,34770.58,34170.016
434,38705.98,33177.08
435,38402.22,33424.97
436,39294.2,33984.85
437,38436.97,34597.594
438,35697.61,34780.062
439,34616.07,34026.598
440,35678.13,32951.14
441,37332.85,32493.555
442,36684.92,32880.066
443,37575.18,33212.863
444,39208.77,33577.47
445,36894.41,34270.906
446,35551.96,34216.84
447,35862.38,33539.227
448,33560.71,33011.332
449,33472.63,32155.91
450,37345.12,31440.541
451,36702.6,32092.941
452,37334.4,32820.57
453,35552.52,33380.043
454,39097.86,33201.387
455,40218.48,33781.902
456,40406.27,34784.383
457,38347.06,35578.277
458,38053.5,35454.96
459,35787.24,34995.07
460,35615.87,34041.555
461,35698.3,33220.355
462,31676.69,32786.477
463,32505.66,31543.81
464,33723.03,30629.666
465,34662.44,30541.637
466,31637.78,31005.441
467,32186.28,30620.145
468,34649.64,30157.451
469,34434.34,30565.588
470,35867.78,31096.514
471,35040.84,31806.586
472,33572.12,32102.137
473,33897.05,31737.28
474,34668.55,31379.89
475,35287.78,31412.87
476,33746.0,31744.998
477,34235.19,31621.66
478,33855.33,31485.082
479,32877.37,31323.941
480,33798.01,30945.607
481,33520.52,30867.096
482,34240.19,30867.115
483,33155.85,31067.057
484,32702.029999999995,30968.822
485,32822.35,30656.885
486,31780.729999999996,30429.336
487,31421.54,30043.66
488,31533.07,29627.498
489,31796.810000000005,29385.63
490,30817.83,29364.738
491,29807.35,29147.656
492,32110.69,28634.379
493,32313.11,28833.002
494,33581.55,29306.695
495,34292.45,30005.865
496,35350.19,30715.668
497,37337.53,31451.96
498,39406.94,32478.807
499,39995.91,33808.61
500,40008.42,34921.81
501,42235.55,35555.746
502,41626.2,36404.863
503,39974.9,36914.207
504,39201.95,36684.293
505,38152.98,36094.695
506,39747.51,35353.996
507,40869.55,35258.03
508,42816.5,35715.47
509,44555.8,36660.48
510,43798.12,37845.375
511,46365.4,38463.67
512,45585.03,39315.324
513,45593.64,39789.777
514,44428.29,39957.08
515,47793.32,39689.14
516,47096.95,40239.39
517,47047.0,40708.15
518,46004.48,40906.836
519,44695.36,40679.508
520,44801.19,40064.137
521,46717.58,39582.742
522,49339.18,39816.824
523,48905.49,40852.43
524,49321.65,41627.008
525,49546.15,42092.152
526,47706.12,42373.707
527,48960.79,42053.78
528,46942.22,41968.67
529,49058.67,41513.36
530,48902.4,41611.906
531,48829.83,41826.484
532,47054.98,41946.31
533,47166.69,41538.1
534,48847.03,41128.516
535,49327.72,41313.207
536,50025.37,41747.496
537,49944.63,42250.766
538,51753.41,42562.293
539,52633.54,43147.613
540,46811.13,43840.95
541,46091.39,42877.652
542,46391.42,41527.21
543,44883.91,40680.242
544,45201.46,39938.277
545,46063.27,39532.0
546,44963.07,39592.855
547,47092.49,39484.777
548,48176.35,39878.7
549,47783.36,40595.06
550,47267.52,41041.582
551,48278.36,41105.168
552,47260.22,41298.75
553,42843.8,41246.758
554,40693.68,40016.844
555,43574.51,38272.805
556,44895.1,37780.457
557,42839.75,38247.36
558,42716.59,38254.023
559,43208.54,38015.684
560,42235.73,37944.414
561,41034.54,37723.312
562,41564.36,37220.586
