0,5392.31,6017.1367,5220.2373,5274.371,5136.82,6911.257,7211.5767,5369.5947,5484.836,6403.219,5846.2085,5214.5757,5135.4463
1,5014.48,5582.479,5146.7856,5169.304,5171.382,6131.9263,6767.3364,5104.2163,5341.734,5755.8027,5595.1533,5073.603,5165.825
2,5225.63,5321.5176,5104.997,5136.082,5219.1665,5319.5327,6344.31,5007.848,5318.8003,5320.475,5364.2354,5120.4595,5219.9326
3,5238.44,5236.8574,5149.545,5206.5454,5719.0664,5391.2197,6015.993,5017.365,5556.997,5291.93,5279.821,5185.3384,5795.5444
4,6191.19,5190.8994,5209.9277,5738.306,6108,5272.8896,5738.1987,5295.398,5895.6167,5218.1094,5259.462,5758.343,6120.9863
5,6198.78,5223.3877,5614.9307,6175.1567,6249.0806,5273.3105,5583.17,5646.625,6221.6465,5225.562,5560.0264,6106.029,6216.6343
6,6185.07,5603.17,6044.6895,6236.176,6079.5566,5355.469,5505.2705,5954.178,6407.2607,5471.6387,5841.436,6229.5835,6026.634
7,5830.25,5940.8105,6239.3037,6022.5996,6191.4507,5655.571,5650.974,6089.9683,6602.021,5800.736,6027.318,6050.5576,6243.955
8,6416.31,6095.408,6124.264,6157.6504,6498.344,5943.5195,5726.772,6248.602,6838.3174,6037.6694,6022.1997,6247.9814,6574.9565
9,6734.8,6052.7456,6169.201,6561.222,6675.801,6192.667,5859.681,6459.452,7047.5947,6109.5522,6160.2188,6566.273,6695.424
10,6681.06,6170.715,6443.5083,6724.4556,6740.8896,6189.988,6015.093,6638.012,7210.496,6159.2793,6383.9824,6698.6924,6738.9995
11,6716.44,6428.9937,6651.782,6732.38,6625.159,6265.5127,6196.3994,6762.5083,7265.782,6330.769,6539.126,6749.9663,6606.4097
12,6469.8,6568.737,6738.4824,6595.122,6398.123,6395.9263,6355.386,6780.0415,7204.13,6493.536,6642.375,6618.008,6393.5464
13,6242.19,6680.694,6660.4263,6358.789,6105.572,6666.9565,6475.985,6685.1143,7024.3457,6670.0815,6622.3184,6399.058,6106.9614
14,5922.04,6618.9346,6439.5205,6069.607,6185.4053,6724.284,6494.466,6482.892,6919.3047,6657.5293,6509.7744,6102.72,6265.414
15,6429.84,6447.7427,6143.4956,6188.2295,6346.4297,6626.7554,6467.265,6391.7534,6878.5195,6521.3965,6310.0938,6240.022,6398.1973
16,6438.64,6209.039,6146.661,6407.3423,6518.8384,6465.0293,6464.7397,6379.156,6918.3467,6312.1016,6314.3325,6371.1484,6545.4824
17,6606.78,6244.5083,6311.9395,6545.5137,6706.1475,6316.1562,6491.3735,6445.957,7029.9463,6252.902,6362.7217,6529.733,6720.9956
18,6793.62,6336.014,6487.6724,6711.176,6771.5283,6271.744,6497.426,6580.018,7144.618,6287.771,6461.5415,6712.9644,6765.526
