,sharp_grurl_10_1
0,0.011116955
1,0.035761837
2,0.0571805
3,0.076063946
4,0.092937924
5,0.10821341
6,0.12220863
7,0.13516954
8,0.14728804
9,0.15871562
10,0.16957317
11,0.17995827
12,0.18995056
13,0.19961645
14,0.20901181
15,0.21818398
16,0.22717397
17,0.23601742
18,0.24474604
19,0.2533886
20,0.26197132
21,0.27051926
22,0.27905664
23,0.28760764
24,0.2961973
25,0.30485186
26,0.31359947
27,0.32247162
28,0.33150297
29,0.34073243
30,0.35020426
31,0.35996833
32,0.37008116
33,0.38060662
34,0.3916167
35,0.40319154
36,0.4154195
37,0.42839658
38,0.44222412
39,0.45700663
40,0.4728466
41,0.48983797
42,0.5080556
43,0.5275413
44,0.5482857
45,0.57020783
46,0.5931368
47,0.6168045
48,0.6408596
49,0.6649139
50,0.6886182
51,0.7117552
52,0.7343103
53,0.75648695
54,0.7786431
55,0.80116916
56,0.82434803
57,0.8482547
58,0.87273234
59,0.8974491
60,0.9220106
61,0.9460917
62,0.96953773
63,0.99238616
64,1.0148002
65,1.0369275
66,1.0587381
67,1.0799477
68,1.1001532
69,1.1191618
70,1.1372038
71,1.1547911
72,1.1724503
73,1.1905739
74,1.2093116
75,1.2285097
76,1.2478415
77,1.2670397
78,1.2860153
79,1.3048426
80,1.3237067
81,1.3427945
82,1.3621448
83,1.3816103
84,1.401017
85,1.4203533
86,1.4397647
87,1.459349
88,1.479026
89,1.4986521
90,1.5182086
91,1.5378172
92,1.5576195
93,1.5777034
94,1.5981185
95,1.6188713
96,1.6399024
97,1.6611208
98,1.6825001
99,1.7041163
100,1.7260898
101,1.7485185
102,1.771469
103,1.7949845
104,1.8190674
105,1.8436934
106,1.8688438
107,1.8944937
108,1.9205849
109,1.9470587
110,1.9738829
111,2.001014
112,2.0283647
113,2.0558107
114,2.0831854
115,2.110314
116,2.137065
117,2.1633482
118,2.1891124
119,2.2143588
120,2.2391171
121,2.2634244
122,2.2873123
123,2.3108113
124,2.333998
125,2.3570101
126,2.3800178
127,2.4031754
128,2.426576
129,2.4502578
130,2.4742126
131,2.4984295
132,2.5229762
133,2.5479665
134,2.5734825
135,2.5995214
136,2.626006
137,2.6528354
138,2.679914
139,2.7071912
140,2.7346442
141,2.7622435
142,2.789884
143,2.8173666
144,2.844459
145,2.8710017
146,2.8969996
147,2.9226644
148,2.948182
149,2.9733472
150,2.9980826
151,3.0223618
152,3.0460048
153,3.068969
154,3.0911462
155,3.1120467
156,3.131823
157,3.1512058
158,3.170989
159,3.1910634
160,3.2098308
161,3.2210069
162,3.2308974
163,3.2653084
164,3.2640257
165,3.2963047
166,3.3023412
167,3.3222866
168,3.333769
169,3.3506637
170,3.3609076
171,3.3767798
172,3.3841
173,3.4013813
174,3.4083629
175,3.421834
176,3.4325383
177,3.442962
178,3.4543867
179,3.463847
180,3.4745138
181,3.483761
182,3.494595
183,3.5022018
184,3.5140498
185,3.5203733
186,3.5309927
187,3.5384464
188,3.5469444
189,3.5555909
190,3.5627344
191,3.5716264
192,3.5791297
193,3.5870283
194,3.5955002
195,3.6027994
196,3.609972
197,3.6183457
198,3.6249561
199,3.6319225
200,3.6400428
201,3.647359
202,3.654307
203,3.6618574
204,3.6698813
205,3.6769643
206,3.684297
207,3.6912875
208,3.6989088
209,3.7063534
210,3.7140498
211,3.7214055
212,3.7286365
213,3.73513
214,3.7400935
215,3.741952
216,3.7445033
217,3.7553294
218,3.7711914
219,3.776373
220,3.776456
221,3.7867274
222,3.7985318
223,3.8012562
224,3.8060126
225,3.816887
226,3.823209
227,3.826581
228,3.8352287
229,3.843981
230,3.8480988
231,3.8541856
232,3.8629515
233,3.8681288
234,3.8721018
235,3.8791578
236,3.8859248
237,3.8901215
238,3.8944004
239,3.9002302
240,3.90684
241,3.912372
242,3.9169624
243,3.9216983
244,3.9270215
245,3.9333253
246,3.9398766
247,3.9463713
248,3.9525232
249,3.958388
250,3.9639735
251,3.969165
252,3.97386
253,3.9776895
254,3.9787087
255,3.970708
256,3.9430842
257,3.9888093
258,3.9897752
259,3.9641252
260,4.003555
261,3.982692
262,3.9691668
263,3.99996
264,3.949231
265,4.0104256
266,3.9892294
267,4.020843
268,4.001338
269,4.0184436
270,4.01385
271,4.028854
272,4.0242376
273,4.0296426
274,4.0315638
275,4.0344486
276,4.0419207
277,4.0381227
278,4.045944
279,4.0422673
280,4.0525274
281,4.048035
282,4.056276
283,4.0518727
284,4.060369
285,4.057831
286,4.0641475
287,4.0623875
288,4.066936
289,4.0674376
290,4.0702705
291,4.072392
292,4.0733724
293,4.0762706
294,4.076806
295,4.0803156
296,4.080504
297,4.083784
298,4.0841746
299,4.0871534
300,4.088097
301,4.0905924
302,4.092045
303,4.0940695
304,4.0960917
305,4.097947
306,4.1005836
307,4.102691
308,4.106507
309,4.1119027
310,4.121694
311,4.127767
312,4.1302085
313,4.133521
314,4.1381893
315,4.142357
316,4.1468964
317,4.152823
318,4.159131
319,4.16312
320,4.165457
321,4.168556
322,4.172193
323,4.175788
324,4.1793
325,4.1823277
326,4.185947
327,4.1896467
328,4.193139
329,4.1962013
330,4.199043
331,4.2015247
332,4.204044
333,4.2071705
334,4.21038
335,4.21326
336,4.216049
337,4.218843
338,4.2214856
339,4.2241273
340,4.226964
341,4.2298846
342,4.2328787
343,4.235903
344,4.2388754
345,4.2417617
346,4.2445745
347,4.2473197
348,4.249967
349,4.2525687
350,4.2553787
351,4.2593937
352,4.274918
353,4.234481
354,4.1671863
355,4.2886767
356,4.249672
357,4.2563567
358,4.23787
359,4.293478
360,4.2715125
361,4.260992
362,4.256651
363,4.30236
364,4.2281413
365,4.2812862
366,4.2141485
367,4.3021655
368,4.202385
369,4.2859383
370,4.2587805
371,4.2279587
372,4.2906294
373,4.2875366
374,4.257922
375,4.3173795
376,4.2805057
377,4.2813888
378,4.3192945
379,4.294808
380,4.3242188
381,4.3304296
382,4.314034
383,4.3316474
384,4.3400826
385,4.3248706
386,4.343081
387,4.3357887
388,4.33447
389,4.347212
390,4.341329
391,4.344736
392,4.3488026
393,4.344364
394,4.3527017
395,4.3514605
396,4.351658
397,4.356146
398,4.353307
399,4.357289
400,4.359686
401,4.358382
402,4.363446
403,4.3623214
404,4.365676
405,4.368461
406,4.369505
407,4.3743033
408,4.3756847
409,4.380077
410,4.3830085
411,4.3856034
