,sharp_rrl_5_3
0,0.094898365
1,0.21017478
2,0.29399395
3,0.3693273
4,0.4412478
5,0.50617814
6,0.5592056
7,0.5996393
8,0.63090855
9,0.657734
10,0.68403035
11,0.7121657
12,0.7428007
13,0.7738111
14,0.7995993
15,0.81545407
16,0.82426304
17,0.8340135
18,0.84842074
19,0.8649304
20,0.8795549
21,0.8904805
22,0.8989088
23,0.9083102
24,0.9212945
25,0.937068
26,0.9525063
27,0.96591973
28,0.97933596
29,0.99557346
30,1.0142277
31,1.0318877
32,1.0468776
33,1.0615972
34,1.0777198
35,1.0932122
36,1.1062253
37,1.118975
38,1.1332629
39,1.1466205
40,1.1570657
41,1.1661011
42,1.1751497
43,1.1837518
44,1.1921667
45,1.201376
46,1.2099667
47,1.2179763
48,1.226692
49,1.2349395
50,1.2428473
51,1.251647
52,1.260569
53,1.2690492
54,1.2781152
55,1.2872107
56,1.2969265
57,1.3079773
58,1.3179085
59,1.3262202
60,1.3350681
61,1.3446922
62,1.3527709
63,1.3593849
64,1.3655404
65,1.3707074
66,1.3760989
67,1.3805863
68,1.3842024
69,1.3878201
70,1.3920246
71,1.3957022
72,1.3989195
73,1.4026265
74,1.4062837
75,1.4097941
76,1.4130839
77,1.4161594
78,1.4192088
79,1.4222248
80,1.4249431
81,1.4273666
82,1.4298438
83,1.4321674
84,1.4343753
85,1.4363067
86,1.4380682
87,1.439789
88,1.4415299
89,1.44324
90,1.4448724
91,1.446507
92,1.448146
93,1.4499975
94,1.4524794
95,1.4577696
96,1.4659834
97,1.4644414
98,1.4672103
99,1.4717636
100,1.4746871
101,1.4753605
102,1.4764937
103,1.4804368
104,1.4817631
105,1.4820218
106,1.4833393
107,1.4841782
108,1.4861225
109,1.4875865
110,1.487652
111,1.4881282
112,1.4889729
113,1.4896581
114,1.4905497
115,1.4910744
116,1.4911585
117,1.4915209
118,1.4921694
119,1.4926902
120,1.4931332
121,1.4935547
122,1.4938028
123,1.4940113
124,1.4943701
125,1.4947441
126,1.4950222
127,1.4952906
128,1.4955556
129,1.495751
130,1.4959278
131,1.4961585
132,1.4964006
133,1.4966047
134,1.4967993
135,1.496999
136,1.4971741
137,1.4973308
138,1.497506
139,1.497699
140,1.497884
141,1.4980619
142,1.4982457
143,1.4984257
144,1.4985951
145,1.4987732
146,1.4989668
147,1.4991597
148,1.4993501
149,1.4995481
150,1.4997417
151,1.4999264
152,1.5001156
153,1.5003052
154,1.500488
155,1.5006719
156,1.5008509
157,1.5010219
158,1.5011921
159,1.5013565
160,1.5015162
161,1.501676
