,Prices_20_2,Strategy_Returns_20_2,F_t_20_2
0,457.76,-0.039999995,0.0
1,449.38,-11.659999,0.9999999
2,437.76,-13.020309,1.0
3,436.4,-15.927967,0.99222857
4,433.48,-19.253918,0.73347116
5,428.96,-9.393921,0.9999997
6,438.82,-8.043927,0.99999607
7,440.17,1.2460685,0.9999995
8,449.46,6.2160664,0.99999964
9,454.43,-9.323933,0.99999994
10,438.89,-6.753933,1.0
11,441.46,-7.5439367,0.9999995
12,440.67,-4.244292,0.9998937
13,443.97,-0.96429557,0.99999887
14,447.25,-0.15429649,0.99999887
15,448.06,0.6857033,0.99999976
16,448.9,-1.9542968,1.0
17,446.26,-2.0342968,1.0
18,446.18,37.5057,0.99999994
19,485.72,43.5557,0.99999964
20,491.77,76.36534,0.9999891
21,524.58,72.00534,0.99999994
22,520.22,76.92534,0.9999989
23,525.14,123.375336,1.0
24,571.59,135.20534,1.0
25,583.42,123.02534,0.99999994
26,571.24,128.8452,1.0
27,577.06,119.99614,0.9964993
28,568.18,167.14613,0.9999999
29,615.33,175.49614,0.99999964
30,623.68,182.04614,0.99999994
31,630.23,212.43614,1.0
32,660.62,219.41592,0.9999708
33,667.6,193.42651,0.99997747
34,641.61,211.07588,0.9999997
35,659.26,205.6016,0.98447317
36,653.7,206.8716,1.0
37,654.97,208.0416,0.9999969
38,656.14,201.06197,0.9999469
39,649.16,205.0518,0.99996096
40,653.15,184.9217,1.0
41,633.02,138.96593,0.9975186
42,586.95,152.0988,1.0
43,600.16,173.17981,-0.9279304
44,577.36,188.25005,0.96736485
45,592.94,187.50005,0.9999987
46,592.19,206.17001,0.999998
47,610.86,203.27002,0.9999995
48,607.96,193.30392,1.0
49,598.07,196.76405,-0.9020939
50,594.15,197.60367,1.0
51,594.99,204.81352,0.99041635
52,602.27,196.52391,0.9999532
53,593.98,184.90465,0.9999353
54,582.36,168.88466,0.9999999
55,566.34,183.68465,0.9999995
56,581.14,199.80466,1.0
57,597.26,199.09465,0.99999994
58,596.55,205.26384,0.9999969
59,602.72,241.61227,0.9802858
60,639.8,242.61635,0.99435294
61,640.81,252.68631,1.0
62,650.88,246.97255,0.9988998
63,645.16,232.50299,0.9999702
64,630.69,233.27298,1.0
65,631.46,237.62296,0.99999404
66,635.81,225.90308,0.99998957
67,624.09,226.63309,0.9999997
68,624.82,226.32307,0.9999977
69,624.51,218.57307,1.0
70,616.76,233.81308,1.0
71,632.0,235.52309,0.99999964
72,633.71,228.3131,0.99999714
73,626.5,221.1331,0.99999994
74,619.32,223.40309,0.9999934
75,621.59,218.61308,1.0
76,616.8,224.90309,0.9999998
77,623.09,230.59308,0.99999994
78,628.78,230.33308,0.99999994
79,628.52,225.71272,0.9999999
80,623.9,224.03763,0.990963
81,622.21,223.37764,0.99999994
82,621.55,221.23764,0.9999999
83,619.41,203.55763,0.99999994
84,601.73,202.91763,0.99999994
85,601.09,197.63763,0.99999887
86,595.81,195.67764,0.9999991
87,593.85,187.51764,0.99999994
