,sharp_grurl_20_3
0,0.08126594
1,0.10758577
2,0.12836467
3,0.14630377
4,0.16255067
5,0.17766179
6,0.19187436
7,0.20520163
8,0.21747835
9,0.2284136
10,0.23769055
11,0.24512036
12,0.250806
13,0.25523025
14,0.2592168
15,0.2638465
16,0.27047423
17,0.28087273
18,0.2972813
19,0.32188576
20,0.3554748
21,0.39627886
22,0.44084275
23,0.4867229
24,0.5339509
25,0.5830705
26,0.6319086
27,0.6758245
28,0.7122738
29,0.7426233
30,0.7690928
31,0.7923446
32,0.80867714
33,0.8163997
34,0.82605445
35,0.8424665
36,0.8633185
37,0.88115317
38,0.89105344
39,0.8965983
40,0.9041847
41,0.9290728
42,0.96703506
43,1.0137175
44,1.0687517
45,1.1001008
46,1.1033587
47,1.1043706
48,1.1123723
49,1.1242402
50,1.1396202
51,1.1661781
52,1.2057962
53,1.2307422
54,1.2286843
55,1.2292548
56,1.2387894
57,1.2556059
58,1.276741
59,1.2986767
60,1.3182429
61,1.3297663
62,1.3465049
63,1.3761028
64,1.3959994
65,1.419193
66,1.4207559
67,1.4571277
68,1.4684632
69,1.4835128
70,1.5033212
71,1.5239847
72,1.539413
73,1.5572954
74,1.5805924
75,1.603205
76,1.607692
77,1.6205434
78,1.615291
79,1.6332084
80,1.6479108
81,1.6608014
82,1.6771942
83,1.6746334
84,1.686209
85,1.7103814
86,1.7058945
87,1.7073545
88,1.7138993
89,1.7263412
90,1.7312192
91,1.7354978
92,1.7356657
93,1.7450984
94,1.748289
95,1.7506021
96,1.7595344
97,1.7580988
98,1.7655063
99,1.7693017
100,1.772133
101,1.7747896
102,1.7779853
103,1.7814497
104,1.7846067
105,1.7874918
106,1.7905134
107,1.7951016
108,1.794782
109,1.7977511
110,1.7886676
111,1.8019534
112,1.7877687
113,1.7927283
114,1.7981143
115,1.8055263
116,1.8059297
117,1.8049344
118,1.8043658
119,1.8203727
120,1.8101753
121,1.8283705
122,1.8202646
123,1.8243365
124,1.8327167
125,1.8165929
126,1.8198477
127,1.8029872
128,1.8108166
129,1.8161179
130,1.8229171
131,1.8237567
132,1.8273305
133,1.8269625
134,1.8425361
135,1.8503101
136,1.8571965
137,1.8682204
138,1.8465072
139,1.7945396
140,1.7758974
141,1.8002766
142,1.8709338
143,1.7993937
144,1.8081019
145,1.8542699
146,1.8219111
147,1.807984
148,1.8074558
149,1.8091589
150,1.8160388
151,1.8248013
152,1.832909
153,1.8304974
154,1.834447
155,1.8388032
156,1.8423511
157,1.8489158
158,1.8572627
159,1.8685641
160,1.8652353
161,1.873417
162,1.8718525
163,1.8719729
164,1.8784319
165,1.8980722
166,1.9138844
167,1.9235499
168,1.9265131
169,1.9280415
170,1.9287854
171,1.9292932
172,1.9316118
173,1.9327523
174,1.9326235
175,1.9320564
176,1.9319592
177,1.9327271
178,1.9340746
179,1.9353485
180,1.9362959
181,1.9371675
182,1.9383979
183,1.9426087
184,1.9379507
185,1.9389261
186,1.9434311
187,1.9511282
188,1.9255093
189,1.9515653
190,1.947868
191,1.9483626
192,1.9570348
193,1.9552884
194,1.954203
195,1.9582402
196,1.9596277
197,1.957396
198,1.9611169
199,1.960457
200,1.9577761
201,1.9620891
202,1.9599316
203,1.9620807
204,1.9632034
205,1.9632105
206,1.9632362
207,1.963407
208,1.9640174
209,1.964961
210,1.965851
211,1.9666446
212,1.9673303
213,1.9678861
214,1.9685069
215,1.9692537
216,1.9697897
217,1.9700305
218,1.9701467
219,1.9703131
220,1.9706278
221,1.9710975
222,1.971672
223,1.9722903
224,1.9729046
225,1.9735276
226,1.9743605
227,1.9759148
228,1.9788836
229,1.9818861
230,1.983567
231,1.987337
232,1.9919347
233,1.995947
234,2.0005834
235,2.0036633
236,2.0044556
237,2.0059657
238,2.006852
239,2.0067885
240,2.0070229
241,2.0072653
242,2.0069442
243,2.0076976
244,2.0083694
245,2.0087073
246,2.0090346
247,2.0096583
248,2.0103064
249,2.0107355
250,2.0110145
251,2.0112789
252,2.0115938
253,2.011875
254,2.012059
255,2.0121915
256,2.0123293
257,2.012486
258,2.0126498
259,2.0128093
260,2.0129647
261,2.01312
262,2.013278
263,2.013436
264,2.0135953
265,2.0137613
266,2.0139368
267,2.0141175
268,2.0142999
269,2.0144928
270,2.0147152
271,2.014991
272,2.0153475
273,2.0158358
274,2.0165706
275,2.0178168
276,2.020189
277,2.0248077
278,2.0308113
279,2.032798
280,2.0371535
281,2.0390685
282,2.038402
283,2.0433166
284,2.044887
285,2.0456002
286,2.0469527
287,2.048085
288,2.0484529
289,2.0482175
290,2.048404
291,2.0486565
292,2.04875
293,2.0488734
294,2.0492196
295,2.0495007
296,2.0496745
297,2.0498323
298,2.0500014
299,2.050179
300,2.050345
301,2.0504715
302,2.0505598
303,2.0506253
304,2.0506794
305,2.0507283
306,2.050781
307,2.0508447
308,2.0509167
309,2.050988
310,2.0510507
311,2.0511017
312,2.051145
313,2.0511892
314,2.0512424
315,2.051304
316,2.0513673
317,2.0514255
318,2.0514739
319,2.0515144
320,2.0515506
321,2.0515869
322,2.051625
323,2.0516646
324,2.0517032
325,2.0517385
326,2.0517697
327,2.0517979
328,2.0518239
329,2.0518494
330,2.0518756
331,2.0519023
332,2.0519288
333,2.0519545
334,2.0519788
335,2.0520015
336,2.0520236
337,2.0520444
338,2.0520656
339,2.052086
340,2.0521066
341,2.0521264
342,2.0521455
343,2.052164
344,2.052182
345,2.0521994
346,2.0522165
347,2.0522332
348,2.0522494
349,2.0522652
350,2.0522811
351,2.052296
352,2.0523105
353,2.0523248
354,2.0523393
355,2.0523527
356,2.0523665
357,2.0523794
358,2.0523925
359,2.0524054
360,2.052418
361,2.0524302
362,2.0524423
363,2.052454
364,2.0524657
365,2.0524771
366,2.0524883
367,2.0524995
368,2.05251
369,2.0525208
370,2.0525312
371,2.0525415
372,2.052552
373,2.0525618
374,2.0525715
375,2.052581
376,2.0525906
377,2.0526001
378,2.0526094
379,2.0526185
380,2.0526278
381,2.0526364
382,2.0526454
383,2.0526538
384,2.0526624
385,2.0526707
386,2.0526788
387,2.052687
388,2.052695
389,2.0527034
390,2.0527108
391,2.052719
392,2.0527267
393,2.0527341
394,2.0527413
395,2.0527487
396,2.052756
397,2.0527632
398,2.0527706
399,2.0527775
400,2.0527844
401,2.052791
402,2.0527983
403,2.0528045
404,2.0528114
405,2.0528178
406,2.0528243
407,2.0528307
408,2.0528371
409,2.052843
410,2.0528493
411,2.0528557
412,2.0528617
413,2.052868
414,2.0528736
415,2.0528793
416,2.0528855
417,2.0528908
418,2.0528965
419,2.0529025
420,2.0529077
421,2.0529132
422,2.052919
423,2.052924
424,2.0529294
425,2.052935
426,2.0529397
427,2.052945
428,2.05295
429,2.0529552
430,2.0529604
431,2.052965
432,2.05297
433,2.0529747
434,2.0529797
435,2.0529842
436,2.0529895
437,2.052994
438,2.0529988
439,2.0530033
440,2.0530076
441,2.0530121
442,2.0530167
443,2.0530212
444,2.0530255
445,2.0530298
446,2.053034
447,2.0530384
448,2.0530427
449,2.053047
450,2.053051
451,2.0530553
452,2.0530593
453,2.0530632
454,2.0530674
455,2.0530713
456,2.053075
457,2.0530791
458,2.0530832
459,2.0530872
460,2.0530908
461,2.0530946
462,2.0530984
463,2.0531018
464,2.0531058
465,2.0531094
466,2.0531132
467,2.0531166
468,2.0531204
469,2.0531237
470,2.0531273
471,2.053131
472,2.053134
473,2.053138
474,2.0531409
475,2.0531442
476,2.053148
477,2.053151
478,2.0531547
479,2.0531578
480,2.0531611
481,2.0531642
482,2.0531673
483,2.0531712
484,2.053174
485,2.0531769
486,2.0531805
487,2.0531833
488,2.0531862
489,2.0531893
490,2.0531929
491,2.0531955
492,2.0531986
493,2.0532014
494,2.0532043
495,2.0532074
496,2.0532103
497,2.053213
498,2.0532162
499,2.0532188
500,2.0532217
501,2.0532246
502,2.0532274
503,2.0532303
504,2.0532331
505,2.0532355
506,2.0532389
507,2.0532415
508,2.0532439
509,2.0532467
510,2.0532494
511,2.0532517
512,2.0532548
513,2.0532572
514,2.05326
515,2.0532627
516,2.0532653
517,2.053268
518,2.0532703
519,2.0532732
520,2.0532753
521,2.053278
522,2.0532804
523,2.0532832
524,2.0532854
525,2.053288
526,2.0532908
527,2.053293
528,2.0532956
529,2.0532982
530,2.0533009
531,2.053303
532,2.0533054
533,2.0533082
534,2.0533104
535,2.0533125
536,2.0533152
537,2.053318
538,2.0533202
539,2.0533226
540,2.0533252
541,2.0533276
542,2.05333
543,2.053332
544,2.0533352
545,2.0533373
546,2.0533397
547,2.053342
548,2.0533447
549,2.0533473
550,2.0533495
551,2.0533524
552,2.053355
553,2.0533571
554,2.0533597
555,2.0533626
556,2.0533655
557,2.053368
558,2.0533712
559,2.0533736
560,2.0533764
561,2.0533793
562,2.0533824
563,2.0533853
564,2.0533884
565,2.0533915
566,2.0533948
567,2.053398
568,2.0534015
569,2.053405
570,2.0534089
571,2.0534127
572,2.053417
573,2.0534213
574,2.0534258
575,2.0534308
576,2.0534363
577,2.0534418
578,2.0534475
579,2.0534542
580,2.0534616
581,2.0534697
582,2.0534787
583,2.053489
584,2.0535007
585,2.0535135
586,2.0535295
587,2.0535476
588,2.0535696
589,2.053597
590,2.0536304
591,2.0536726
592,2.0537276
593,2.0538003
594,2.0538993
595,2.0540373
596,2.0542355
597,2.054527
598,2.0549622
599,2.0556133
600,2.0565898
601,2.0581534
602,2.0613356
603,2.0700233
604,2.0780246
605,2.0680408
606,2.0399816
607,1.9996885
608,1.9932804
609,2.000038
610,1.9499394
611,1.992771
612,1.9073782
613,1.8599313
614,1.911705
615,1.9569235
616,1.934896
617,1.9226657
618,1.9421887
619,1.9535136
620,2.0251
621,2.009818
622,2.0178246
623,2.0159822
624,2.0307748
625,2.0321298
626,2.0597324
627,2.0009232
628,2.046939
629,2.0706527
630,2.045766
631,2.0713072
632,2.0959296
633,1.9408346
634,1.9302156
635,1.8818823
636,1.9873849
637,1.9221704
638,1.9175977
639,1.9272196
640,1.8553525
641,1.9484925
642,1.9489758
643,2.032523
644,2.0925696
645,2.1156147
646,2.1096902
647,2.0901735
648,1.9856542
649,1.9844097
650,1.9521707
651,1.9717795
652,2.093075
653,2.0937998
654,2.1151927
655,2.1293125
656,2.1287885
657,2.1306977
658,2.1474872
659,2.1453326
660,2.1619837
661,2.176293
662,2.189313
663,2.204266
664,2.264242
665,2.2178767
666,2.2366664
667,2.2164683
668,2.280151
669,2.286624
670,2.2412505
671,2.1827195
672,2.18101
673,2.1922793
674,2.1921787
675,2.183399
676,2.186341
677,2.1996605
678,2.2008588
679,2.1987085
680,2.1968112
681,2.1970212
682,2.2050064
683,2.2252636
684,2.2529225
685,2.2664921
686,2.2488587
687,2.2614932
688,2.244408
689,2.2630699
690,2.2491555
691,2.2304912
692,2.2367995
693,2.2333786
694,2.2312877
695,2.2587578
696,2.2578578
697,2.2575593
698,2.2694438
699,2.2860868
700,2.2772737
701,2.262833
702,2.2175086
703,2.1952486
704,2.2212164
705,2.2508452
706,2.2530503
707,2.2520316
708,2.2468157
709,2.2438648
710,2.2442524
711,2.2450595
712,2.2757516
713,2.2833266
714,2.354864
715,2.2693279
716,2.2684789
717,2.2703764
718,2.3395085
719,2.3490899
720,2.373627
721,2.3676646
722,2.3693397
723,2.3290203
724,2.2913191
725,2.2921214
726,2.2830935
727,2.2727385
728,2.3090215
729,2.3128676
730,2.3117845
731,2.3042605
732,2.3177774
733,2.339578
734,2.3551347
735,2.3562024
736,2.3595781
737,2.357616
738,2.356258
739,2.355244
740,2.3548632
741,2.3556447
742,2.3575447
743,2.3600109
744,2.3668535
745,2.3104172
746,2.314592
747,2.3120158
748,2.3198888
749,2.2348828
750,2.2394624
751,2.254304
752,2.2734296
753,2.257184
754,2.2073605
755,2.1646514
756,2.1400635
757,2.1432467
758,2.191917
759,2.2092261
760,2.1904263
761,2.1799285
762,2.214839
763,2.2552586
764,2.2821395
765,2.3504038
766,2.2509604
767,2.2931216
768,2.296921
769,2.3165855
770,2.316146
771,2.3528364
772,2.3794878
773,2.4086928
774,2.3468733
775,2.3481665
776,2.244564
777,2.2421396
778,2.2347696
779,2.2182693
780,2.2513885
781,2.3079803
782,2.308494
783,2.2505994
784,2.2743578
785,2.3092067
786,2.302438
787,2.2978435
788,2.2880652
789,2.2925668
790,2.3013144
791,2.309017
792,2.3119664
793,2.3226142
794,2.3435514
795,2.3655143
796,2.3301756
797,2.3170881
798,2.3381515
799,2.3638186
800,2.3610616
801,2.3303444
