,sharp_rrl_15_2
0,-0.013230361
1,0.12158267
2,0.21147257
3,0.27375704
4,0.32347488
5,0.3666611
6,0.4056139
7,0.44116053
8,0.47356835
9,0.5030199
10,0.52988863
11,0.5548766
12,0.5790446
13,0.6037369
14,0.63041115
15,0.6604113
16,0.69475245
17,0.7339648
18,0.7779262
19,0.8254959
20,0.8738737
21,0.9185936
22,0.95601815
23,0.9866552
24,1.0129535
25,1.0352933
26,1.0537938
27,1.0709275
28,1.0910903
29,1.1169184
30,1.1439483
31,1.1655482
32,1.1844885
33,1.2080446
34,1.2365867
35,1.2624753
36,1.2810503
37,1.3029504
38,1.3313664
39,1.3535125
40,1.3733414
41,1.3997772
42,1.4235252
43,1.4473004
44,1.4728602
45,1.4988309
46,1.5264515
47,1.5525095
48,1.5801488
49,1.6008146
50,1.6203169
51,1.6424453
52,1.6731786
53,1.7010933
54,1.7189758
55,1.7352962
56,1.7500131
57,1.7736485
58,1.7978574
59,1.8182594
60,1.8360877
61,1.8586768
62,1.8818282
63,1.899665
64,1.9135327
65,1.9293615
66,1.9519825
67,1.9788116
68,1.9906126
69,2.0061839
70,2.0291889
71,2.0415308
72,2.0449772
73,2.0615766
74,2.0789886
75,2.0850058
76,2.101006
77,2.114306
78,2.1272929
79,2.124337
80,2.1465352
81,2.1671598
82,2.1746805
83,2.1722896
84,2.1772468
85,2.21444
86,2.1992106
87,2.1980362
88,2.2404988
89,2.206838
90,2.208741
91,2.2250144
92,2.246596
93,2.2455459
94,2.2672184
95,2.2543213
96,2.3028939
97,2.279365
98,2.3038876
99,2.2989328
100,2.3294234
101,2.3084574
102,2.347337
103,2.332845
104,2.361363
105,2.3477237
106,2.3751802
107,2.3656776
108,2.3872879
109,2.384894
110,2.3963704
111,2.40505
112,2.4010222
113,2.4136672
114,2.4213803
115,2.420207
116,2.4394155
117,2.4403865
118,2.4431357
119,2.4536872
120,2.4592288
121,2.4629912
122,2.4738805
123,2.4774404
124,2.4845223
125,2.490941
126,2.4972997
127,2.5022113
128,2.509565
129,2.5167184
130,2.522952
131,2.5273902
132,2.5314043
133,2.5328205
134,2.521008
135,2.429796
136,2.4729578
137,2.551914
138,2.444765
139,2.556409
140,2.511674
141,2.4827576
142,2.5478575
143,2.4572175
144,2.479824
145,2.557913
146,2.478011
147,2.4833307
148,2.5578954
149,2.4856324
150,2.5738084
151,2.549149
152,2.592781
153,2.5622993
154,2.5892055
155,2.5845318
156,2.5954366
157,2.612919
158,2.5999143
159,2.6291502
160,2.6287189
161,2.636243
162,2.6434286
163,2.641722
164,2.6584828
165,2.652775
166,2.6641724
167,2.661544
168,2.6756058
169,2.6700444
170,2.6826198
171,2.6809647
172,2.6865063
173,2.6956477
174,2.6935513
175,2.7055995
176,2.702281
177,2.711895
178,2.7101705
179,2.7162244
180,2.7191536
181,2.7206423
182,2.7267294
183,2.7261379
184,2.732492
185,2.7323859
186,2.7376604
187,2.7393386
188,2.7439308
189,2.7462304
190,2.7523222
191,2.7560413
192,2.7619934
193,2.7668467
194,2.7723947
195,2.7760534
196,2.7807927
197,2.783804
198,2.7872853
199,2.7899225
200,2.7932112
201,2.79525
202,2.798438
203,2.8008323
204,2.8036916
205,2.8063576
206,2.8087137
207,2.8114548
208,2.8135815
209,2.81599
210,2.817778
211,2.8197594
212,2.8214688
213,2.8234231
214,2.8250341
215,2.8267548
216,2.8281233
217,2.82969
218,2.8309667
219,2.8323612
220,2.8335557
221,2.8348768
222,2.8360407
223,2.8372412
224,2.8382707
225,2.839307
226,2.8402762
227,2.8412082
228,2.8421197
229,2.842959
230,2.8438098
231,2.8445942
232,2.8454118
233,2.846178
234,2.846961
235,2.84775
236,2.8485615
237,2.8494494
238,2.850418
239,2.851569
240,2.8529353
241,2.854581
242,2.8563285
243,2.8579774
244,2.8594155
245,2.8608122
246,2.8621774
247,2.863382
248,2.86444
249,2.865419
250,2.8664067
251,2.8673728
252,2.8683088
253,2.8692276
254,2.8702364
255,2.8714359
256,2.8730106
257,2.8752534
258,2.8773043
259,2.8790326
260,2.8815627
261,2.8846254
262,2.8856335
263,2.886884
264,2.889009
265,2.890107
266,2.8911734
267,2.8919616
268,2.8933892
269,2.8949237
270,2.8965845
271,2.8978236
272,2.8991897
273,2.900294
274,2.9016135
275,2.9028747
276,2.9038708
277,2.9047475
278,2.9053044
279,2.9056954
280,2.9061155
281,2.9065268
282,2.907076
283,2.9077208
284,2.9083562
285,2.9090135
286,2.9095688
287,2.9100769
288,2.9104679
289,2.9108171
290,2.911089
291,2.9113605
292,2.9116077
293,2.911872
294,2.9121385
295,2.9124084
296,2.912678
297,2.9129379
298,2.9131908
299,2.9134188
300,2.9136353
301,2.9138298
302,2.91401
303,2.914185
304,2.9143515
305,2.91452
306,2.9146874
307,2.9148548
308,2.9150202
309,2.9151816
310,2.91534
311,2.915491
312,2.9156365
313,2.915778
314,2.9159129
315,2.9160454
316,2.9161751
317,2.916302
318,2.9164283
319,2.9165545
320,2.9166799
321,2.9168072
322,2.916936
323,2.9170675
324,2.9172027
325,2.917342
326,2.9174879
327,2.91764
328,2.917801
329,2.9179716
330,2.918152
331,2.9183428
332,2.9185407
333,2.918745
334,2.9189541
335,2.919168
336,2.91939
337,2.9196274
338,2.9198954
339,2.9202235
340,2.9206731
341,2.9214022
342,2.9229631
343,2.9289885
344,2.9458747
345,2.9413595
346,2.8221414
347,2.4270124
348,2.2236333
349,1.9176923
350,2.0328336
351,2.7755232
352,2.1869514
353,2.5294406
354,2.7493746
355,2.5852618
356,2.8529913
357,2.44611
358,2.8463159
359,2.766379
360,2.8831806
361,2.864434
362,2.8426313
363,2.8259676
364,2.9040816
365,2.837234
366,2.808024
367,2.8511138
368,2.8512077
369,2.8930097
370,2.8513942
371,2.7909338
372,2.8472173
373,2.8722486
374,2.7021654
375,2.7629025
376,2.7355604
377,2.9536173
378,2.928409
379,2.9681191
380,2.9390554
381,2.9589207
382,2.9740233
383,2.9789736
384,2.9981616
385,3.00699
386,3.0153186
387,3.027216
388,3.0126464
389,3.0165153
390,2.9983578
391,3.0173042
392,3.0233665
393,3.013286
394,3.039205
395,3.0442312
396,3.045355
397,3.0532913
398,3.0565064
399,3.0563734
400,3.0586746
401,3.0576572
402,3.0653417
403,3.064973
404,3.0680323
405,3.0739183
406,3.0745347
407,3.0736687
408,3.077707
409,3.0770576
410,3.0761778
411,3.07833
412,3.0791202
413,3.0792668
414,3.0794642
415,3.0815735
416,3.082486
417,3.0825841
418,3.0824163
419,3.0833282
420,3.0840847
421,3.084158
422,3.0841405
423,3.0847163
424,3.085903
425,3.0874405
426,3.088328
427,3.0885553
428,3.0885577
429,3.0887737
430,3.0892222
431,3.0897489
432,3.090316
433,3.0908127
434,3.0912104
435,3.0918565
436,3.0922728
437,3.0926511
438,3.0932076
439,3.0937066
440,3.0941684
441,3.0947003
442,3.095083
443,3.095444
444,3.095802
445,3.0960288
446,3.096276
447,3.0965679
448,3.096786
449,3.0970187
450,3.0972574
451,3.097444
452,3.0976343
453,3.0977979
454,3.097917
455,3.0980682
456,3.0982
457,3.098325
458,3.0984647
459,3.098582
460,3.0987053
461,3.0988328
462,3.098945
463,3.0990553
464,3.0991745
465,3.0992968
466,3.0994267
467,3.0995727
468,3.099736
469,3.0999217
470,3.100151
471,3.100458
472,3.1009042
473,3.101637
474,3.102969
475,3.1051764
476,3.1073413
477,3.109156
478,3.1105018
479,3.1108658
480,3.1107337
481,3.1110702
482,3.111615
483,3.1118176
484,3.1119676
485,3.1122952
486,3.112626
487,3.1127834
488,3.1128664
489,3.113004
490,3.1131754
491,3.1133573
492,3.1135292
493,3.113655
494,3.1137946
495,3.113956
496,3.114095
497,3.1142154
498,3.1143272
499,3.1144311
500,3.114528
501,3.1146216
502,3.1147106
503,3.1147923
504,3.1148634
505,3.114929
506,3.1149964
507,3.1150696
508,3.1151469
509,3.1152222
510,3.1152964
511,3.1153727
512,3.1154532
513,3.1155374
514,3.1156197
515,3.1156983
516,3.1157737
517,3.115847
518,3.1159196
519,3.1159883
520,3.1160514
521,3.116111
522,3.1161668
523,3.1162217
524,3.1162744
525,3.116324
526,3.1163716
527,3.1164186
528,3.1164656
529,3.1165137
530,3.1165626
531,3.1166127
532,3.1166646
533,3.1167214
534,3.116784
535,3.1168544
536,3.1169329
537,3.1170204
538,3.1171148
539,3.1172116
540,3.1173024
541,3.1173823
542,3.1174474
543,3.117498
544,3.1175396
545,3.1175752
546,3.1176076
547,3.1176398
548,3.1176722
549,3.1177042
550,3.117737
551,3.1177704
552,3.117803
553,3.117836
554,3.1178677
555,3.1178992
556,3.117929
557,3.1179588
558,3.1179879
559,3.1180155
560,3.1180427
561,3.1180692
562,3.118095
563,3.1181204
564,3.1181443
565,3.118168
566,3.1181915
567,3.1182144
568,3.1182363
569,3.118258
570,3.1182795
571,3.1183
572,3.1183212
573,3.1183414
574,3.1183608
575,3.11838
576,3.1183994
577,3.1184182
578,3.1184368
579,3.1184552
580,3.118473
581,3.1184907
582,3.1185079
583,3.1185255
584,3.1185424
585,3.1185594
586,3.118576
587,3.1185923
588,3.1186085
589,3.1186244
590,3.1186407
591,3.1186574
592,3.118673
593,3.1186888
594,3.1187043
595,3.1187196
596,3.1187353
597,3.1187503
598,3.118766
599,3.1187813
600,3.1187963
601,3.1188116
602,3.1188269
603,3.1188416
604,3.1188571
605,3.1188726
606,3.1188877
607,3.1189032
608,3.1189187
609,3.1189346
610,3.1189501
611,3.1189663
612,3.1189823
613,3.118999
614,3.1190155
615,3.119032
616,3.1190498
617,3.1190672
618,3.1190848
619,3.1191032
620,3.1191218
621,3.1191413
622,3.119161
623,3.1191814
624,3.1192024
625,3.1192248
626,3.1192486
627,3.1192734
628,3.1193016
629,3.1193328
630,3.1193683
631,3.1194122
632,3.119469
633,3.1195462
634,3.1196597
635,3.119829
636,3.120062
637,3.120304
638,3.1204731
639,3.1205764
640,3.1206324
641,3.1206462
642,3.120647
643,3.1206732
644,3.120726
645,3.1207917
646,3.1208596
647,3.120925
648,3.1209865
649,3.1210408
650,3.1210887
651,3.1211276
652,3.1211576
653,3.1211812
654,3.1212008
655,3.1212156
656,3.121228
657,3.12124
658,3.1212537
659,3.121272
660,3.121294
661,3.1213162
662,3.121338
663,3.1213565
664,3.1213748
665,3.1213937
666,3.1214118
667,3.1214275
668,3.1214397
669,3.1214507
670,3.1214619
671,3.1214736
672,3.121485
673,3.1214962
674,3.1215067
675,3.1215167
676,3.1215284
677,3.1215396
678,3.1215503
679,3.121561
680,3.121571
681,3.1215818
682,3.1215918
683,3.1216013
684,3.1216102
685,3.1216187
686,3.1216276
687,3.1216357
688,3.1216445
689,3.1216524
690,3.1216598
691,3.1216674
