,Prices_10_1,Strategy_Returns_10_1,F_t_10_1
0,495.77,-0.039996367,0.0
1,487.92,-3.4196925,-0.9999092
2,491.3,-12.5795145,-0.99998057
3,500.46,26.35039,-0.99999756
4,461.45,23.476946,0.9999817
5,458.6,14.257296,0.41256872
6,436.39,10.330564,-0.9999212
7,440.29,8.064748,-0.32394445
8,447.21,7.663299,-0.92695
9,447.64,-2.441049,-0.99844736
10,457.76,5.9369893,-0.99998486
11,449.38,16.945608,-0.9541121
12,437.76,15.584985,0.99996316
13,436.4,12.713638,0.9831113
14,433.48,8.141691,0.9996358
15,428.96,4.7626476,-0.34019002
16,438.82,3.4661257,-0.95944625
17,440.17,-5.7422075,-0.9911862
18,449.46,-10.774623,-0.9965232
19,454.43,-26.250294,0.9958584
20,438.89,-23.689219,0.9966421
21,441.46,-24.47116,0.98928595
22,440.67,-21.173023,0.99947083
23,443.97,-17.951109,0.9965662
24,447.25,-18.103434,-0.17401081
25,448.06,-18.509968,-0.458402
26,448.9,-15.960434,-0.99532807
27,446.26,-16.038744,0.9579574
28,446.18,23.486856,0.9997959
29,485.72,28.573036,0.8415301
30,491.77,60.347206,0.9684471
31,524.58,56.186306,0.95393455
32,520.22,61.094513,0.99762225
33,525.14,107.54394,0.9999877
34,571.59,119.37394,0.99999964
35,583.42,107.19394,0.99999994
36,571.24,113.01041,0.9999994
37,577.06,104.91054,0.9117507
38,568.18,152.023,0.99973065
39,615.33,155.16028,0.37869892
40,623.68,161.6653,0.99999976
41,630.23,157.84778,-0.124465294
42,660.62,150.7879,-0.99999636
43,667.6,124.859314,0.9976335
44,641.61,142.50931,0.99999946
45,659.26,136.94931,0.9999998
46,653.7,138.13972,0.99999654
47,654.97,136.90268,-0.9893599
48,656.14,129.85556,0.998164
49,649.16,125.86597,-0.9998982
50,653.15,145.91603,-0.9999915
51,633.02,100.124016,0.9939625
52,586.95,113.22913,0.9981082
53,600.16,136.00137,-0.9991607
54,577.36,123.78784,-0.78336847
55,592.94,124.53747,-0.9995224
56,592.19,105.868614,-0.99993855
57,610.86,108.76855,-0.9999779
58,607.96,118.57774,-0.99991834
59,598.07,114.65776,0.99999475
60,594.15,115.48952,0.9999819
61,594.99,121.26388,0.794311
62,602.27,112.89806,0.99991834
63,593.98,123.49997,-0.9124216
64,582.36,138.28645,-0.92319274
65,566.34,123.4108,-0.99988055
66,581.14,138.49222,0.93563944
67,597.26,137.752,0.9629308
68,596.55,134.9504,-0.45052478
69,602.72,97.97324,-0.99720514
70,639.8,96.90668,-0.97768074
71,640.81,106.975914,0.99992394
72,650.88,101.25591,0.99999964
73,645.16,86.78572,0.99999857
74,630.69,87.551445,0.9947185
75,631.46,91.90117,0.9999361
76,635.81,80.128654,0.9999949
77,624.09,79.871704,-0.31441563
78,624.82,80.18145,-0.9999915
79,624.51,87.883095,-0.99379104
80,616.76,72.568085,-0.99970084
81,632.0,74.25966,0.9896134
82,633.71,67.168335,0.97307634
83,626.5,73.66861,-0.91310084
84,619.32,74.74112,0.4815768
85,621.59,69.95537,0.99825656
86,616.8,75.585365,0.8957
87,623.09,81.2266,0.99476737
88,628.78,81.03058,0.520121
89,628.52,85.58872,-0.99963915
90,623.9,84.7154,0.50512093
91,622.21,84.05732,0.9968667
92,621.55,81.93094,0.993272
93,619.41,64.71505,0.973741
94,601.73,64.01269,0.9775224
95,601.09,68.9821,-0.9411846
96,595.81,70.803375,-0.94221014
97,593.85,73.28983,-0.30570558
98,585.69,73.76353,-0.50802404
99,584.72,90.93714,-0.98530495
100,567.29,72.10449,-0.99161965
101,586.23,74.623375,0.2927924
102,594.92,69.35198,0.92975336
103,589.33,71.78171,-0.92205024
104,586.67,71.00363,-0.34877318
