,sharp_lstmrl_20_2
213,2.2218666
214,2.1358125
215,1.6826897
216,1.6442367
217,1.6117575
218,1.613888
219,1.6283079
220,1.6751577
221,1.8191475
222,1.8589588
223,1.8769909
224,1.8641309
225,1.8463938
226,1.8950822
227,1.9120922
228,1.892195
229,1.9419858
230,1.9533006
231,1.9609246
232,2.008098
233,2.0376663
234,2.048963
235,2.0560791
236,2.0366201
237,2.0464442
238,2.0708847
239,2.0718272
240,2.0775516
241,2.0751998
242,2.073915
243,2.0682914
244,2.071097
245,2.0861247
246,2.0931928
247,2.0945077
248,2.1016529
249,2.1373014
250,2.1646247
251,2.1801207
252,2.1773472
253,2.1726494
254,2.186993
255,2.1801047
256,2.1890562
257,2.1900878
258,2.1899705
259,2.1904652
260,2.192953
261,2.193752
262,2.1981015
263,2.1993663
264,2.1970055
265,2.1958895
266,2.1984951
267,2.2003765
268,2.2004395
269,2.2015603
270,2.2027266
271,2.202723
272,2.202558
273,2.2037005
274,2.2043927
275,2.204475
276,2.2049232
277,2.2056963
278,2.205947
279,2.20582
280,2.2059593
281,2.2062967
282,2.2064338
283,2.2064967
284,2.2067766
285,2.2071588
286,2.2073307
287,2.2073202
288,2.207461
289,2.207644
290,2.2076871
291,2.2077239
292,2.207882
293,2.208057
294,2.2081523
295,2.2082245
296,2.2083533
297,2.208494
298,2.2085934
299,2.208662
300,2.208737
301,2.2088268
302,2.2089114
303,2.2089772
304,2.2090354
305,2.209104
306,2.2091863
307,2.2092676
308,2.2093363
309,2.2093945
310,2.2094517
311,2.209513
312,2.209574
313,2.2096288
314,2.2096803
315,2.2097337
316,2.2097902
317,2.2098453
318,2.2098954
319,2.209941
320,2.209985
321,2.2100308
322,2.2100763
323,2.2101202
324,2.210162
325,2.2102034
326,2.2102458
327,2.2102878
328,2.210329
329,2.2103682
330,2.2104068
331,2.210445
332,2.2104826
333,2.21052
334,2.210556
335,2.210591
336,2.210626
337,2.2106605
338,2.2106948
339,2.2107286
340,2.210762
341,2.2107947
342,2.2108269
343,2.2108583
344,2.2108898
345,2.2109208
346,2.210951
347,2.210981
348,2.2110107
349,2.21104
350,2.2110686
351,2.2110968
352,2.2111251
353,2.2111526
354,2.21118
355,2.2112067
356,2.2112331
357,2.2112596
358,2.2112854
359,2.2113106
360,2.211336
361,2.211361
362,2.2113857
363,2.2114098
364,2.2114341
365,2.2114577
366,2.211481
367,2.2115045
368,2.211527
369,2.2115495
370,2.211572
371,2.211594
372,2.2116158
373,2.2116373
374,2.2116587
375,2.2116797
376,2.2117004
377,2.2117214
378,2.2117417
379,2.211762
380,2.2117815
381,2.2118013
382,2.2118208
383,2.2118402
384,2.2118592
385,2.2118785
386,2.211897
387,2.2119155
388,2.2119339
389,2.211952
390,2.2119696
391,2.2119875
392,2.2120054
393,2.2120225
394,2.21204
395,2.2120569
396,2.212074
397,2.212091
398,2.2121072
399,2.2121239
400,2.2121406
401,2.2121565
402,2.2121725
403,2.2121882
404,2.2122045
405,2.2122197
406,2.2122352
407,2.212251
408,2.212266
409,2.212281
410,2.212296
411,2.2123108
412,2.2123256
413,2.2123404
414,2.2123544
415,2.2123687
416,2.2123828
417,2.212397
418,2.2124112
419,2.212425
420,2.2124386
421,2.2124522
422,2.2124658
423,2.2124789
424,2.2124922
425,2.2125056
426,2.2125185
427,2.212531
428,2.212544
429,2.2125566
430,2.2125692
431,2.2125816
432,2.2125943
433,2.2126064
434,2.2126186
435,2.2126303
436,2.2126424
437,2.212654
438,2.2126658
439,2.2126775
440,2.212689
441,2.2127004
442,2.212712
443,2.212723
444,2.212734
445,2.2127452
446,2.2127564
447,2.212767
448,2.2127779
449,2.2127886
450,2.212799
451,2.2128098
452,2.2128203
453,2.2128305
454,2.212841
455,2.2128513
456,2.2128615
457,2.2128718
458,2.2128818
459,2.212892
460,2.2129018
461,2.212912
462,2.2129219
463,2.2129316
464,2.212942
465,2.2129514
466,2.2129612
467,2.2129712
468,2.212981
469,2.212991
470,2.2130003
471,2.21301
472,2.2130198
473,2.2130303
474,2.21304
475,2.21305
476,2.2130601
477,2.2130704
478,2.2130806
479,2.2130911
480,2.2131019
481,2.2131126
482,2.2131236
483,2.2131352
484,2.213147
485,2.2131596
486,2.2131722
487,2.2131858
488,2.2132006
489,2.213216
490,2.2132328
491,2.2132516
492,2.213273
493,2.213297
494,2.213324
495,2.2133567
496,2.2133949
497,2.2134404
498,2.213494
499,2.2135568
500,2.2136302
501,2.2137208
502,2.2138326
503,2.2139673
504,2.2141209
505,2.2142992
506,2.214505
507,2.214731
508,2.2149818
509,2.215257
510,2.2155433
511,2.2158427
512,2.2161443
513,2.2164443
514,2.2167377
515,2.2170155
516,2.2172816
517,2.2175348
518,2.2177954
519,2.2180839
520,2.2184315
521,2.2188635
522,2.2194169
523,2.2200863
524,2.220752
525,2.2212293
526,2.2214885
527,2.2216215
528,2.2217133
529,2.221827
530,2.221981
531,2.222161
532,2.222341
533,2.2225075
534,2.222667
535,2.222826
536,2.2229886
537,2.2231436
538,2.2232804
539,2.2233953
540,2.2234879
541,2.2235653
542,2.2236345
543,2.2237003
544,2.2237675
545,2.2238364
546,2.2239048
547,2.223971
548,2.2240324
549,2.2240887
550,2.2241414
551,2.2241902
552,2.2242377
553,2.2242842
554,2.2243297
555,2.2243743
556,2.2244174
557,2.224459
558,2.2244987
559,2.2245371
560,2.2245736
561,2.2246096
562,2.224644
563,2.224677
564,2.22471
565,2.2247422
566,2.2247732
567,2.224804
568,2.2248335
569,2.2248616
570,2.2248888
571,2.2249157
572,2.2249413
573,2.2249658
574,2.2249906
575,2.225015
576,2.2250388
577,2.225062
578,2.225085
579,2.2251072
580,2.225129
581,2.2251499
582,2.2251706
583,2.2251906
584,2.225211
585,2.22523
586,2.2252493
587,2.2252681
588,2.2252865
589,2.2253044
590,2.2253218
591,2.2253394
592,2.2253566
593,2.2253733
594,2.2253892
595,2.2254052
596,2.2254212
597,2.2254372
598,2.2254522
599,2.2254674
600,2.2254822
601,2.2254965
602,2.2255108
603,2.2255251
604,2.2255387
605,2.2255526
606,2.2255657
607,2.225579
608,2.225592
609,2.2256048
610,2.2256174
611,2.2256296
612,2.2256417
613,2.225654
614,2.2256656
615,2.2256773
616,2.225689
617,2.2257001
618,2.2257113
619,2.225722
620,2.225733
621,2.2257438
622,2.2257545
623,2.2257643
624,2.2257748
625,2.225785
626,2.225795
627,2.2258048
628,2.225814
629,2.2258239
630,2.2258332
631,2.2258425
632,2.2258515
633,2.2258604
634,2.2258692
635,2.2258778
636,2.2258868
637,2.2258952
638,2.2259037
639,2.2259119
640,2.2259202
641,2.2259285
642,2.2259364
643,2.225944
644,2.225952
645,2.2259593
646,2.2259672
647,2.2259746
648,2.225982
649,2.225989
650,2.2259965
651,2.2260034
652,2.2260106
653,2.2260175
654,2.2260242
655,2.2260308
656,2.2260375
657,2.2260442
658,2.2260509
659,2.2260575
660,2.2260633
661,2.22607
662,2.2260761
663,2.226082
664,2.2260885
665,2.2260945
666,2.2261
667,2.226106
668,2.2261121
669,2.2261176
670,2.226123
671,2.2261288
672,2.2261348
673,2.2261398
674,2.2261453
675,2.2261508
676,2.2261565
677,2.2261617
678,2.2261662
679,2.2261717
680,2.226177
681,2.2261817
682,2.226187
683,2.226192
684,2.2261968
685,2.2262015
686,2.2262063
687,2.2262108
688,2.2262156
689,2.2262201
690,2.226225
691,2.22623
692,2.2262342
693,2.2262385
694,2.2262425
695,2.2262473
696,2.2262516
697,2.226256
698,2.2262604
699,2.2262645
700,2.2262688
701,2.2262728
702,2.2262769
703,2.2262812
704,2.226285
705,2.2262893
706,2.226293
707,2.226297
708,2.2263007
709,2.2263048
710,2.2263083
711,2.2263122
712,2.2263157
713,2.22632
714,2.2263234
715,2.2263272
716,2.2263308
717,2.2263343
718,2.226338
719,2.2263415
720,2.2263448
721,2.2263486
722,2.2263517
723,2.2263556
724,2.2263587
725,2.2263622
726,2.2263656
727,2.2263687
728,2.2263718
729,2.2263753
730,2.2263784
731,2.2263815
732,2.2263846
733,2.2263877
734,2.226391
735,2.2263944
736,2.2263973
737,2.2264006
738,2.2264032
739,2.2264066
740,2.2264092
741,2.2264125
742,2.2264154
743,2.2264183
744,2.226421
745,2.2264237
746,2.2264268
747,2.2264297
748,2.2264326
749,2.226435
750,2.2264385
751,2.226441
752,2.2264438
753,2.2264464
754,2.226449
755,2.2264516
756,2.2264543
757,2.2264566
758,2.2264595
759,2.2264624
760,2.226465
761,2.2264676
762,2.22647
763,2.2264724
764,2.226475
765,2.2264771
766,2.2264802
767,2.2264822
768,2.2264848
769,2.2264874
770,2.2264898
771,2.226492
772,2.2264946
773,2.226497
774,2.226499
775,2.2265015
776,2.2265038
777,2.226506
778,2.2265086
779,2.2265105
780,2.226513
781,2.226515
782,2.2265172
783,2.2265193
784,2.2265215
785,2.2265239
786,2.2265263
787,2.2265284
788,2.2265306
789,2.2265327
790,2.2265346
791,2.226537
792,2.226539
793,2.226541
794,2.226543
795,2.226545
796,2.2265472
797,2.2265491
798,2.2265508
799,2.2265534
800,2.2265549
801,2.226557
802,2.2265594
803,2.226561
804,2.226563
805,2.226565
806,2.2265668
807,2.226569
808,2.2265706
809,2.2265725
810,2.2265747
811,2.226576
812,2.2265782
813,2.2265801
814,2.226582
815,2.2265837
816,2.2265854
817,2.226587
818,2.226589
819,2.2265909
820,2.2265925
821,2.2265942
822,2.226596
823,2.2265983
824,2.2265995
825,2.2266014
826,2.2266035
827,2.2266047
828,2.2266064
829,2.2266078
830,2.22661
831,2.2266114
832,2.226613
833,2.226615
834,2.2266164
835,2.226618
836,2.2266195
837,2.2266212
838,2.2266228
839,2.2266245
840,2.2266262
841,2.2266273
842,2.226629
843,2.226631
844,2.2266324
845,2.2266343
846,2.2266352
847,2.2266366
848,2.2266386
849,2.22664
850,2.2266414
851,2.226643
852,2.2266443
853,2.2266462
854,2.2266476
855,2.2266488
856,2.2266502
857,2.2266517
858,2.2266533
859,2.2266548
860,2.226656
861,2.2266574
862,2.2266588
863,2.2266603
864,2.2266614
865,2.2266634
866,2.2266645
867,2.226666
868,2.2266674
869,2.2266686
870,2.22667
871,2.2266715
872,2.2266724
873,2.2266738
874,2.2266753
875,2.2266765
876,2.2266781
877,2.2266793
878,2.2266805
879,2.2266817
880,2.2266834
881,2.2266843
882,2.2266858
883,2.226687
884,2.226688
885,2.2266896
886,2.226691
887,2.2266917
888,2.2266932
889,2.2266946
890,2.2266958
891,2.2266972
892,2.2266984
893,2.2266994
894,2.2267005
895,2.2267017
896,2.2267034
897,2.2267041
898,2.2267058
899,2.2267067
900,2.2267075
901,2.226709
902,2.2267103
903,2.2267118
904,2.2267125
905,2.2267134
906,2.2267148
907,2.2267158
908,2.226717
909,2.2267184
910,2.2267191
911,2.2267203
912,2.2267215
913,2.2267227
914,2.2267234
915,2.2267246
916,2.226726
917,2.2267275
918,2.226728
919,2.2267292
920,2.22673
921,2.2267315
922,2.2267325
923,2.2267337
924,2.2267346
925,2.2267356
926,2.2267368
927,2.2267377
928,2.226739
929,2.2267396
930,2.2267406
931,2.2267418
932,2.2267432
933,2.2267437
934,2.226745
935,2.226746
936,2.2267473
937,2.2267478
938,2.226749
939,2.2267501
940,2.2267509
941,2.2267518
942,2.2267525
943,2.226754
944,2.2267551
945,2.2267559
946,2.2267568
947,2.2267578
948,2.2267587
949,2.2267592
950,2.2267609
951,2.2267616
952,2.2267625
953,2.2267635
954,2.2267644
955,2.2267652
956,2.2267663
957,2.2267673
958,2.226768
959,2.2267692
960,2.2267702
961,2.2267706
962,2.2267716
963,2.2267725
964,2.2267735
965,2.2267745
966,2.2267752
967,2.2267764
968,2.2267773
969,2.226778
970,2.2267787
971,2.2267797
972,2.2267804
973,2.2267814
974,2.2267823
975,2.226783
976,2.226784
977,2.226785
978,2.226786
979,2.2267864
980,2.226787
981,2.226788
982,2.2267892
983,2.22679
984,2.2267911
985,2.2267916
986,2.2267926
987,2.226793
988,2.226794
989,2.226795
990,2.226796
991,2.2267966
992,2.2267973
993,2.226798
994,2.2267988
995,2.2267995
996,2.2268004
997,2.2268014
998,2.226802
999,2.2268028
