,sharp_lstmrl_15_2
0,0.06550897
1,0.078503475
2,0.08962056
3,0.09957882
4,0.10879675
5,0.11754621
6,0.12602131
7,0.13437323
8,0.14272681
9,0.1511893
10,0.15985458
11,0.16880356
12,0.17809819
13,0.18776642
14,0.19777462
15,0.20798062
16,0.21806894
17,0.22749348
18,0.23551512
19,0.24147034
20,0.24525331
21,0.2475598
22,0.24952275
23,0.2522236
24,0.25660363
25,0.26360705
26,0.274222
27,0.2892645
28,0.30889747
29,0.3320116
30,0.35604027
31,0.37826172
32,0.39812344
33,0.4176851
34,0.43983647
35,0.46658894
36,0.49765715
37,0.52979076
38,0.5575694
39,0.5791882
40,0.60388255
41,0.6366544
42,0.6622965
43,0.6789214
44,0.7097231
45,0.72320646
46,0.73774505
47,0.7531835
48,0.76093495
49,0.7751393
50,0.7940869
51,0.80305684
52,0.8178074
53,0.8343936
54,0.8515636
55,0.86519444
56,0.88481677
57,0.9012701
58,0.9201242
59,0.92831206
60,0.97823244
61,0.9991897
62,1.0038556
63,1.0237308
64,1.034013
65,1.0594282
66,1.0463141
67,1.0664057
68,1.0739505
69,1.0995201
70,1.0506961
71,1.1068687
72,1.0411282
73,1.0101662
74,1.0040731
75,1.0221914
76,1.0275825
77,1.0116155
78,1.0468175
79,1.0892655
80,1.0159101
81,1.0145129
82,1.0230972
83,0.84748554
84,0.8779865
85,0.87463886
86,0.9008506
87,0.8929725
88,0.8774801
89,0.86973006
90,0.89935756
91,0.9355474
92,0.9306225
93,0.9295775
94,0.93398404
95,0.94008976
96,0.9367913
97,0.9543056
98,0.9574828
99,0.9609634
100,0.9671543
101,0.9744193
102,0.9807436
103,0.9864483
104,0.9954077
105,1.0166919
106,1.042853
107,0.9626458
108,1.0664262
109,1.0881572
110,1.1320214
111,1.1947415
112,1.1707505
113,1.1828846
114,1.1930071
115,1.2067379
116,1.2128879
117,1.2244788
118,1.2172289
119,1.2466073
120,1.2415066
121,1.2643408
122,1.2481197
123,1.2575636
124,1.2676318
125,1.2737114
126,1.2767111
127,1.2925313
128,1.2377529
129,1.2276775
130,1.1475433
131,1.1275177
132,1.112874
133,1.1041348
134,1.1073266
135,1.133126
136,1.1425526
137,1.2210653
138,1.2276434
139,1.2243991
140,1.2013642
141,1.1995356
142,1.2044817
143,1.2096206
144,1.2269871
145,1.2389042
146,1.2496825
147,1.2505922
148,1.2072213
149,1.2593975
150,1.2594645
151,1.2648841
152,1.2689173
153,1.2723461
154,1.2688922
155,1.2731109
156,1.2983607
157,1.2204946
158,1.2270781
159,1.2389652
160,1.1886915
161,1.1912456
162,1.3053
163,1.3026112
164,1.3012825
165,1.3013496
166,1.2771987
167,1.3162766
168,1.3271326
169,1.3406887
170,1.3433353
171,1.3492701
172,1.3856231
173,1.3805909
174,1.435808
175,1.4616528
176,1.4832392
177,1.4011937
178,1.378131
179,1.4179553
180,1.1797662
181,1.2456611
182,1.2837842
183,1.2710011
184,1.264814
185,1.2678065
186,1.2872378
187,1.3087056
188,1.3031642
189,1.2749138
190,1.299856
191,1.2950841
192,1.2806478
193,1.2881083
194,1.2895664
195,1.3027165
196,1.3036635
197,1.3020344
198,1.3125516
199,1.3121285
200,1.3438134
201,1.3359401
202,1.2994303
203,1.3023541
204,1.2791207
205,1.3071105
206,1.3673782
207,1.4756138
208,1.3750639
209,1.5365168
210,1.4940432
211,1.5742995
212,1.513115
213,1.4846908
214,1.4571279
215,1.4691176
216,1.4576763
217,1.5341387
218,1.5852242
219,1.5482298
220,1.5960919
221,1.5720862
222,1.4517477
223,1.4223545
224,1.4432839
225,1.444583
226,1.4214382
227,1.4261509
228,1.4466486
229,1.4566616
230,1.4430541
231,1.4347894
232,1.4646739
233,1.457978
234,1.4639804
235,1.4642712
236,1.4591498
237,1.4500622
238,1.4247714
239,1.4380451
240,1.4299601
241,1.4361433
242,1.4493064
243,1.4527597
244,1.4535424
245,1.4867785
246,1.4928558
247,1.4980327
248,1.5014771
249,1.5020388
250,1.5032811
251,1.5033132
252,1.5087065
253,1.4926094
254,1.5025944
255,1.4770489
256,1.5149693
257,1.4887938
258,1.4924655
259,1.4512459
260,1.45388
261,1.5341072
262,1.540022
263,1.4907423
264,1.4968266
265,1.4949849
266,1.4931281
267,1.4974977
268,1.5014371
269,1.5145004
270,1.5167778
271,1.5432944
272,1.5522774
273,1.5514356
274,1.5562536
275,1.5601758
276,1.5557543
277,1.5647416
278,1.5950776
279,1.5786834
280,1.6059418
281,1.6313142
282,1.6346471
283,1.7080065
284,1.7203065
285,1.7270768
286,1.7334882
287,1.7240915
288,1.7931585
289,1.5577002
290,1.654729
291,1.7358062
292,1.5798136
293,1.7882911
294,1.7879494
295,1.7573493
296,1.7904075
297,1.8161376
298,1.7455136
299,1.6167167
300,1.6302897
301,1.6402595
302,1.6334467
303,1.7139907
304,1.5755025
305,1.5379874
306,1.5472009
307,1.5708902
308,1.5432296
309,1.4965861
310,1.4922727
311,1.534792
312,1.6030059
313,1.5733154
314,1.5256475
315,1.693004
316,1.7073182
317,1.7151147
318,1.6728649
319,1.7965903
320,1.8186433
