,sharp_rrl_10_1
0,-0.06727823
1,-0.0110514555
2,0.055061407
3,0.12748839
4,0.19780567
5,0.2573464
6,0.30376494
7,0.34018925
8,0.37050614
9,0.39741087
10,0.4225129
11,0.44672474
12,0.4705177
13,0.4940699
14,0.51737493
15,0.54034823
16,0.56292367
17,0.5851178
18,0.607044
19,0.6288879
20,0.6508694
21,0.6732008
22,0.69604045
23,0.71942914
24,0.74322915
25,0.76712173
26,0.7907059
27,0.8136922
28,0.8360802
29,0.85814613
30,0.8801775
31,0.9021148
32,0.92346406
33,0.94375163
34,0.96315765
35,0.9823339
36,1.0014502
37,1.0200635
38,1.0382069
39,1.0568364
40,1.0766606
41,1.0971507
42,1.1170832
43,1.1357933
44,1.1534728
45,1.1702237
46,1.1857787
47,1.200885
48,1.2175887
49,1.2367865
50,1.2572775
51,1.2777014
52,1.2973917
53,1.3152854
54,1.3312523
55,1.3472264
56,1.363771
57,1.3799946
58,1.3963348
59,1.412946
60,1.4288279
61,1.4441836
62,1.4596324
63,1.4748867
64,1.4903482
65,1.5067292
66,1.5237287
67,1.5411263
68,1.5589268
69,1.576746
70,1.5946742
71,1.6130474
72,1.6316632
73,1.6505749
74,1.6698731
75,1.6892713
76,1.7088885
77,1.728878
78,1.7493838
79,1.7708377
80,1.7934085
81,1.8174129
82,1.8428905
83,1.8690807
84,1.8950769
85,1.9201671
86,1.9450927
87,1.9704258
88,1.9961109
89,2.0221786
90,2.0472672
91,2.0690353
92,2.091816
93,2.1146433
94,2.1337101
95,2.151714
96,2.169053
97,2.183878
98,2.1977313
99,2.2126656
100,2.228189
101,2.2442734
102,2.2626839
103,2.2820404
104,2.3015785
105,2.322163
106,2.3400865
107,2.3557527
108,2.3700352
109,2.3831444
110,2.397061
111,2.41046
112,2.4239814
113,2.4360733
114,2.4469728
115,2.4566839
116,2.4661129
117,2.4760656
118,2.4853702
119,2.4940522
120,2.5027244
121,2.5122159
122,2.5228255
123,2.533752
124,2.5441678
125,2.5551152
126,2.5665352
127,2.5763152
128,2.5855303
129,2.5929818
130,2.6002152
131,2.606913
132,2.6131732
133,2.6194959
134,2.6248353
135,2.6303964
136,2.636706
137,2.6438756
138,2.6495523
139,2.6532013
140,2.6566288
141,2.6614804
142,2.6667182
143,2.6701238
144,2.673343
145,2.6779912
146,2.6816869
147,2.6845675
148,2.6884217
149,2.6915045
150,2.694271
151,2.697672
152,2.7003431
153,2.7034116
154,2.7067173
155,2.7096481
156,2.7130923
157,2.7166696
158,2.7200387
159,2.7238455
160,2.728036
161,2.7321088
162,2.7373052
163,2.7646108
164,2.6582754
165,2.773032
166,2.71085
167,2.6668823
168,2.6935132
169,2.730559
170,2.78833
171,2.7300458
172,2.7796507
