,sharp_grurl_15_2
241,2.3875675
242,2.3877342
243,2.38788
244,2.38802
245,2.388155
246,2.388285
247,2.388418
248,2.3885467
249,2.388677
250,2.3888042
251,2.388924
252,2.3890393
253,2.3891497
254,2.3892562
255,2.3893604
256,2.3894606
257,2.3895602
258,2.389658
259,2.3897552
260,2.3898516
261,2.389946
262,2.3900397
263,2.3901312
264,2.390221
265,2.3903103
266,2.3903997
267,2.3904896
268,2.390582
269,2.390679
270,2.3907826
271,2.3908994
272,2.3910408
273,2.3912334
274,2.3915553
275,2.3922553
276,2.3940427
277,2.396946
278,2.3998396
279,2.372466
280,2.136452
281,2.0650432
282,2.084982
283,2.128662
284,2.319391
285,2.2050476
286,2.0369918
287,2.021776
288,2.066076
289,1.8701328
290,1.8222859
291,1.8607607
292,1.9187287
293,1.9458148
294,1.9539932
295,1.9314919
296,1.9671683
297,2.0404565
298,2.0314176
299,2.0324156
300,2.0769346
301,2.1022208
302,2.0955946
303,2.1091146
304,2.1125183
305,2.11321
306,2.1194286
307,2.132478
308,2.099588
309,2.0944498
310,2.1120975
311,2.1110144
312,2.1162655
313,2.147541
314,2.0703962
315,2.0765376
316,2.096864
317,2.1099977
318,2.1164923
319,2.118413
320,2.117297
321,2.1163538
322,2.118477
323,2.1208363
324,2.1246865
325,2.1297965
326,2.1396227
327,2.2312572
328,2.2489183
329,2.1911926
330,2.1875777
331,2.224942
332,2.215908
333,2.1788595
334,2.2092676
335,2.2012572
336,2.249132
337,2.2618208
338,2.282647
339,2.3389268
340,2.340657
341,2.301399
342,2.3152058
343,2.305901
344,2.3840282
345,2.3152318
346,2.3221364
347,2.3100445
348,2.290329
349,2.3092499
350,2.310013
351,2.352427
352,2.3842337
353,2.3705385
354,2.3537781
355,2.3548996
356,2.384221
357,2.397094
358,2.3816261
359,2.3776002
360,2.3863816
361,2.387128
362,2.3962922
363,2.4037685
364,2.4146624
365,2.4010634
366,2.3991392
367,2.4148614
368,2.430577
369,2.4131706
370,2.4260004
371,2.4151137
372,2.4293518
373,2.4277556
374,2.4239948
375,2.42672
376,2.430583
377,2.4296165
378,2.4294906
379,2.4302773
380,2.432084
381,2.4333985
382,2.4338188
383,2.434006
384,2.434369
385,2.4350073
386,2.4358175
387,2.437188
388,2.439616
389,2.4376125
390,2.438574
391,2.4405925
392,2.4419913
393,2.4406958
394,2.4420726
395,2.4409971
396,2.4411216
397,2.441852
398,2.442024
399,2.442263
400,2.4430459
401,2.4437728
402,2.4443228
403,2.4452255
404,2.4420803
405,2.44216
406,2.442405
407,2.4425874
408,2.4427392
409,2.4429133
410,2.4431264
411,2.443363
412,2.443594
413,2.4437914
414,2.4439394
415,2.4440825
416,2.4454517
417,2.4454577
418,2.44372
419,2.4391303
420,2.438275
421,2.4425344
422,2.4442317
423,2.4451709
424,2.4477892
425,2.4492946
426,2.4431722
427,2.4414566
428,2.4412925
429,2.4418826
430,2.4426293
431,2.4482226
432,2.4481084
433,2.4458954
434,2.4452477
435,2.4440944
436,2.4329543
437,2.4454794
438,2.4434521
439,2.4182634
440,2.4440038
441,2.4379156
442,2.423327
443,2.4295661
444,2.4435902
445,2.4460688
446,2.4520018
447,2.459901
448,2.4569383
449,2.2726622
450,2.2593362
451,2.2569985
452,2.241312
453,2.258246
454,2.258321
455,2.2630062
456,2.2862117
457,2.3105261
458,2.3943317
459,2.388738
460,2.3247032
461,2.4239545
462,2.372091
463,2.297019
464,2.2816074
465,2.3175333
466,2.3369124
467,2.368692
468,2.3579185
469,2.3014283
470,2.3107834
471,2.349541
472,2.335685
473,2.3459716
474,2.3993409
475,2.419565
476,2.4000468
477,2.4070692
478,2.4047368
479,2.4124146
480,2.4276674
481,2.4582334
482,2.4586759
483,2.4435246
484,2.3614905
485,2.3361197
486,2.3512635
487,2.351782
488,2.365511
489,2.4391725
490,2.4459624
491,2.4333184
492,2.4236803
493,2.4441857
494,2.4496388
495,2.453591
496,2.4572353
497,2.4569871
498,2.4546258
499,2.4532244
500,2.4592237
501,2.4643261
502,2.4650667
503,2.4667733
504,2.4681952
505,2.4686582
506,2.4686337
507,2.4692245
508,2.4699333
509,2.4703395
510,2.4706604
511,2.4710414
512,2.471523
513,2.4720817
514,2.4725535
515,2.4727976
516,2.4733155
517,2.4741335
518,2.4749758
519,2.4759707
520,2.477221
521,2.478715
522,2.4803097
523,2.4817486
524,2.48284
525,2.483617
526,2.4842465
527,2.4848602
528,2.4854915
529,2.486187
530,2.487282
531,2.4886684
532,2.4916801
533,2.49268
534,2.4930267
535,2.49357
536,2.494366
537,2.4951916
538,2.495769
539,2.4958794
540,2.4955351
541,2.4961035
542,2.496642
543,2.496876
544,2.4969404
545,2.497018
546,2.497248
547,2.4975576
548,2.4978428
549,2.498069
550,2.4982405
551,2.4983737
552,2.4985082
553,2.4986887
554,2.4988909
555,2.499084
556,2.4992628
557,2.4994256
558,2.4995701
559,2.4996994
560,2.4998212
561,2.4999404
562,2.5000591
563,2.5001786
564,2.500299
565,2.5004168
566,2.5005295
567,2.5006356
568,2.5007365
569,2.500834
570,2.5009286
571,2.5010226
572,2.5011165
573,2.5012121
574,2.5013092
575,2.5014076
576,2.501507
577,2.5016086
578,2.5017126
579,2.5018191
580,2.5019293
581,2.5020459
582,2.5021715
583,2.5023084
584,2.5024614
585,2.5026355
586,2.502841
587,2.5030885
588,2.5033991
589,2.5038044
590,2.5043483
591,2.5050833
592,2.5060353
593,2.507158
594,2.5083697
595,2.5095785
596,2.5106957
597,2.5117176
598,2.5127172
599,2.5138173
600,2.515133
601,2.516672
602,2.5182374
603,2.5197423
604,2.5213063
605,2.522585
606,2.5236223
607,2.5246308
608,2.525716
609,2.5268688
610,2.527979
611,2.5290306
612,2.5300972
613,2.531179
614,2.532225
615,2.5333138
616,2.5345714
617,2.535984
618,2.5374687
619,2.5390518
620,2.5406783
621,2.542185
622,2.543647
623,2.5449557
624,2.5461438
625,2.547338
626,2.5485601
627,2.549829
628,2.5511613
629,2.5524886
630,2.5537584
631,2.5549812
632,2.5561304
633,2.5571885
634,2.5581844
635,2.5591168
636,2.5599785
637,2.5607834
638,2.5615404
639,2.5622475
640,2.5629108
641,2.5635405
642,2.5641444
643,2.5647252
644,2.5652876
645,2.5658388
646,2.5663838
647,2.5669243
648,2.5674605
649,2.5679953
650,2.5685303
651,2.5690641
652,2.5695925
653,2.570112
654,2.5706189
655,2.5711088
656,2.5715775
657,2.5720215
658,2.5724425
659,2.5728402
660,2.5732193
661,2.5735826
662,2.5739343
663,2.5742776
664,2.5746138
665,2.5749428
666,2.5752652
667,2.5755787
668,2.5758817
669,2.5761726
670,2.576451
671,2.5767162
672,2.5769687
673,2.5772097
674,2.5774393
675,2.5776591
676,2.5778704
677,2.5780737
678,2.5782697
679,2.5784585
680,2.5786407
681,2.5788171
682,2.5789871
683,2.579151
684,2.57931
685,2.5794632
686,2.5796123
687,2.5797565
688,2.579896
689,2.580032
690,2.5801642
691,2.5802925
692,2.5804179
693,2.58054
694,2.5806592
695,2.5807753
696,2.580889
697,2.5809996
698,2.5811076
699,2.581213
700,2.5813162
701,2.5814176
702,2.5815163
703,2.5816128
704,2.5817075
705,2.5818007
706,2.5818918
707,2.581981
708,2.5820684
709,2.582154
710,2.5822387
711,2.5823207
712,2.582402
713,2.5824814
714,2.5825598
715,2.5826359
716,2.582711
717,2.5827851
718,2.5828576
719,2.582929
720,2.5829992
721,2.5830684
722,2.5831363
723,2.5832036
724,2.5832694
725,2.5833344
726,2.5833988
727,2.583462
728,2.583525
729,2.5835865
730,2.5836475
731,2.5837083
732,2.5837684
733,2.5838282
734,2.5838876
735,2.583947
736,2.5840068
737,2.5840669
738,2.5841277
739,2.5841897
740,2.5842533
741,2.58432
742,2.5843923
743,2.5844717
744,2.5845635
745,2.5846791
746,2.5848398
747,2.5851011
748,2.585636
749,2.5871058
750,2.5911057
751,2.5912423
752,2.5925171
753,2.5974061
754,2.596984
755,2.598076
756,2.5997562
757,2.599751
758,2.600737
759,2.6037314
760,2.6044757
761,2.6045935
762,2.6047304
763,2.6051798
764,2.6056747
765,2.606132
766,2.6067634
767,2.608082
768,2.6116207
769,2.623652
770,2.6442742
771,2.6417098
772,2.6429994
773,2.646281
774,2.6476097
775,2.6500714
776,2.6569512
777,2.653054
778,2.6516225
779,2.6592798
780,2.6618
781,2.660447
782,2.6599007
783,2.6613598
784,2.663988
785,2.666242
786,2.6676276
787,2.6687062
788,2.6699135
789,2.6712747
790,2.672817
791,2.6735947
792,2.6733005
793,2.673241
794,2.6741714
795,2.6748147
796,2.6750073
797,2.675666
798,2.6760612
799,2.6761034
800,2.6761885
801,2.6765156
802,2.676946
803,2.6772866
804,2.6775017
805,2.6776595
806,2.6778467
807,2.6781206
808,2.6784909
809,2.6789398
810,2.679456
811,2.6800616
812,2.6808298
813,2.6819105
814,2.6835265
815,2.6858892
816,2.6890817
817,2.6929345
818,2.6969926
819,2.7007217
820,2.7037497
821,2.7060125
822,2.707686
823,2.7089117
824,2.709728
825,2.7105367
826,2.7110593
827,2.711491
828,2.7119277
829,2.7123594
830,2.7127428
831,2.7130685
832,2.7133694
833,2.7136886
834,2.7140489
835,2.7144392
836,2.7148287
837,2.715187
838,2.715499
839,2.7157621
840,2.7159865
841,2.7161837
842,2.7163618
843,2.7165241
844,2.7166705
845,2.7167988
846,2.7169096
847,2.7170033
848,2.7170837
849,2.7171533
850,2.7172165
851,2.7172754
852,2.7173307
853,2.7173846
854,2.717436
855,2.7174854
856,2.7175329
857,2.7175784
858,2.7176216
859,2.7176642
860,2.7177057
861,2.717747
862,2.717788
863,2.717828
864,2.7178679
865,2.7179067
866,2.7179444
867,2.7179816
868,2.7180185
869,2.7180555
870,2.7180922
871,2.7181287
872,2.7181652
873,2.718201
874,2.7182367
875,2.7182715
876,2.718305
877,2.7183392
878,2.7183723
879,2.7184057
880,2.7184384
881,2.7184706
882,2.7185028
883,2.718534
884,2.7185655
885,2.7185965
886,2.718626
887,2.718656
888,2.718685
889,2.718713
890,2.7187412
891,2.7187693
892,2.718796
893,2.7188227
894,2.7188492
895,2.7188752
896,2.7189007
897,2.7189257
898,2.71895
899,2.7189739
900,2.718998
901,2.719021
902,2.7190444
903,2.7190669
904,2.719089
905,2.7191112
906,2.719133
907,2.7191541
908,2.7191744
909,2.7191954
910,2.7192156
911,2.7192357
912,2.7192554
913,2.7192748
914,2.7192938
915,2.7193122
916,2.7193315
917,2.7193496
918,2.7193675
919,2.7193854
920,2.719402
921,2.7194195
922,2.7194366
923,2.7194533
924,2.7194698
925,2.7194862
926,2.719502
927,2.719518
928,2.7195334
929,2.7195487
930,2.7195637
931,2.7195787
932,2.7195935
933,2.7196083
934,2.7196221
935,2.7196364
936,2.7196505
937,2.7196646
938,2.719678
939,2.7196915
940,2.7197046
941,2.719718
942,2.7197309
943,2.7197437
944,2.7197566
945,2.7197688
946,2.7197814
947,2.7197938
948,2.7198057
949,2.7198176
950,2.719829
951,2.719841
952,2.7198527
953,2.7198644
954,2.7198753
955,2.7198868
956,2.7198977
957,2.7199085
958,2.7199194
959,2.7199304
960,2.7199411
961,2.7199516
962,2.7199616
963,2.7199721
964,2.7199826
965,2.719993
966,2.7200027
967,2.7200124
968,2.720023
969,2.7200325
970,2.7200422
971,2.7200518
972,2.7200613
973,2.7200704
974,2.7200801
975,2.7200892
976,2.7200983
977,2.7201078
978,2.7201166
979,2.7201257
980,2.7201347
981,2.7201438
982,2.7201521
983,2.7201614
984,2.72017
985,2.7201786
986,2.7201872
987,2.720195
988,2.7202036
989,2.7202117
990,2.7202203
991,2.7202287
992,2.720237
993,2.7202451
994,2.7202528
995,2.7202609
996,2.720269
997,2.7202768
998,2.7202852
999,2.720293
