,sharp_grurl_5_3
0,0.07758527
1,0.09831242
2,0.11524068
3,0.13002457
4,0.14346287
5,0.15601413
6,0.16794965
7,0.17941636
8,0.19047058
9,0.20109844
10,0.21123536
11,0.220793
12,0.22970723
13,0.23801535
14,0.24597609
15,0.2542278
16,0.26392975
17,0.27675575
18,0.29458895
19,0.31881082
20,0.34928986
21,0.38362473
22,0.41759315
23,0.44744906
24,0.4728757
25,0.4975845
26,0.5262142
27,0.56070554
28,0.59865606
29,0.6336614
30,0.6594888
31,0.6763409
32,0.69106954
33,0.71132
34,0.7415384
35,0.7820437
36,0.82587343
37,0.85448456
38,0.85744685
39,0.85327214
40,0.85951024
41,0.87883306
42,0.9025703
43,0.9161719
44,0.91859806
45,0.9248249
46,0.934182
47,0.9404568
48,0.94562495
49,0.951505
50,0.95793664
51,0.9647639
52,0.97197926
53,0.97869956
54,0.9835761
55,0.9865516
56,0.98894656
57,0.9918689
58,0.99540555
59,0.9990445
60,1.0027527
61,1.007298
62,1.012795
63,1.018514
64,1.023485
65,1.0272177
66,1.030816
67,1.035541
68,1.0404954
69,1.0431706
70,1.0441955
71,1.0467163
72,1.050938
73,1.0556719
74,1.0604184
75,1.065521
76,1.0705179
77,1.0727267
78,1.0775516
79,1.0850134
80,1.0886987
81,1.0933815
82,1.1012776
83,1.1062982
84,1.1126685
85,1.1212167
86,1.1273608
87,1.1369154
88,1.147334
89,1.1585376
90,1.1721935
91,1.1853426
92,1.1964401
93,1.2099624
94,1.2205057
95,1.2308135
96,1.2409313
97,1.2492563
98,1.2554299
99,1.2615463
100,1.26657
101,1.2718164
102,1.2763581
103,1.280625
104,1.2874693
105,1.2948108
106,1.3002257
107,1.3042662
108,1.3083991
109,1.3136002
110,1.3160101
111,1.317352
112,1.3209108
113,1.3233122
114,1.3235838
115,1.326558
116,1.328201
117,1.3295045
118,1.3302739
119,1.332328
120,1.3327634
121,1.3331959
122,1.3341098
123,1.3349094
124,1.3354452
125,1.3355422
126,1.3359275
127,1.336561
128,1.3368771
129,1.3370845
130,1.337372
131,1.337653
132,1.3379686
133,1.3382901
134,1.3384757
135,1.3385944
136,1.3387748
137,1.3389488
138,1.3390832
139,1.3392258
140,1.3393413
141,1.3394094
142,1.3394828
143,1.3395793
144,1.339664
145,1.3397319
146,1.3398038
147,1.3398727
148,1.3399217
149,1.3399633
150,1.3400145
151,1.3400683
152,1.3401134
153,1.3401546
154,1.3401978
155,1.3402368
156,1.340268
157,1.3402969
158,1.3403283
159,1.3403606
160,1.3403895
161,1.3404154
162,1.3404409
163,1.3404661
164,1.3404884
165,1.3405085
166,1.3405279
167,1.3405484
168,1.3405684
169,1.340587
170,1.3406041
171,1.3406206
172,1.3406371
173,1.3406525
174,1.340667
175,1.340681
176,1.340695
177,1.3407089
178,1.3407222
179,1.3407344
180,1.3407465
181,1.3407581
182,1.3407693
183,1.3407805
184,1.340791
185,1.3408011
186,1.3408114
187,1.3408211
188,1.3408306
189,1.34084
190,1.3408488
191,1.3408576
192,1.3408661
193,1.3408746
194,1.3408823
195,1.3408903
196,1.340898
197,1.3409057
198,1.3409129
199,1.3409201
200,1.3409269
201,1.340934
202,1.3409406
203,1.3409472
204,1.3409536
205,1.3409599
206,1.3409661
207,1.3409721
208,1.340978
209,1.3409839
210,1.3409896
211,1.3409953
212,1.3410007
213,1.341006
214,1.3410113
215,1.3410164
216,1.3410215
217,1.3410268
218,1.341032
219,1.3410368
220,1.3410414
221,1.3410463
222,1.3410506
223,1.3410552
224,1.3410599
225,1.3410643
226,1.3410689
227,1.3410729
228,1.3410772
229,1.3410816
230,1.3410854
231,1.3410897
232,1.3410935
233,1.3410977
234,1.3411014
235,1.3411053
236,1.3411094
237,1.3411133
238,1.341117
239,1.3411205
240,1.3411244
241,1.3411281
242,1.3411317
243,1.3411354
244,1.341139
245,1.3411425
246,1.341146
247,1.3411497
248,1.3411535
249,1.341157
250,1.3411602
251,1.341164
252,1.3411674
253,1.341171
254,1.3411747
255,1.3411783
256,1.341182
257,1.3411858
258,1.3411895
259,1.3411933
260,1.3411973
261,1.3412012
262,1.3412052
263,1.3412095
264,1.3412137
265,1.3412185
266,1.3412231
267,1.3412281
268,1.3412338
269,1.3412396
270,1.3412459
271,1.341253
272,1.3412607
273,1.3412701
274,1.3412808
275,1.3412933
276,1.3413093
277,1.3413303
278,1.341359
279,1.3414016
280,1.3414706
281,1.3415978
282,1.3418739
283,1.3425857
284,1.3442484
285,1.3460711
286,1.3472991
287,1.347332
288,1.3486785
289,1.3499012
290,1.3472646
291,1.3486217
292,1.336104
293,1.3279022
294,1.2801106
295,1.3190402
296,1.3345743
297,1.3385901
298,1.3266393
299,1.3362634
300,1.3203814
301,1.3424367
302,1.3519455
303,1.3372667
304,1.3393761
305,1.3402749
306,1.3294679
307,1.3306832
308,1.3402358
309,1.3468943
310,1.3234872
311,1.3325182
312,1.3356451
313,1.3523761
314,1.3509787
315,1.3449789
316,1.3471098
317,1.3512605
318,1.3525858
319,1.364245
320,1.357286
321,1.367698
322,1.3672893
323,1.3639262
324,1.3668101
325,1.3676741
326,1.3673996
327,1.3667413
