,sharp_lstmrl_20_3
0,0.032291695
1,0.052436028
2,0.06713911
3,0.07993354
4,0.09200401
5,0.10399893
6,0.11638107
7,0.12953953
8,0.14381805
9,0.15946886
10,0.17648752
11,0.1942531
12,0.21105215
13,0.22421172
14,0.23194005
15,0.23521142
16,0.2363039
17,0.23665282
18,0.23678452
19,0.23685266
20,0.2369005
21,0.2369404
22,0.23697568
23,0.2370069
24,0.2370343
25,0.2370582
26,0.23707876
27,0.23709658
28,0.23711193
29,0.23712522
30,0.2371367
31,0.23714675
32,0.2371555
33,0.23716322
34,0.23717006
35,0.237176
36,0.23718125
37,0.23718615
38,0.23719041
39,0.2371943
40,0.2371978
41,0.23720095
42,0.23720396
43,0.23720661
44,0.23720905
45,0.23721127
46,0.23721339
47,0.23721531
48,0.23721707
49,0.23721878
50,0.23722033
51,0.23722169
52,0.23722309
53,0.2372243
54,0.23722556
55,0.23722668
56,0.23722774
57,0.23722877
58,0.23722976
59,0.23723066
60,0.23723155
61,0.23723234
62,0.23723316
63,0.23723389
64,0.23723468
65,0.23723544
66,0.23723616
67,0.23723681
68,0.23723745
69,0.23723815
70,0.2372388
71,0.23723936
72,0.23723996
73,0.2372406
74,0.2372411
75,0.23724176
76,0.23724225
77,0.23724279
78,0.23724326
79,0.23724386
80,0.23724432
81,0.23724493
82,0.23724532
83,0.23724586
84,0.23724629
85,0.23724681
86,0.23724723
87,0.23724772
88,0.2372482
89,0.23724864
90,0.23724905
91,0.23724951
92,0.23724994
93,0.23725036
94,0.2372508
95,0.23725118
96,0.23725162
97,0.23725198
98,0.2372524
99,0.23725276
100,0.2372532
101,0.23725358
102,0.23725392
103,0.23725432
104,0.23725465
105,0.2372551
106,0.23725542
107,0.23725581
108,0.23725621
109,0.23725656
110,0.23725696
111,0.2372573
112,0.2372576
113,0.237258
114,0.23725837
115,0.23725873
116,0.2372591
117,0.23725942
118,0.23725975
119,0.23726015
120,0.23726048
121,0.23726085
122,0.23726119
123,0.2372616
124,0.23726194
125,0.23726225
126,0.23726265
127,0.237263
128,0.23726335
129,0.2372638
130,0.23726402
131,0.23726441
132,0.23726478
133,0.23726517
134,0.23726554
135,0.23726591
136,0.2372663
137,0.23726659
138,0.23726703
139,0.23726739
140,0.23726779
141,0.23726822
142,0.23726858
143,0.23726901
144,0.23726942
145,0.23726983
146,0.23727025
147,0.23727067
148,0.23727116
149,0.23727153
150,0.23727207
151,0.23727249
152,0.23727292
153,0.2372734
154,0.23727386
155,0.23727433
156,0.23727484
157,0.23727536
158,0.23727584
159,0.23727636
160,0.23727688
161,0.2372774
162,0.23727807
163,0.2372786
164,0.23727918
165,0.2372797
166,0.23728031
167,0.23728095
168,0.2372816
169,0.23728228
170,0.23728296
171,0.23728369
172,0.23728439
173,0.23728512
174,0.2372859
175,0.23728664
176,0.23728746
177,0.2372883
178,0.23728915
179,0.23729004
180,0.23729087
181,0.23729187
182,0.2372928
183,0.23729384
184,0.23729488
185,0.23729594
186,0.23729712
187,0.23729828
188,0.23729953
189,0.23730075
190,0.23730206
191,0.23730342
192,0.23730494
193,0.23730645
194,0.23730806
195,0.23730972
196,0.23731157
197,0.23731336
198,0.23731534
199,0.23731741
200,0.23731954
201,0.23732194
202,0.23732439
203,0.237327
204,0.23732981
205,0.2373329
206,0.23733602
207,0.2373395
208,0.23734322
209,0.2373472
210,0.23735148
211,0.23735617
212,0.23736122
213,0.23736669
214,0.23737271
215,0.23737936
216,0.23738696
217,0.2373954
218,0.23740502
219,0.2374159
220,0.23742822
221,0.23744242
222,0.23745885
223,0.23747784
224,0.2374994
225,0.23752353
226,0.23755062
227,0.23758112
228,0.23761569
229,0.23765516
230,0.23770058
231,0.23775406
232,0.23781809
233,0.23789607
234,0.23799308
235,0.23811714
236,0.23828132
237,0.23850788
238,0.23883982
239,0.23937015
240,0.24034126
241,0.24260531
242,0.25078547
243,0.2925818
244,0.40262106
245,0.49662262
246,0.63182265
247,0.7023327
248,0.8116746
249,0.79223925
250,0.7757983
251,0.8306268
252,0.9544901
253,0.9159686
254,0.89789057
255,0.8910779
256,0.9502683
257,0.717419
258,0.81654733
259,1.0083647
260,0.8937509
261,0.87395334
262,0.9364908
263,0.9725062
264,0.9608203
265,0.8965018
266,1.0137914
267,1.062578
268,1.172675
269,1.1116017
270,1.1248344
271,1.0474982
272,1.0121424
273,1.0499858
274,1.1257796
275,1.1268985
276,1.1302247
277,1.0543803
278,0.94587797
279,0.8958113
280,0.8426429
281,0.8343201
282,0.82865584
283,0.86652833
284,0.93528974
285,0.9255559
286,0.9327589
287,0.93275756
288,0.9624466
289,0.9234887
290,0.91854334
291,0.9185333
292,0.91853833
293,0.9185752
294,0.9251079
295,1.0486648
296,1.051783
297,0.9750726
298,1.0128694
299,1.0558108
300,0.9889291
301,0.97127426
302,0.9977376
303,0.9867087
304,0.98118925
305,0.9509247
306,1.005862
307,1.007374
308,1.0701597
309,1.0295858
310,1.0223845
311,1.0418216
312,1.0103139
313,0.98055726
314,0.9763772
315,0.9515595
316,0.9512741
317,0.9492078
318,0.95149446
319,0.9684994
320,0.969373
321,0.9693114
322,0.9692616
323,0.9692452
324,0.96926725
325,0.9693249
326,0.96941537
327,0.96955466
328,0.9699528
329,0.98501694
330,0.9216429
331,1.0074124
332,0.9811863
333,1.0286872
334,1.0554222
335,1.0413319
336,1.0321229
337,1.0493423
338,1.0927315
339,1.0941707
340,1.094176
341,1.0832585
342,1.0881654
343,1.0792102
344,1.095129
345,1.1013712
346,1.0675149
347,1.0957295
348,1.0807282
349,1.1007833
350,1.1044811
351,1.1026869
352,1.1027647
353,1.1046709
354,1.1052293
355,1.1048365
356,1.1068231
357,1.1244022
358,1.1153634
359,1.1044518
360,1.1408571
361,1.1076293
362,1.1085981
363,1.1250986
364,1.1329677
365,1.1332082
366,1.1332844
367,1.1253095
368,1.1021045
369,1.1003426
370,1.1049097
371,1.1259226
372,1.1285615
373,1.1340525
374,1.1344774
375,1.1343943
376,1.1345814
377,1.1349696
378,1.1351612
379,1.1352432
380,1.1357129
381,1.1373626
382,1.1593095
383,1.1610926
384,1.1729772
385,1.1247253
386,1.1713631
387,1.1421872
388,1.1452404
389,1.1788032
390,1.1842984
391,1.1846368
392,1.186218
393,1.1975818
394,1.1707737
395,1.1872399
396,1.1823854
397,1.1812377
398,1.1810521
399,1.1812938
400,1.1786541
401,1.175677
402,1.1813382
403,1.1811978
404,1.1819818
405,1.1823905
406,1.1825073
407,1.1826153
408,1.1827983
409,1.183118
410,1.1835738
411,1.1840167
412,1.1843616
413,1.1847564
414,1.1855586
415,1.1882794
416,1.2084146
417,1.1456589
418,1.2139745
419,1.2058206
420,1.2100493
421,1.1872513
422,1.2124951
423,1.1809603
424,1.1782131
425,1.1959132
426,1.2118415
427,1.1398464
428,1.1383266
429,1.1339278
430,1.1388155
431,1.1405045
432,1.1407765
433,1.1409175
434,1.1415198
435,1.1466162
436,1.1590741
437,1.1600788
438,1.1500784
439,1.1516849
440,1.1602677
441,1.1611623
442,1.1584159
443,1.154823
444,1.1560733
445,1.1599367
446,1.1614854
447,1.1613567
448,1.1602565
449,1.1588788
450,1.159106
451,1.1604941
452,1.161434
453,1.16178
454,1.1617347
455,1.1614072
456,1.1609836
457,1.1608218
458,1.1610777
459,1.1614939
460,1.1618059
461,1.1619581
462,1.1619881
463,1.1619399
464,1.1618528
465,1.1617696
466,1.161731
467,1.1617562
468,1.1618333
469,1.1619316
470,1.1620227
471,1.1620909
472,1.1621321
473,1.1621481
474,1.1621454
475,1.1621314
476,1.1621164
477,1.1621076
478,1.1621112
479,1.162127
480,1.162152
481,1.1621803
482,1.1622066
483,1.1622276
484,1.1622424
485,1.1622514
486,1.1622554
487,1.1622571
488,1.1622573
489,1.1622586
490,1.1622616
491,1.1622664
492,1.1622733
493,1.162282
494,1.162291
495,1.1622998
496,1.1623082
497,1.1623152
498,1.1623209
499,1.1623253
500,1.1623292
501,1.1623323
502,1.1623349
503,1.162338
504,1.1623414
505,1.1623448
506,1.1623487
507,1.1623532
508,1.1623574
509,1.1623617
510,1.1623658
511,1.1623696
512,1.1623734
513,1.1623764
514,1.1623795
515,1.1623822
516,1.162385
517,1.1623878
518,1.1623905
519,1.1623932
520,1.1623962
521,1.1623989
522,1.1624019
523,1.1624048
524,1.1624075
525,1.1624103
526,1.1624129
527,1.1624154
528,1.1624179
529,1.1624203
530,1.1624225
531,1.1624252
532,1.1624271
533,1.1624295
534,1.1624316
535,1.1624339
536,1.1624361
537,1.1624383
538,1.1624407
539,1.1624424
540,1.1624447
541,1.1624467
542,1.1624488
543,1.1624509
544,1.1624526
545,1.1624546
546,1.1624568
547,1.1624588
548,1.1624606
549,1.1624625
550,1.1624641
551,1.162466
552,1.1624677
553,1.1624697
554,1.1624713
555,1.1624732
556,1.1624749
557,1.1624765
558,1.1624782
559,1.1624801
560,1.1624815
561,1.1624833
562,1.1624849
563,1.1624864
564,1.1624881
565,1.1624898
566,1.1624913
567,1.1624928
568,1.1624945
569,1.1624959
570,1.1624975
571,1.162499
572,1.1625003
573,1.1625017
574,1.1625031
575,1.1625049
576,1.1625062
577,1.1625075
578,1.162509
579,1.1625104
580,1.1625117
581,1.1625131
582,1.1625144
583,1.1625156
584,1.1625171
585,1.1625183
586,1.1625198
587,1.1625212
588,1.1625223
589,1.1625235
590,1.1625252
591,1.1625262
592,1.1625276
593,1.1625288
594,1.16253
595,1.162531
596,1.1625326
597,1.1625338
598,1.162535
599,1.1625363
600,1.1625376
601,1.1625389
602,1.1625401
603,1.1625416
604,1.1625426
605,1.1625438
606,1.162545
607,1.1625462
608,1.1625475
609,1.1625489
610,1.16255
611,1.1625512
612,1.1625524
613,1.1625539
614,1.1625552
615,1.1625564
616,1.1625577
617,1.1625589
618,1.1625605
619,1.1625618
620,1.1625632
621,1.1625645
622,1.162566
623,1.1625674
624,1.162569
625,1.1625708
626,1.1625724
627,1.162574
628,1.162576
629,1.1625781
630,1.16258
631,1.1625823
632,1.1625847
633,1.1625873
634,1.16259
635,1.162593
636,1.1625966
637,1.1626006
638,1.1626048
639,1.1626102
640,1.1626165
641,1.162624
642,1.1626334
643,1.1626458
644,1.1626621
645,1.1626853
646,1.16272
647,1.1627787
648,1.1628969
649,1.1632305
650,1.1653738
651,1.2038748
652,1.2051071
653,1.1896522
654,1.1884671
655,1.1902529
656,1.2055062
657,1.2059507
658,1.205934
659,1.205872
660,1.2056572
661,1.2050376
662,1.2046207
663,1.2053374
664,1.2058029
665,1.2059832
666,1.2060608
667,1.2061002
668,1.2061231
669,1.2061366
670,1.2061431
671,1.206143
672,1.2061334
673,1.2061088
674,1.2060652
675,1.2060087
676,1.2059646
677,1.205962
678,1.2059977
679,1.2060428
680,1.2060786
681,1.206103
682,1.2061187
683,1.2061301
684,1.2061392
685,1.2061468
686,1.2061528
687,1.2061576
688,1.2061613
689,1.2061635
690,1.2061647
691,1.2061652
692,1.2061651
693,1.2061647
694,1.2061644
695,1.2061641
696,1.2061642
697,1.2061646
698,1.2061652
699,1.2061661
700,1.2061673
701,1.2061687
702,1.2061701
703,1.2061715
704,1.2061728
705,1.2061741
706,1.2061752
707,1.2061762
708,1.2061769
709,1.2061777
710,1.2061785
711,1.2061791
712,1.2061801
713,1.2061807
714,1.2061814
715,1.2061821
716,1.2061831
717,1.2061838
718,1.2061849
719,1.2061857
720,1.2061865
721,1.2061876
722,1.2061884
723,1.2061892
724,1.20619
725,1.2061907
726,1.2061913
727,1.2061921
728,1.206193
729,1.2061934
730,1.2061944
731,1.2061948
732,1.2061956
733,1.2061963
734,1.2061971
735,1.2061976
736,1.2061983
737,1.2061988
738,1.2061996
739,1.2062002
740,1.206201
741,1.2062017
742,1.2062023
743,1.206203
744,1.2062033
745,1.2062042
746,1.2062047
747,1.2062052
748,1.206206
749,1.2062062
750,1.2062068
751,1.2062076
752,1.2062081
753,1.2062088
754,1.2062093
755,1.2062098
756,1.2062104
757,1.2062107
758,1.2062114
759,1.2062119
760,1.2062123
761,1.2062131
762,1.2062136
763,1.206214
764,1.2062145
765,1.206215
766,1.2062157
767,1.206216
768,1.2062166
769,1.2062169
770,1.2062173
771,1.2062178
772,1.2062184
773,1.2062188
774,1.2062193
775,1.2062197
776,1.2062203
777,1.2062206
778,1.206221
779,1.2062216
780,1.2062219
781,1.2062223
782,1.2062227
783,1.2062232
784,1.2062238
785,1.2062241
786,1.2062244
787,1.2062249
788,1.2062256
789,1.2062258
790,1.2062262
791,1.2062266
792,1.2062272
793,1.2062275
794,1.2062279
795,1.2062283
796,1.2062286
797,1.2062291
798,1.2062292
799,1.2062299
800,1.2062303
801,1.2062305
802,1.206231
803,1.2062314
804,1.2062318
805,1.2062322
806,1.2062324
807,1.2062325
808,1.206233
809,1.2062336
810,1.2062339
811,1.206234
812,1.2062346
813,1.206235
814,1.2062352
815,1.2062356
816,1.206236
817,1.2062362
818,1.2062365
819,1.206237
820,1.2062373
821,1.2062376
822,1.2062379
823,1.2062382
824,1.206239
825,1.2062391
826,1.2062392
827,1.2062397
828,1.20624
829,1.2062402
830,1.2062405
831,1.2062408
832,1.206241
833,1.2062415
834,1.2062417
835,1.2062422
836,1.2062426
