,sharp_lstmrl_10_1
0,-0.06704558
1,-0.043345585
2,-0.019239932
3,0.0039580856
4,0.025449317
5,0.04496973
6,0.062573165
7,0.07845614
8,0.09285772
9,0.10601159
10,0.118127994
11,0.12938832
12,0.13994658
13,0.1499327
14,0.15945554
15,0.1686074
16,0.17746636
17,0.18609984
18,0.19456668
19,0.20291871
20,0.21120183
21,0.2194574
22,0.22772212
23,0.23602846
24,0.24440444
25,0.25287306
26,0.26145107
27,0.27014783
28,0.2789636
29,0.28788862
30,0.29690206
31,0.30597383
32,0.31506985
33,0.32416174
34,0.3332442
35,0.3423543
36,0.3515907
37,0.36111966
38,0.37116504
39,0.38197616
40,0.39378327
41,0.40675065
42,0.4209418
43,0.4363042
44,0.45268068
45,0.46984145
46,0.4875337
47,0.5055336
48,0.52368677
49,0.54192466
50,0.5602511
51,0.57870585
52,0.5973115
53,0.616016
54,0.6346339
55,0.6528153
56,0.6700854
57,0.68598735
58,0.7002826
59,0.7130789
60,0.7247732
61,0.73583186
62,0.74662775
63,0.75750023
64,0.76891273
65,0.7814131
66,0.7953977
67,0.8109848
68,0.8281121
69,0.84664845
70,0.86638886
71,0.8869969
72,0.9079924
73,0.9288176
74,0.94896954
75,0.9681571
76,0.9864392
77,1.004254
78,1.0221391
79,1.0403026
80,1.0586271
81,1.07709
82,1.0959696
83,1.1156434
84,1.1363016
85,1.1578395
86,1.1799201
87,1.2021227
88,1.2241871
89,1.2462391
90,1.2684819
91,1.2907553
92,1.3129164
93,1.335163
94,1.3575529
95,1.3798854
96,1.4019154
97,1.4238393
98,1.44625
99,1.4692649
100,1.4926536
101,1.5161806
102,1.539629
103,1.5625123
104,1.5851864
105,1.6084399
106,1.6321601
107,1.6562644
108,1.6817192
109,1.708015
110,1.7344521
111,1.7617729
112,1.7901796
113,1.8194516
114,1.8488635
115,1.8777854
116,1.9064777
117,1.9335392
118,1.9592829
119,1.9848402
120,2.009896
121,2.034867
122,2.0596511
123,2.0832267
124,2.1058977
125,2.1272473
126,2.1480465
127,2.1680884
128,2.18685
129,2.2033992
130,2.2179606
131,2.2394042
132,2.2533348
133,2.268252
134,2.2883875
135,2.3033342
136,2.334472
137,2.343586
138,2.33108
139,2.2729614
140,2.392411
141,2.3113563
142,2.3278859
143,2.3810227
144,2.3916523
145,2.3781798
146,2.3742833
147,2.3805826
148,2.3998487
149,2.4158535
150,2.4285824
151,2.4478366
152,2.4618595
153,2.478615
154,2.4922442
155,2.4944742
156,2.4976854
157,2.515351
158,2.5330288
159,2.5424283
160,2.5561001
161,2.5750546
162,2.5068824
163,2.5544763
164,2.5600317
165,2.5471146
166,2.5117543
167,2.562231
168,2.5513713
169,2.5573559
170,2.5894303
171,2.6150851
172,2.623647
173,2.618034
174,2.621306
175,2.6312668
176,2.6434202
177,2.6600447
178,2.6818135
179,2.6919203
180,2.697608
181,2.7041495
182,2.7141008
183,2.725166
184,2.7410052
185,2.7578363
186,2.7653537
187,2.7795634
188,2.7879484
189,2.7974153
190,2.8116996
191,2.8262267
192,2.8382661
193,2.8483992
194,2.8574877
195,2.8681676
196,2.8826773
197,2.8962967
198,2.9092531
199,2.922568
200,2.9340875
201,2.9469225
202,2.9584668
203,2.9715407
204,2.9849153
205,2.998122
206,3.0109565
207,3.022264
208,3.0344465
209,3.0458274
210,3.0578198
211,3.0690951
212,3.0793326
213,3.0897214
214,3.0995588
215,3.1061916
216,3.1083066
217,3.1179996
218,3.1274443
219,3.1320555
220,3.1373472
221,3.1488929
222,3.1617393
223,3.182016
224,3.1889646
225,3.1929173
226,3.209448
227,3.1758602
228,3.1655715
229,3.097822
230,3.0596871
231,3.071997
232,3.1169934
233,3.1419044
234,3.1628356
235,3.1883466
236,3.2094424
237,3.2269804
238,3.2360814
239,3.226221
240,3.2270608
241,3.2388785
242,3.2407641
243,3.2209573
244,3.2649114
245,3.2984457
246,3.2734804
247,3.317919
248,3.3402705
249,3.324164
250,3.363069
251,3.3494189
252,3.349669
253,3.370596
254,3.3657174
255,3.3911285
256,3.391537
257,3.4024017
258,3.4163706
259,3.4169707
260,3.4345922
261,3.436783
262,3.4444692
263,3.457193
264,3.4543862
265,3.4611702
266,3.4795425
267,3.4754975
268,3.4773488
269,3.505931
270,3.4977307
271,3.483183
272,3.5290346
273,3.4947178
274,3.4816768
275,3.5354867
276,3.4496806
277,3.536077
278,3.51513
279,3.561297
280,3.5603116
281,3.5510328
282,3.5779505
283,3.555525
284,3.612794
285,3.5916035
286,3.6274157
287,3.6022177
288,3.6283255
289,3.6322236
290,3.639633
291,3.66567
292,3.6580033
293,3.6819315
294,3.6772017
295,3.6810455
296,3.7048445
297,3.6856248
298,3.6995828
299,3.7242424
300,3.6898422
301,3.7161121
302,3.7431216
303,3.6975436
304,3.7453969
305,3.7561104
306,3.733886
307,3.7835803
308,3.7818658
309,3.7819357
310,3.8123116
311,3.810263
312,3.8163416
313,3.8342094
314,3.8368285
315,3.8411057
316,3.8535533
317,3.8607173
318,3.8623278
319,3.8691213
320,3.8803487
321,3.8831542
322,3.8845894
323,3.8953032
324,3.9027038
325,3.904703
326,3.9093995
327,3.916821
328,3.922913
329,3.9257843
330,3.9290648
331,3.9353867
332,3.9410276
333,3.9444368
334,3.9476414
335,3.9520993
336,3.9574163
337,3.961555
338,3.964776
339,3.9687579
340,3.9735022
341,3.9781299
342,3.9819934
343,3.9858062
344,3.9904091
345,3.995275
346,3.999774
347,4.003859
348,4.008018
349,4.0125375
350,4.0169907
351,4.0210505
352,4.0248394
353,4.0286417
354,4.032691
355,4.036836
356,4.040898
357,4.0447817
358,4.0484447
359,4.0519133
360,4.0551534
361,4.0581765
362,4.060789
363,4.0631127
364,4.064216
365,4.0644827
366,4.059303
367,4.0562353
368,4.0374537
369,4.0515647
370,4.0536537
371,4.0802007
372,4.0889974
373,4.080824
374,4.076733
375,4.0719557
376,4.093658
377,4.1001434
378,4.0885124
379,4.0881095
380,4.0913877
381,4.1101365
382,4.096899
383,4.0670214
384,4.096327
385,4.1167502
386,4.1069574
387,4.100576
388,4.1032705
389,4.1197605
390,4.1037416
391,4.0739393
392,4.127597
393,4.102298
394,4.058598
395,4.135016
396,4.0611377
397,3.968525
398,4.073891
399,3.8572898
400,4.127198
401,3.9744258
402,4.1292353
403,3.9954674
404,4.131567
405,4.0304666
406,4.1386857
407,4.0510516
408,4.1431527
409,4.0813055
410,4.1432705
411,4.0863667
412,4.14531
413,4.0941453
414,4.153443
415,4.1089916
416,4.1493363
417,4.11882
418,4.15949
419,4.1215677
420,4.1621823
421,4.1383133
422,4.1594706
423,4.1533127
424,4.1613426
425,4.159542
426,4.1642675
427,4.168285
428,4.162543
429,4.1734757
430,4.164809
431,4.1761804
432,4.170117
433,4.177725
434,4.1740294
435,4.1803975
436,4.177331
437,4.1825166
438,4.1817737
439,4.1837087
440,4.1849833
441,4.1860366
442,4.1874437
443,4.188215
444,4.189993
445,4.190101
446,4.192127
447,4.1924644
448,4.1941166
449,4.1946783
450,4.196139
451,4.1965437
452,4.1980834
453,4.1986113
454,4.199771
455,4.2006874
456,4.2016687
457,4.202491
458,4.2035413
459,4.204376
460,4.2051907
461,4.2062764
462,4.2069554
463,4.2080326
464,4.2087436
465,4.20981
466,4.2104483
467,4.211563
468,4.2121906
469,4.2132597
470,4.2139797
471,4.214946
472,4.2157683
473,4.2166505
474,4.217529
475,4.218363
476,4.2193055
477,4.220097
478,4.2210703
479,4.2218895
480,4.2228084
481,4.2237134
482,4.224565
483,4.225522
