,sharp_rrl_20_2
0,-0.013277655
1,0.12277349
2,0.21316755
3,0.27565274
4,0.32547712
5,0.36876363
6,0.40786743
7,0.44365588
8,0.47641686
9,0.5063344
10,0.53377265
11,0.5594189
12,0.58431226
13,0.60977113
14,0.6372421
15,0.66810536
16,0.7034676
17,0.74389875
18,0.78898203
19,0.8366607
20,0.88305885
21,0.92447394
22,0.96135753
23,0.9973199
24,1.0318334
25,1.059672
26,1.0797174
27,1.0982833
28,1.1198536
29,1.1409886
30,1.1565008
31,1.1696177
32,1.1855981
33,1.202321
34,1.2178835
35,1.2355344
36,1.2549659
37,1.2718292
38,1.287142
39,1.3044235
40,1.3214484
41,1.3342805
42,1.346337
43,1.3616765
44,1.3770564
45,1.3923441
46,1.4094019
47,1.426796
48,1.4436994
49,1.46123
50,1.4779084
51,1.4940797
52,1.5119851
53,1.5305597
54,1.549758
55,1.5716144
56,1.5945963
57,1.617316
58,1.6399375
59,1.6638993
60,1.6881162
61,1.7148271
62,1.7425836
63,1.7669653
64,1.7902929
65,1.8116976
66,1.835119
67,1.8619269
68,1.8899314
69,1.9180475
70,1.9477369
71,1.9788587
72,2.0110338
73,2.0496664
74,2.0861979
75,2.1200798
76,2.1536202
77,2.167145
78,2.1689873
79,2.1396503
80,2.1906734
81,2.200469
82,2.2518303
83,2.2554166
84,2.2875862
85,2.3007457
86,2.3348162
87,2.3345737
88,2.3847497
89,2.3463042
90,2.382373
91,2.422827
92,2.4131384
93,2.397468
94,2.3548977
95,2.46544
96,2.379135
97,2.467414
98,2.4954386
99,2.4426787
100,2.4921894
101,2.5128345
102,2.4870968
103,2.5420465
104,2.5235372
105,2.5436003
106,2.586493
107,2.5791297
108,2.6043408
109,2.6061654
110,2.6305032
111,2.6423419
112,2.6814537
113,2.672032
114,2.6632957
115,2.6922262
116,2.7185376
117,2.7420182
118,2.7573252
119,2.777347
120,2.750797
121,2.77473
122,2.7844436
123,2.8151984
124,2.802705
125,2.8263576
126,2.825093
127,2.8598065
128,2.8538833
129,2.8690164
130,2.875525
131,2.882245
132,2.9111676
133,2.9056325
134,2.9087658
135,2.9277725
136,2.9217558
137,2.9499629
138,2.9484613
139,2.964611
140,2.9755878
141,2.9768746
142,2.9930081
143,2.9948318
144,3.0053663
145,3.0229578
146,3.025003
147,3.0331812
148,3.0462153
149,3.054477
150,3.0637655
151,3.075721
152,3.0836294
153,3.0912702
154,3.1032372
155,3.1149797
156,3.1193576
157,3.124235
158,3.1343443
159,3.141298
160,3.1450996
161,3.148571
162,3.153545
163,3.1612654
164,3.1685984
165,3.1743262
166,3.177482
167,3.1792898
168,3.183258
169,3.1869862
170,3.1950436
171,3.201878
172,3.2064726
173,3.2099247
174,3.2125123
175,3.2163208
176,3.1761906
177,2.8752823
178,2.2833574
179,1.7546728
180,1.7294567
181,1.7703301
182,1.7068301
183,1.8915596
184,1.9392415
185,2.1502323
186,2.2378056
187,2.3077447
188,2.4790428
189,2.3925107
190,2.2740543
191,2.4288175
192,2.6114445
193,2.6056812
194,2.6006835
195,2.578925
196,2.5841851
197,2.6575038
198,2.752644
199,2.8141978
200,2.8319654
201,2.8508058
202,2.8895946
203,2.9524593
204,3.0038512
205,3.018408
206,3.0233727
207,3.0258877
208,3.063584
209,3.0933917
210,3.1178854
211,3.1271565
212,3.129767
213,3.1457186
214,3.1686285
215,3.1939058
216,3.201591
217,3.2174022
218,3.2399685
219,3.2515974
220,3.259287
221,3.2739158
222,3.2843416
223,3.2877831
224,3.2961903
225,3.3072503
226,3.3150601
227,3.3204873
228,3.3308747
229,3.3427975
230,3.3528552
231,3.360515
232,3.367906
233,3.3740633
234,3.3798134
235,3.3869078
236,3.4002419
237,3.4162104
238,3.4214041
239,3.428813
240,3.4370177
241,3.4423273
242,3.4483979
243,3.4549532
244,3.4605327
245,3.4662688
246,3.4808443
247,3.5081296
248,3.5211349
249,3.5244365
250,3.5325327
251,3.5392072
252,3.5408528
253,3.5449705
254,3.5495753
255,3.5579605
256,3.5640051
257,3.5696356
258,3.5755227
259,3.580712
260,3.5846484
261,3.5870397
262,3.591013
263,3.5935452
264,3.59747
265,3.600354
266,3.6037567
267,3.607404
268,3.6115208
269,3.6157978
270,3.6204116
271,3.6257482
272,3.6301973
273,3.6342487
274,3.6378593
275,3.640681
276,3.6436834
277,3.6481822
278,3.6530175
279,3.6577568
280,3.6636345
281,3.671089
282,3.6793013
283,3.6870396
284,3.6936386
285,3.6987898
286,3.7027504
287,3.7065217
288,3.7104678
289,3.7146
290,3.7183952
291,3.7213523
292,3.7241952
293,3.7262006
294,3.7289557
295,3.731811
296,3.735363
297,3.7385283
298,3.741962
299,3.7446733
300,3.7469022
301,3.74887
302,3.7510014
303,3.7532868
304,3.7560682
305,3.7616062
306,3.7674515
307,3.767373
308,3.7711904
309,3.775556
310,3.7775562
311,3.7801235
312,3.7814064
313,3.7835724
314,3.78565
315,3.7882965
316,3.790081
317,3.7898102
318,3.7882452
319,3.7829363
320,3.7905567
321,3.7910922
322,3.7930787
323,3.7922924
324,3.7935367
325,3.7949636
326,3.7957458
327,3.800811
328,3.7993948
329,3.8026483
330,3.8042424
331,3.8029892
332,3.8063061
333,3.8069053
334,3.8071132
335,3.8090668
336,3.8095095
337,3.8110254
338,3.810815
339,3.8120348
340,3.812635
341,3.8135562
342,3.8147106
343,3.8148806
344,3.816072
345,3.8164885
346,3.8168445
347,3.8181014
348,3.817193
349,3.8133729
350,3.817291
351,3.8174067
352,3.8190966
353,3.8171844
354,3.8030093
355,3.7987406
356,3.8050373
357,3.7967715
358,3.7892241
359,3.7956426
360,3.811338
361,3.767441
362,3.3354661
363,3.3102155
364,3.6618154
365,3.0695758
366,3.4697766
367,2.8141716
368,2.3046336
369,2.4288106
370,2.57118
371,2.7280781
372,2.8222265
373,2.7561543
374,2.823245
375,2.881707
376,2.9787595
377,3.0943887
378,2.991069
379,3.031093
380,3.1867554
381,3.3609345
382,3.4564552
383,3.489892
384,3.5467777
385,3.5272303
386,3.4429183
387,3.443731
388,3.4556887
389,3.4835987
390,3.5398767
391,3.5377204
392,3.5431247
393,3.5370555
394,3.5227337
395,3.5747397
396,3.6091802
397,3.6035275
398,3.6307852
399,3.659943
400,3.636872
401,3.6486473
402,3.6779547
403,3.673752
404,3.713415
405,3.7314491
406,3.7325044
407,3.733987
408,3.7555814
409,3.756575
410,3.76749
411,3.7614243
412,3.759475
413,3.7640853
414,3.7725177
415,3.779126
416,3.7856996
417,3.7856612
418,3.787899
419,3.7891078
420,3.792877
421,3.793159
422,3.7944455
423,3.7952805
424,3.798801
425,3.8006628
426,3.8024883
427,3.8059611
428,3.802658
429,3.8099585
430,3.8098302
431,3.8138072
432,3.8133268
433,3.8150856
434,3.815879
435,3.8173943
436,3.8190436
437,3.8197706
438,3.8221953
439,3.8226552
440,3.8242145
441,3.8255792
442,3.826547
443,3.830545
444,3.8327742
445,3.8358257
446,3.8379073
447,3.8372328
448,3.839687
449,3.8429372
450,3.8442252
451,3.8444626
452,3.8470232
453,3.8470507
454,3.8500772
455,3.8555274
456,3.8562872
457,3.8577516
458,3.855542
459,3.8612518
460,3.8592348
461,3.8614943
462,3.8629014
463,3.8631382
464,3.864277
465,3.864355
466,3.8660119
467,3.8657322
468,3.8658762
469,3.8675478
470,3.8673933
471,3.8678148
472,3.868897
473,3.8692803
474,3.8698797
475,3.870189
476,3.8707278
477,3.8713765
478,3.8714223
479,3.8719797
480,3.8724973
481,3.8726237
482,3.8730414
483,3.8736103
484,3.8738778
485,3.8742626
486,3.874631
487,3.8749926
488,3.8753202
489,3.8755734
490,3.8759642
491,3.8763006
492,3.8765419
493,3.8768973
494,3.8772314
495,3.8774743
496,3.8777866
497,3.8780801
498,3.8783553
499,3.878628
500,3.8788688
501,3.8791585
502,3.8794029
503,3.8796296
504,3.8799016
505,3.880139
506,3.880374
507,3.880613
508,3.8808427
509,3.881079
510,3.8812995
511,3.881523
512,3.8817582
513,3.8819757
514,3.8821995
515,3.8824368
516,3.882672
517,3.882928
518,3.8832161
519,3.883584
520,3.8842168
521,3.8855968
522,3.8862906
523,3.8881812
524,3.888216
525,3.8896065
526,3.8898222
527,3.8906553
528,3.8906858
529,3.8916047
530,3.8920262
531,3.8928657
532,3.893913
533,3.8973196
534,3.8493035
535,3.3793566
536,3.1223056
537,3.0898573
538,3.3338113
539,3.3784797
540,3.3327267
541,3.3603141
542,3.481442
543,3.5950656
544,3.601826
545,3.5447648
546,3.5964842
547,3.602941
548,3.5585394
549,3.5127523
550,3.597305
551,3.6434088
552,3.6535978
553,3.6800292
554,3.6870732
555,3.713542
556,3.72971
557,3.7384531
558,3.731622
559,3.7419086
560,3.7589252
561,3.7776575
562,3.7770422
563,3.8021948
564,3.840827
565,3.843661
566,3.8423338
567,3.854589
568,3.8582823
569,3.8683465
570,3.8802826
571,3.878613
572,3.8750901
573,3.8822904
574,3.889705
575,3.8914745
576,3.8945858
577,3.8958817
578,3.8956184
579,3.9006844
580,3.9017198
581,3.8995194
582,3.9016702
583,3.9023674
584,3.9032829
585,3.9055235
586,3.9071636
587,3.9072733
588,3.9071982
589,3.9080968
590,3.9091446
591,3.909574
592,3.9099333
593,3.9105737
594,3.9110093
595,3.9112287
596,3.911542
597,3.9125712
598,3.9132304
599,3.9134388
600,3.9137907
601,3.914487
602,3.914733
603,3.9151194
604,3.915717
605,3.915928
606,3.916134
607,3.9164755
608,3.9167542
609,3.916998
610,3.917601
611,3.9234958
612,3.9216323
613,3.9234726
614,3.9199207
615,3.9235885
616,3.9260898
617,3.9250891
618,3.9280784
619,3.929782
620,3.9338417
621,3.9328063
622,3.9323444
623,3.932252
624,3.9337583
625,3.9344027
626,3.9352877
627,3.9368134
628,3.93757
629,3.9374056
630,3.9376202
631,3.938313
632,3.9386563
633,3.9389336
634,3.9394004
635,3.939687
636,3.9399397
637,3.9404542
638,3.9408927
639,3.9410152
640,3.9411843
641,3.9415047
642,3.9417498
643,3.941859
644,3.9419496
645,3.9421244
646,3.9423637
647,3.9425967
648,3.9428093
649,3.943047
650,3.9433453
651,3.9436579
652,3.943925
653,3.94414
654,3.9443254
655,3.9445055
656,3.9446888
657,3.944904
658,3.9451451
659,3.9453945
660,3.9456837
661,3.9460514
662,3.9464583
663,3.9467807
664,3.9470124
665,3.947188
666,3.9473379
667,3.9475057
668,3.9476898
669,3.947852
670,3.9479816
671,3.9481065
672,3.9482505
673,3.9484217
674,3.9486053
675,3.9487844
676,3.9489584
677,3.94913
678,3.9493003
679,3.9494755
680,3.9496567
681,3.949835
682,3.9499986
683,3.950148
684,3.9502892
685,3.9504218
686,3.950544
687,3.9506545
688,3.950756
689,3.9508493
690,3.9509382
691,3.951023
692,3.951107
693,3.9511898
694,3.9512727
695,3.9513524
696,3.9514287
697,3.9515014
698,3.951572
699,3.9516416
700,3.951709
701,3.9517748
702,3.9518383
703,3.9519005
704,3.9519613
705,3.9520195
706,3.9520767
707,3.952132
708,3.952186
709,3.9522398
710,3.9522913
711,3.9523416
712,3.9523911
713,3.9524393
714,3.9524868
715,3.9525335
716,3.9525788
717,3.9526231
718,3.9526665
719,3.9527094
720,3.9527519
721,3.952793
722,3.952834
723,3.952874
724,3.9529135
725,3.9529526
726,3.9529908
727,3.9530294
728,3.953067
729,3.9531033
730,3.9531407
731,3.9531765
732,3.9532118
733,3.953247
734,3.953282
735,3.9533165
736,3.9533503
737,3.9533834
738,3.9534168
739,3.9534495
740,3.953482
741,3.953514
742,3.9535456
743,3.953577
744,3.9536088
745,3.9536393
746,3.9536705
747,3.9537
748,3.9537303
749,3.9537604
750,3.9537902
751,3.9538195
752,3.9538486
753,3.9538774
754,3.953906
755,3.9539359
756,3.9539635
757,3.9539928
758,3.9540207
759,3.9540484
760,3.9540768
761,3.9541054
762,3.9541328
763,3.9541612
764,3.9541893
765,3.9542167
766,3.954245
767,3.9542727
768,3.954301
769,3.9543297
770,3.9543571
771,3.954386
772,3.9544141
773,3.9544425
774,3.954471
775,3.9544995
776,3.954528
777,3.954557
778,3.9545853
779,3.9546144
780,3.9546432
781,3.9546714
782,3.9547002
783,3.9547284
784,3.9547563
785,3.9547842
786,3.9548118
787,3.9548392
788,3.9548666
789,3.9548934
790,3.9549193
791,3.9549453
792,3.954971
793,3.9549956
794,3.9550216
795,3.9550462
796,3.9550705
797,3.955094
798,3.9551177
799,3.9551413
800,3.955164
801,3.955187
802,3.9552093
803,3.9552312
804,3.955253
805,3.955274
806,3.9552958
807,3.955316
808,3.9553378
809,3.9553576
810,3.9553788
811,3.9553976
812,3.9554179
813,3.9554372
814,3.955457
815,3.9554758
816,3.955495
817,3.9555135
818,3.9555326
819,3.9555504
820,3.9555688
821,3.9555871
822,3.9556046
823,3.955622
824,3.9556394
825,3.9556558
826,3.955674
827,3.9556904
828,3.9557073
829,3.9557238
830,3.9557402
831,3.9557571
832,3.9557734
833,3.9557884
834,3.9558048
835,3.9558208
836,3.955837
837,3.955852
838,3.955867
839,3.9558825
840,3.9558983
841,3.9559128
842,3.9559274
843,3.9559424
844,3.9559577
845,3.9559717
846,3.9559863
847,3.9560008
848,3.9560146
849,3.9560287
850,3.9560428
851,3.956057
852,3.9560711
853,3.9560843
854,3.956098
855,3.9561112
856,3.9561243
857,3.9561381
858,3.9561512
859,3.9561644
860,3.9561777
861,3.9561908
862,3.9562035
863,3.9562163
864,3.9562294
865,3.9562418
866,3.956254
867,3.9562662
868,3.9562786
869,3.9562907
870,3.9563036
871,3.9563153
872,3.956327
873,3.9563394
874,3.9563515
875,3.956364
876,3.9563746
877,3.9563868
878,3.9563982
879,3.95641
880,3.9564214
881,3.9564326
882,3.956444
883,3.9564552
884,3.9564667
885,3.9564779
886,3.9564886
887,3.9564996
888,3.9565108
889,3.9565222
890,3.9565325
891,3.9565434
892,3.9565537
