,sharp_rrl_20_1
0,-0.064806774
1,-0.0069625336
2,0.061726164
3,0.13727723
4,0.20950271
5,0.26847884
6,0.3128736
7,0.3471081
8,0.37543857
9,0.4006108
10,0.42440736
11,0.4480522
12,0.47229263
13,0.4973638
14,0.5230145
15,0.54868513
16,0.5738034
17,0.59808433
18,0.6216825
19,0.64513034
20,0.66913956
21,0.69438696
22,0.7213654
23,0.7503212
24,0.7812263
25,0.8136717
26,0.84672105
27,0.87900573
28,0.90920293
29,0.9363821
30,0.9599903
31,0.9801766
32,0.998099
33,1.0151443
34,1.0322692
35,1.0497516
36,1.0661834
37,1.0800534
38,1.0937726
39,1.1100795
40,1.1275641
41,1.1446012
42,1.1617609
43,1.178748
44,1.1946435
45,1.2113749
46,1.2286474
47,1.2431178
48,1.25718
49,1.2724785
50,1.2875229
51,1.302145
52,1.3158749
53,1.3317907
54,1.3472772
55,1.3622247
56,1.377309
57,1.3933854
58,1.4073888
59,1.421516
60,1.4354815
61,1.4480541
62,1.4613256
63,1.4746761
64,1.4873835
65,1.5015409
66,1.5151237
67,1.5289932
68,1.5430706
69,1.5568949
70,1.570837
71,1.5839701
72,1.5974786
73,1.6101902
74,1.6230439
75,1.6351737
76,1.6475662
77,1.6593155
78,1.6710551
79,1.6819938
80,1.6925995
81,1.7026464
82,1.7122661
83,1.7215812
84,1.7303264
85,1.7389414
86,1.7471616
87,1.7552238
88,1.7631948
89,1.7709138
90,1.7786081
91,1.7861193
92,1.7935873
93,1.801077
94,1.8085438
95,1.8161676
96,1.8239901
97,1.8314698
98,1.832221
99,1.7677134
100,1.8276949
101,1.8090745
102,1.8064518
103,1.8126156
104,1.8714683
105,1.8453826
106,1.8697342
107,1.8988798
108,1.8377594
109,1.8715011
110,1.86632
111,1.8600366
112,1.8515829
113,1.8681275
114,1.9272717
115,1.8943223
116,1.8845108
117,1.904343
118,1.9370966
119,1.904291
120,1.8866367
121,1.9177407
122,1.9391892
123,1.9551126
124,1.9320786
125,1.9354768
126,1.945977
127,1.9775187
128,1.9736636
129,1.962467
130,1.9637595
131,1.9789559
132,1.9848745
133,1.9986422
134,1.9933721
135,1.9895465
136,2.0013604
137,2.0143
138,2.0197864
139,2.015024
140,2.0215085
141,2.0313148
142,2.0386956
143,2.037375
144,2.0459347
145,2.0536292
146,2.0553777
147,2.0586467
148,2.0648754
149,2.071137
150,2.074494
151,2.0785704
152,2.0846605
153,2.0895936
154,2.0931156
155,2.0982156
156,2.103231
157,2.1066432
158,2.1114748
159,2.1167936
160,2.1217194
161,2.1264083
162,2.1316664
163,2.136717
