,sharp_lstmrl_5_1
0,-0.07877227
1,-0.054004967
2,-0.02833107
3,-0.003320388
4,0.020029083
5,0.04132672
6,0.06056718
7,0.077929586
8,0.093658686
9,0.10800456
10,0.12119662
11,0.13343541
12,0.14489312
13,0.15571728
14,0.16603543
15,0.17595987
16,0.18559153
17,0.19502378
18,0.20434612
19,0.21364817
20,0.2230237
21,0.23257528
22,0.2424196
23,0.25269225
24,0.2635507
25,0.27516973
26,0.2877156
27,0.30127162
28,0.3156628
29,0.3301434
30,0.34310532
31,0.35256872
32,0.35824975
33,0.36297107
34,0.37053204
35,0.38311827
36,0.40067703
37,0.42137662
38,0.44259515
39,0.46200007
40,0.47859928
41,0.49346912
42,0.5091253
43,0.527693
44,0.5492213
45,0.57103884
46,0.5897634
47,0.6055197
48,0.62135094
49,0.6387689
50,0.65524435
51,0.666579
52,0.67920643
53,0.70282483
54,0.7142632
55,0.7352831
56,0.7567073
57,0.77508324
58,0.8063118
59,0.8099543
60,0.8268592
61,0.8291188
62,0.843215
63,0.8336408
64,0.8539272
65,0.8470606
66,0.8548248
67,0.8654376
68,0.86986774
69,0.87435967
70,0.8886331
71,0.9016187
72,0.9118169
73,0.92287827
74,0.935459
75,0.9483335
76,0.9586459
77,0.9685939
78,0.9839573
79,0.99273556
80,0.99952966
81,1.0053318
82,1.0151888
83,1.0218868
84,1.0444643
85,1.1543099
86,1.1523132
87,1.1280527
88,1.2011609
89,1.2075557
90,1.2098318
91,1.2274563
92,1.2147963
93,1.19473
94,1.1946777
95,1.199804
96,1.2102952
97,1.2260023
98,1.2448883
99,1.2537768
100,1.2639248
101,1.2758282
102,1.2980448
103,1.2957896
104,1.3099778
105,1.3231567
106,1.3373637
107,1.340953
108,1.3453093
109,1.3509239
110,1.3668892
111,1.3751266
112,1.367624
113,1.3712424
114,1.3733051
115,1.3399359
116,1.3382243
117,1.3454735
118,1.3955374
119,1.3901823
120,1.2950379
121,0.96727115
122,0.8520208
123,0.4984333
124,0.54149866
125,0.45278674
126,0.23781161
127,0.17204913
128,-0.17671981
129,-0.0531452
130,-0.14697029
131,-0.09357395
132,-0.16829026
133,-0.19767381
134,-0.21151894
135,-0.2135772
136,-0.21242572
137,-0.20487028
138,-0.20264696
139,-0.19721374
140,-0.19517875
141,-0.19314508
142,-0.19113135
143,-0.18915984
144,-0.18724449
145,-0.18538995
146,-0.18359298
147,-0.18184556
148,-0.1801368
149,-0.17845526
150,-0.17678984
151,-0.17513046
152,-0.17346887
153,-0.17179821
154,-0.17011319
155,-0.16840944
156,-0.16668393
157,-0.1649339
158,-0.16315742
159,-0.1613528
160,-0.15951876
161,-0.157654
162,-0.15575735
163,-0.1538277
164,-0.15186411
165,-0.14986584
166,-0.14783213
167,-0.14576301
168,-0.14365928
169,-0.14152282
170,-0.13935687
171,-0.13716657
172,-0.13495937
173,-0.13274391
174,-0.13053016
175,-0.12832817
176,-0.12614597
177,-0.123987645
178,-0.12185186
179,-0.11973215
180,-0.11761698
181,-0.11549358
182,-0.11335088
183,-0.11118305
184,-0.108990654
185,-0.106780745
186,-0.10456436
187,-0.10235346
188,-0.10015837
189,-0.09798495
190,-0.09583471
191,-0.09370479
192,-0.09158974
193,-0.08948308
194,-0.087379284
195,-0.085274905
196,-0.08316912
197,-0.081063904
198,-0.07896291
199,-0.07687042
200,-0.07479006
201,-0.0727235
202,-0.0706702
203,-0.06862748
204,-0.06659179
205,-0.06455933
206,-0.062527955
207,-0.060496956
208,-0.05846706
209,-0.056439806
210,-0.054416493
211,-0.052397415
212,-0.050381765
213,-0.04836769
214,-0.046352558
215,-0.04433409
216,-0.042310417
217,-0.040280286
218,-0.038243312
219,-0.036198936
220,-0.034146786
221,-0.032085955
222,-0.03001501
223,-0.027932147
224,-0.025835067
225,-0.023721918
226,-0.021590699
227,-0.01943998
228,-0.017268253
229,-0.015074178
230,-0.01285625
231,-0.010612825
232,-0.008341857
233,-0.006041153
234,-0.003708561
235,-0.001341767
236,0.0010610635
237,0.0035024076
238,0.005984341
239,0.008509352
240,0.011080119
