,sharp_lstmrl_15_1
139,1.4367484
140,1.457802
141,1.48509
142,1.4981159
143,1.5124602
144,1.4563489
145,1.5270584
146,1.5258256
147,1.5461438
148,1.2518972
149,1.5814764
150,1.5992416
151,1.582418
152,1.5814126
153,1.5479832
154,1.5449162
155,1.5670872
156,1.5729787
157,1.6004964
158,1.6107186
159,1.6223398
160,1.6824346
161,1.6447703
162,1.6708133
163,1.6618512
164,1.6750638
165,1.6574724
166,1.6830266
167,1.7220422
168,1.6872771
169,1.7444801
170,1.732661
171,1.7491008
172,1.7360928
173,1.7180343
174,1.5418458
175,1.507642
176,1.3810979
177,1.4052625
178,1.4115843
179,1.3332224
180,1.3561558
181,1.4055103
182,1.4269259
183,1.4249682
184,1.4665943
185,1.5057197
186,1.5504699
187,1.5576836
188,1.6058131
189,1.60103
190,1.6011074
191,1.5979944
192,1.6044904
193,1.6162866
194,1.6277326
195,1.6417625
196,1.6570191
197,1.6831392
198,1.7022538
199,1.6798912
200,1.7309403
201,1.7096967
202,1.757815
203,1.7599514
204,1.7646952
205,1.7700307
206,1.777066
207,1.7965627
208,1.8015828
209,1.7744409
210,1.800139
211,1.8248844
212,1.8057367
213,1.842632
214,1.8411243
215,1.866134
216,1.8809428
217,1.8788612
218,1.8863567
219,1.8834171
220,1.8857987
221,1.8940088
222,1.9073304
223,1.932327
224,1.93764
225,1.9441904
226,1.9615008
227,1.9675922
228,1.972702
229,1.9766953
230,1.977441
231,1.9840186
232,1.9899492
233,1.9961799
234,2.0008705
235,2.005078
236,2.0092895
237,2.013397
238,2.0178688
239,2.0236804
240,2.0288675
241,2.0336456
242,2.0381541
243,2.0424974
244,2.046851
245,2.0513806
246,2.0560553
247,2.0607252
248,2.06528
249,2.069681
250,2.07395
251,2.0781481
252,2.0823479
253,2.0866096
254,2.090965
255,2.0954175
256,2.099938
257,2.104473
258,2.1089864
259,2.1135294
260,2.1181955
261,2.1229234
262,2.1276157
263,2.1322393
264,2.1367927
265,2.1412756
266,2.1456864
267,2.1500194
268,2.1542675
269,2.1584218
270,2.1624746
271,2.1664233
272,2.1702883
273,2.1741164
274,2.177927
275,2.18168
276,2.1853445
277,2.1890783
278,2.1927464
279,2.1963754
280,2.2000504
281,2.2035985
282,2.207195
283,2.2106457
284,2.2140677
285,2.2173522
286,2.220544
287,2.2236087
288,2.2265396
289,2.2293737
290,2.2320797
291,2.2347076
292,2.2372699
293,2.2397668
294,2.2422667
295,2.244749
296,2.247132
297,2.2486248
298,2.2144217
299,2.220097
300,2.2463057
301,2.150176
302,2.1127129
303,2.1459472
304,2.131193
305,2.0955315
306,2.094735
307,2.0973551
308,2.1306407
309,2.1314144
310,2.133537
311,2.1378117
312,2.141741
313,2.1421258
314,2.1402442
315,2.1410027
316,2.1455927
317,2.1537447
318,2.1838098
319,2.1866782
320,2.2145452
321,2.196858
322,2.2282975
323,2.23239
324,2.2266994
325,2.2245026
326,2.236594
327,2.2014606
328,2.1346822
329,2.160258
330,2.187285
331,2.1443226
332,2.1913342
333,2.198593
334,2.190916
335,2.196293
336,2.2109945
337,2.2234256
338,2.2388911
339,2.2380574
340,2.2368605
341,2.2320163
342,2.2197344
343,2.22423
344,2.2585964
345,2.2454157
346,2.2398086
347,2.2405443
348,2.2454016
349,2.2505908
350,2.2567735
351,2.2634437
352,2.2690678
353,2.2730255
354,2.2757745
355,2.2779632
356,2.2798786
357,2.2814932
358,2.2824893
359,2.2830768
360,2.2836392
361,2.2844334
362,2.2855165
363,2.286779
364,2.2881005
365,2.2894692
366,2.2909408
367,2.2925103
368,2.294075
369,2.2955244
370,2.2968235
371,2.298013
372,2.2991483
373,2.3002539
374,2.301318
375,2.3023183
376,2.303259
377,2.3041759
378,2.3051155
379,2.3060913
380,2.3070798
381,2.3080459
382,2.30898
383,2.3098977
384,2.310822
385,2.3117583
386,2.3126934
387,2.3136091
388,2.314494
389,2.3153534
390,2.3161974
391,2.3170328
392,2.3178596
393,2.318674
394,2.3194742
395,2.3202631
396,2.3210464
397,2.3218262
398,2.3226027
399,2.3233762
400,2.324148
401,2.3249261
402,2.3257344
403,2.3266807
404,2.3286114
405,2.332912
406,2.3408237
407,2.3368447
408,2.343154
409,2.3428562
410,2.348375
411,2.3459125
412,2.347577
413,2.351069
414,2.3501227
415,2.352943
416,2.3514419
417,2.344641
418,2.3527792
419,2.353958
420,2.3512895
421,2.355378
422,2.3567116
423,2.3560295
424,2.359455
425,2.3577776
426,2.360492
427,2.3582783
428,2.3547168
429,2.3478146
430,2.3291855
431,2.3236747
432,2.322465
433,2.3223855
434,2.3239226
435,2.338308
436,2.3402197
437,2.3455753
438,2.312993
439,2.324163
440,2.3651285
441,2.351544
442,2.3506117
443,2.313221
444,2.3132298
445,2.2905843
446,2.2704978
447,2.2684872
448,2.2653077
449,2.2819767
450,2.2777755
451,2.278599
452,2.3273878
453,2.3245487
454,2.3233964
455,2.3237424
456,2.3262465
457,2.3291576
458,2.3315248
459,2.3332813
460,2.33461
461,2.33576
462,2.3452451
463,2.309142
464,2.2694876
465,2.2561374
466,2.245055
467,2.2487392
468,2.2618997
469,2.2601721
470,2.2689204
471,2.29155
472,2.296201
473,2.3013544
474,2.317793
475,2.3299701
476,2.3094904
477,2.3106337
478,2.3203201
479,2.329419
480,2.3299217
481,2.3510284
482,2.3663762
483,2.356302
484,2.3457446
485,2.348788
486,2.352977
487,2.3649998
488,2.3105597
489,2.309726
490,2.3105063
491,2.311788
492,2.3135293
493,2.3155868
494,2.317008
495,2.3182797
496,2.319214
497,2.3202398
498,2.3217096
499,2.3234923
500,2.3247967
501,2.3260183
502,2.3272378
503,2.3284032
504,2.3294518
505,2.3303916
506,2.3313475
507,2.3329358
508,2.336723
509,2.3374853
510,2.3377905
511,2.3396373
512,2.3405278
513,2.3413692
514,2.3421867
515,2.342964
516,2.3436897
517,2.3443763
518,2.3450582
519,2.3457594
520,2.3464756
521,2.3471854
522,2.3478708
523,2.348534
524,2.3491862
525,2.3498378
526,2.3504865
527,2.351124
528,2.351741
529,2.3523407
530,2.3529284
531,2.3535116
532,2.3540945
533,2.3547015
534,2.35559
535,2.3601398
536,2.3698466
537,2.3694139
538,2.37035
539,2.3713622
540,2.3717928
541,2.3721404
542,2.3724785
543,2.372852
544,2.3732562
545,2.373652
546,2.374013
547,2.3743553
548,2.3747156
549,2.3751135
550,2.3755264
551,2.3759196
552,2.376281
553,2.3766282
554,2.3769782
555,2.3773298
556,2.3776684
557,2.3779893
558,2.3783066
559,2.3786347
560,2.378971
561,2.3793015
562,2.379619
563,2.3799267
564,2.3802333
565,2.3805385
566,2.3808358
567,2.381122
568,2.381401
569,2.3816793
570,2.3819575
571,2.3822327
572,2.3825016
573,2.3827658
574,2.383028
575,2.3832884
576,2.383545
577,2.3837957
578,2.3840418
579,2.3842857
580,2.3845286
581,2.3847682
582,2.3850045
583,2.3852384
584,2.385471
585,2.385703
586,2.3859332
587,2.3861609
588,2.386388
589,2.3866143
590,2.3868408
591,2.387068
592,2.387295
593,2.3875244
594,2.387756
595,2.3879921
596,2.3882325
597,2.3884792
598,2.3887362
599,2.3890061
600,2.3892934
601,2.3896055
602,2.3899512
603,2.390347
604,2.390818
605,2.3914053
606,2.3921835
607,2.3932889
608,2.3949866
609,2.3977704
610,2.4023554
611,2.4089506
612,2.4163342
613,2.4221153
614,2.4248517
615,2.4263854
616,2.4286761
617,2.4316316
618,2.4336314
619,2.4343045
620,2.435122
621,2.436666
622,2.4377568
623,2.4381752
624,2.438182
625,2.438266
626,2.4388301
627,2.4395847
628,2.440203
629,2.4406412
630,2.440975
631,2.4413064
632,2.4416862
633,2.4420884
634,2.4424765
635,2.4428458
636,2.4431913
637,2.4434836
638,2.4437222
639,2.4439828
640,2.4442754
641,2.4445765
642,2.44486
643,2.445103
644,2.445316
645,2.4455254
646,2.4457378
647,2.4459424
648,2.446137
649,2.446329
650,2.446523
651,2.4467092
652,2.4468813
653,2.4470444
654,2.4472094
655,2.4473765
656,2.4475396
657,2.4476976
658,2.447853
659,2.4480078
660,2.4481597
661,2.4483063
662,2.4484491
663,2.448591
664,2.4487312
665,2.4488678
666,2.4490013
667,2.4491332
668,2.449264
669,2.4493911
670,2.449516
671,2.4496388
672,2.4497616
673,2.4498835
674,2.4500036
675,2.450122
676,2.4502392
677,2.4503553
678,2.4504695
679,2.4505827
680,2.450695
681,2.4508069
682,2.4509172
683,2.4510264
684,2.4511347
685,2.4512422
686,2.4513488
687,2.4514542
688,2.4515588
689,2.4516633
690,2.4517667
691,2.4518695
692,2.4519715
693,2.4520736
694,2.4521751
695,2.4522758
696,2.4523764
697,2.4524763
698,2.4525762
699,2.452676
700,2.4527757
701,2.452875
702,2.452974
703,2.4530733
704,2.4531722
705,2.4532719
706,2.4533708
707,2.4534702
708,2.45357
709,2.4536698
710,2.45377
711,2.4538703
712,2.453971
713,2.4540727
714,2.454174
715,2.4542763
716,2.4543798
717,2.454483
718,2.454588
719,2.4546924
720,2.4547982
721,2.4549053
722,2.4550128
723,2.455122
724,2.4552314
725,2.4553425
726,2.4554546
727,2.4555676
728,2.4556813
729,2.455797
730,2.4559138
731,2.4560316
732,2.4561508
733,2.4562716
734,2.4563937
735,2.456517
736,2.4566417
737,2.4567676
738,2.456895
739,2.457024
740,2.457154
741,2.4572854
742,2.457418
743,2.4575524
744,2.4576874
745,2.4578242
746,2.457962
747,2.4581013
748,2.4582412
749,2.4583828
750,2.4585252
751,2.4586694
752,2.4588134
753,2.4589593
754,2.4591057
755,2.459254
756,2.459403
757,2.4595528
758,2.4597032
759,2.4598553
760,2.4600081
761,2.4601624
762,2.4603174
763,2.4604735
764,2.4606304
765,2.4607887
766,2.4609485
767,2.4611094
768,2.4612718
769,2.4614353
770,2.4616005
771,2.4617672
772,2.4619358
773,2.4621062
774,2.4622777
775,2.4624512
776,2.4626267
777,2.462804
778,2.4629836
779,2.4631646
780,2.463348
781,2.463533
782,2.4637198
783,2.4639084
784,2.464098
785,2.464289
786,2.4644814
787,2.4646745
788,2.4648678
789,2.465062
790,2.4652557
791,2.4654489
792,2.4656417
793,2.4658334
794,2.466023
795,2.466211
796,2.4663973
797,2.4665804
798,2.466762
799,2.4669394
800,2.4671144
801,2.4672859
802,2.4674544
803,2.4676192
804,2.46778
805,2.467938
806,2.4680922
807,2.4682424
808,2.468389
809,2.4685328
810,2.468673
811,2.4688094
812,2.4689429
813,2.4690723
814,2.4692
815,2.4693234
816,2.469444
817,2.469562
818,2.4696767
819,2.4697886
820,2.469898
821,2.4700046
822,2.4701083
823,2.4702096
824,2.4703088
825,2.4704049
826,2.4704995
827,2.4705915
828,2.4706812
829,2.4707687
830,2.4708548
831,2.4709382
832,2.47102
833,2.4710999
834,2.471178
835,2.471255
836,2.4713297
837,2.4714026
838,2.4714744
839,2.4715445
840,2.4716132
841,2.4716804
842,2.471746
843,2.4718103
844,2.4718738
845,2.4719362
846,2.4719965
847,2.4720562
848,2.4721143
849,2.472172
850,2.472228
851,2.4722834
852,2.4723372
853,2.4723902
854,2.4724424
855,2.472494
856,2.472544
857,2.4725933
858,2.4726417
859,2.4726896
860,2.4727364
861,2.4727824
862,2.4728274
863,2.472872
864,2.4729161
865,2.4729588
866,2.4730017
867,2.4730432
868,2.4730842
869,2.4731243
870,2.473164
871,2.4732034
872,2.4732418
873,2.4732792
874,2.4733174
875,2.4733539
876,2.4733903
877,2.473426
878,2.4734614
879,2.4734962
880,2.4735305
881,2.4735646
882,2.4735975
883,2.4736307
884,2.4736629
885,2.4736953
886,2.4737265
887,2.473758
888,2.4737887
889,2.4738188
890,2.4738493
891,2.4738789
892,2.473908
893,2.4739366
894,2.4739652
895,2.4739935
896,2.4740214
897,2.4740484
898,2.474076
899,2.4741027
900,2.474129
901,2.4741552
902,2.474181
903,2.4742067
904,2.474232
905,2.474257
906,2.4742815
907,2.474306
908,2.4743304
909,2.4743543
910,2.4743774
911,2.4744008
912,2.4744241
913,2.4744468
914,2.4744694
915,2.4744916
916,2.474514
917,2.474536
918,2.4745574
919,2.4745784
920,2.4745998
921,2.4746206
922,2.4746416
923,2.4746618
924,2.4746823
925,2.4747024
926,2.4747221
927,2.474742
928,2.4747612
929,2.4747806
930,2.4747996
931,2.4748187
932,2.4748373
933,2.474856
934,2.4748743
935,2.4748924
936,2.4749103
937,2.4749284
938,2.474946
939,2.4749632
940,2.474981
941,2.4749982
942,2.4750154
943,2.475032
944,2.4750488
945,2.475065
946,2.4750817
947,2.4750981
948,2.4751139
949,2.4751303
950,2.4751458
951,2.4751618
952,2.475177
953,2.4751928
954,2.4752078
955,2.4752228
956,2.4752378
957,2.4752526
958,2.4752672
959,2.4752824
960,2.4752967
961,2.4753108
962,2.475325
963,2.4753394
964,2.4753535
965,2.475367
966,2.475381
967,2.4753947
968,2.4754083
969,2.4754217
970,2.475435
971,2.4754481
972,2.4754617
973,2.4754744
974,2.4754875
975,2.4755
976,2.475513
977,2.4755256
978,2.475538
979,2.4755504
980,2.4755628
981,2.475575
982,2.4755871
983,2.475599
984,2.475611
985,2.4756227
986,2.475635
987,2.4756465
988,2.4756582
989,2.4756691
990,2.475681
991,2.475692
992,2.4757035
993,2.4757144
994,2.4757254
995,2.4757364
996,2.4757476
997,2.4757583
998,2.4757693
999,2.4757798
