,Prices_15_2,Strategy_Returns_15_2,F_t_15_2
0,458.6,-0.039985064,0.0
1,436.39,3.858559,0.99962664
2,440.29,10.775976,0.99962676
3,447.21,11.205814,0.9996248
4,447.64,21.322054,0.9996283
5,457.76,12.945144,0.99963117
6,449.38,1.3294308,0.99963105
7,437.76,-0.030066643,0.99963045
8,436.4,-2.9489849,0.9996295
9,433.48,-7.4673133,0.9996302
10,428.96,2.389043,0.9996305
11,438.82,3.7385447,0.9996307
12,440.17,13.025113,0.9996307
13,449.46,17.993284,0.999632
14,454.43,2.4590023,0.999632
15,438.89,5.0280538,0.9996309
16,441.46,4.238345,0.999631
17,440.67,7.537121,0.999629
18,443.97,10.815907,0.9996298
19,447.25,11.625607,0.99963
20,448.06,12.465297,0.99963045
21,448.9,9.82627,0.99963105
22,446.26,9.7463,0.9996307
23,446.18,49.271683,0.9996303
24,485.72,55.319443,0.99962986
25,491.77,88.11726,0.9996286
26,524.58,83.75887,0.9996302
27,520.22,88.67705,0.999629
28,525.14,135.10991,0.99963105
29,571.59,146.93553,0.9996302
30,583.42,134.76004,0.9996296
31,571.24,140.5779,0.9996308
32,577.06,131.70117,0.99963045
33,568.18,178.83371,0.9996295
34,615.33,187.18063,0.9996304
35,623.68,193.7282,0.9996284
36,630.23,224.10696,0.99963045
37,660.62,231.08437,0.9996285
38,667.6,205.10406,0.999627
39,641.61,222.74748,0.99962753
40,659.26,217.18956,0.9996289
41,653.7,218.45908,0.99962664
42,654.97,219.62865,0.999629
43,656.14,212.65125,0.99962735
44,649.16,216.63976,0.99962795
45,653.15,196.51721,0.99963
46,633.02,150.46428,0.99962944
47,586.95,163.66937,0.99962896
48,600.16,140.87785,0.99962825
49,577.36,156.45201,0.99962515
50,592.94,155.70229,0.9996293
51,592.19,174.36534,0.9996274
52,610.86,171.46642,0.9996295
53,607.96,161.58008,0.9996298
54,598.07,157.66151,0.99963105
55,594.15,158.5012,0.9996297
56,594.99,165.77852,0.99963015
57,602.27,157.49158,0.99963015
58,593.98,145.87587,0.9996307
59,582.36,129.86177,0.99963194
60,566.34,144.65633,0.9996322
61,581.14,160.7704,0.99963266
62,597.26,160.06067,0.9996309
63,596.55,166.22838,0.99962986
64,602.72,203.29468,0.9996304
65,639.8,204.3043,0.9996287
66,640.81,214.37056,0.99962884
67,650.88,208.65268,0.9996308
68,645.16,194.18802,0.9996304
69,630.69,194.95773,0.99963105
70,631.46,199.30614,0.99963045
71,635.81,187.59047,0.99963
72,624.09,188.3202,0.9996307
73,624.82,188.01031,0.9996314
74,624.51,180.26318,0.9996301
75,616.76,195.49753,0.99962956
76,632.0,197.2069,0.9996285
77,633.71,189.99959,0.9996278
78,626.5,182.82225,0.9996288
79,619.32,185.0914,0.9996281
80,621.59,180.30318,0.9996283
81,616.8,186.59085,0.9996298
82,623.09,192.27875,0.9996305
83,628.78,192.01884,0.9996306
84,628.52,187.40056,0.9996307
85,623.9,185.71118,0.9996304
86,622.21,185.05142,0.9996305
87,621.55,182.91222,0.99963045
88,619.41,165.23875,0.99963
89,601.73,164.599,0.99963
90,601.09,159.32095,0.9996302
91,595.81,157.36168,0.9996293
92,593.85,149.20468,0.99963063
93,585.69,148.23505,0.99963045
94,584.72,130.8115,0.9996304
95,567.29,149.74448,0.9996296
96,586.23,158.43126,0.9996302
97,594.92,152.84334,0.99962866
98,589.33,150.18431,0.99963033
99,586.67,152.29353,0.99963063
100,588.78,148.95477,0.9996304
101,585.44,148.16507,0.99963045
102,584.65,152.38351,0.9996309
103,588.87,156.09213,0.9996309
104,592.58,152.88332,0.9996309
105,589.37,154.5727,0.9996306
106,591.06,139.88812,0.9996309
107,576.37,133.1606,0.9996306
108,569.64,110.18909,0.999631
109,546.66,69.514145,0.99962986
110,505.97,60.55746,0.9996302
111,497.01,83.249054,0.9996295
112,519.71,55.349403,0.9996292
113,491.8,25.020641,0.99962956
114,461.46,48.791878,0.99963135
115,485.24,75.52198,0.9996299
116,511.98,80.78003,0.99962866
117,517.24,77.581215,0.99962974
118,514.04,61.627113,0.99963033
119,498.08,71.83334,0.99963045
120,508.29,66.04548,0.9996312
121,502.5,75.11213,0.99963087
122,511.57,74.69228,0.9996328
123,511.15,71.3635,0.9996321
124,507.82,72.06325,0.9996329
125,508.52,67.79482,0.999632
126,504.25,41.3146,0.9996307
127,477.76,38.435665,0.99963087
128,474.88,40.984726,0.99963164
129,477.43,41.14467,0.99962866
130,477.59,53.210175,0.9996277
131,489.66,46.892517,0.9996291
132,483.34,48.381966,0.99963003
133,484.83,45.832905,0.999631
134,482.28,38.155746,0.99963003
135,474.6,38.815502,0.99962974
136,475.26,42.913986,0.9996301
137,479.36,43.303844,0.9996296
138,479.75,41.30458,0.9996304
139,477.75,42.55412,0.99963087
140,479.0,41.44453,0.99963117
141,477.89,38.925457,0.9996313
142,475.37,29.618893,0.9996311
143,466.06,20.892124,0.9996299
144,457.33,-11.985699,0.9996298
145,424.44,-41.614723,0.99962974
146,394.8,-27.519934,0.9996305
147,408.9,-37.596207,0.99963033
148,398.82,-34.26744,0.9996292
149,402.15,-0.639859,0.9996309
150,435.79,-13.225198,0.99962974
151,423.2,-24.850883,0.9996291
152,411.57,-31.998247,0.99963105
153,404.42,-36.896435,0.99963
154,399.52,-59.228172,0.99963015
155,377.18,-60.93754,0.99963033
156,375.47,-49.471767,0.99963135
157,386.94,-52.800537,0.99963105
158,383.61,-61.337395,0.99963194
159,375.07,-76.89168,0.9996328
160,359.51,-107.52041,0.99963224
161,328.87,-115.87733,0.9996308
162,320.51,-106.31087,0.9996296
163,330.08,-100.20314,0.9996289
164,336.19,-83.45936,0.99962866
165,352.94,-71.37383,0.99962986
166,365.03,-74.84255,0.99963117
167,361.56,-74.10283,0.99963146
168,362.3,-57.858814,0.9996316
169,378.55,-46.00319,0.9996309
170,390.41,-35.54706,0.9996304
171,400.87,-41.644802,0.9996302
172,394.77,-53.850292,0.99963063
173,382.56,-52.65073,0.9996321
174,383.76,-44.973557,0.99963224
175,391.44,-46.86286,0.99963164
176,389.55,-53.560387,0.9996309
177,382.85,-49.931732,0.9996296
178,386.48,-53.2505,0.9996287
179,383.16,-77.98131,0.9996285
180,358.42,-78.051285,0.999629
181,358.35,-89.12718,0.9996298
182,347.27,-81.699936,0.99962866
183,354.7,-83.4093,0.9996291
184,352.99,-78.78103,0.9996282
185,357.62,-100.80287,0.9996298
186,335.59,-91.096466,0.99963003
187,345.3,-98.07389,0.9996313
188,338.32,-110.63923,0.99962944
189,325.75,-110.49928,0.9996303
190,325.89,-108.8399,0.9996301
191,327.55,-105.900986,0.9996302
192,330.49,-96.904305,0.9996307
193,339.49,-87.107925,0.99963087
194,349.29,-93.97539,0.99963117
195,342.42,-90.906525,0.9996312
196,345.49,-73.14309,0.9996307
197,363.26,-69.484436,0.99963003
198,366.92,-68.70473,0.9996297
199,367.7,-12.865342,0.9996309
200,423.56,-15.694298,0.9996308
201,420.73,-38.595814,0.9996297
202,397.82,-60.277832,0.999632
203,376.13,-48.532166,0.9996313
204,387.88,-49.00199,0.99963045
205,387.41,-61.20746,0.9996289
206,375.2,-55.85944,0.9996298
207,380.55,-78.56103,0.99962956
208,357.84,-85.54843,0.9996289
209,350.85,-83.479195,0.9996303
210,352.92,-68.83463,0.999629
211,367.57,-59.508102,0.99962837
212,376.9,-61.057526,0.9996277
213,375.35,-68.03493,0.99962825
214,368.37,-66.73541,0.9996284
215,369.67,-59.957928,0.99962914
216,376.45,-60.917572,0.9996314
217,375.49,-58.358517,0.9996314
218,378.05,-57.168957,0.9996308
219,379.24,-55.089725,0.99963003
220,381.32,-61.397396,0.9996309
221,375.01,-66.8054,0.99963117
222,369.6,-59.558075,0.9996311
223,376.85,-61.617313,0.9996308
224,374.79,-61.30743,0.9996293
225,375.1,-74.49254,0.9996293
226,361.91,-84.17895,0.99962914
227,352.22,-90.03678,0.9996303
228,346.36,-85.88831,0.99963015
229,350.51,-83.85906,0.99963
230,352.54,-89.01715,0.9996294
231,347.38,-84.76872,0.99962974
232,351.63,-91.0464,0.9996301
233,345.35,-109.32963,0.99962974
234,327.06,-116.60694,0.99963045
235,319.78,-124.98385,0.9996306
236,311.4,-118.54623,0.99963003
237,317.84,-106.43071,0.99963015
238,329.96,-115.54733,0.99962974
239,320.84,-104.50141,0.99963063
240,331.89,-101.8224,0.99963146
241,334.57,-113.857956,0.9996305
242,322.53,-117.376656,0.9996308
243,319.01,-108.46995,0.99963045
244,327.92,-120.52548,0.99962974
245,315.86,-119.145996,0.99963003
246,317.24,-123.71431,0.9996312
247,312.67,-125.64359,0.9996306
248,310.74,-116.197075,0.9996316
249,320.19,-122.13489,0.99963105
250,314.25,-121.35517,0.99963003
251,315.03,-155.29262,0.99963015
252,281.08,-172.16635,0.99962914
253,264.2,-161.90015,0.9996305
254,274.47,-150.1845,0.9996296
255,286.19,-142.0375,0.99962926
256,294.34,-153.02345,0.99963045
257,283.35,-145.96606,0.99963063
258,290.41,-161.5703,0.9996307
259,274.8,-170.70691,0.9996298
260,265.66,-168.5677,0.99963117
261,267.8,-210.49217,0.9996299
262,225.86,-258.2345,0.99962986
263,178.1,-226.5062,0.9996313
264,209.84,-228.24556,0.9996307
265,208.1,-237.08229,0.99962956
266,199.26,-226.00635,0.99963254
267,210.34,-221.48802,0.9996314
268,214.86,-225.0267,0.99962926
269,211.32,-209.45248,0.99962914
270,226.9,-202.9449,0.99962974
271,233.41,-203.4747,0.9996298
272,232.88,-188.51022,0.9996311
273,247.85,-182.6424,0.9996312
274,253.72,-162.89966,0.99963164
275,273.47,-172.88599,0.99963254
276,263.48,-202.44511,0.9996323
277,233.91,-202.84497,0.99963343
278,233.51,-209.92236,0.9996312
279,226.43,-218.88902,0.9996282
280,217.46,-209.38254,0.99963033
281,226.97,-198.12671,0.99962974
282,238.23,-209.08264,0.9996287
283,227.27,-209.50249,0.9996293
284,226.85,-219.23888,0.99962974
285,217.11,-214.0808,0.9996285
286,222.27,-208.60283,0.99962926
287,227.75,-212.94121,0.99962854
288,223.41,-216.23999,0.9996289
289,220.11,-216.50989,0.9996301
290,219.84,-217.16965,0.99963075
291,219.18,-214.59059,0.99963176
292,221.76,-200.92563,0.9996315
293,235.43,-179.04373,0.99963033
294,257.32,-201.5354,0.99963
295,234.82,-202.51505,0.9996297
296,233.84,-192.74864,0.99963075
297,243.61,-200.02596,0.9996297
298,236.33,-196.07741,0.9996305
299,240.28,-192.5787,0.9996307
300,243.78,-191.82898,0.99962986
301,244.53,-200.37581,0.9996299
302,235.98,-197.46689,0.9996302
303,238.89,-197.61684,0.99963063
304,238.74,-198.88637,0.99962974
305,237.47,-199.92598,0.99962974
306,236.43,-182.53242,0.99962926
307,253.83,-182.10258,0.999629
308,254.26,-176.1648,0.9996288
309,260.2,-160.70052,0.9996305
310,275.67,-154.67274,0.9996306
311,281.7,-163.27956,0.9996296
312,273.09,-160.19069,0.99963003
313,276.18,-163.64941,0.9996305
314,272.72,-160.11073,0.9996296
315,276.26,-162.02002,0.99963033
316,274.35,-146.76567,0.99963015
317,289.61,-144.61646,0.99963045
318,291.76,-139.99817,0.9996295
319,296.38,-142.02742,0.9996302
320,294.35,-151.03409,0.99962944
321,285.34,-154.4828,0.9996293
322,281.89,-149.98447,0.99962896
323,286.39,-145.78603,0.9996291
324,290.59,-150.86415,0.9996289
325,285.51,-180.06332,0.99962944
326,256.3,-175.43503,0.9996304
327,260.93,-174.61534,0.9996309
328,261.75,-176.3447,0.999629
329,260.02,-168.40762,0.9996299
330,267.96,-169.62718,0.9996294
331,266.74,-190.75934,0.9996291
332,245.6,-190.15956,0.9996295
333,246.2,-187.83041,0.9996305
334,248.53,-189.32986,0.9996297
335,247.03,-183.562,0.9996305
336,252.8,-193.64827,0.99963045
337,242.71,-188.83005,0.99963
338,247.53,-192.13882,0.99963075
339,244.22,-189.08995,0.9996306
340,247.27,-183.35207,0.9996315
341,253.01,-182.04256,0.99963075
342,254.32,-182.66232,0.99962974
343,253.7,-175.76488,0.9996301
344,260.6,-180.87299,0.9996303
345,255.49,-183.18213,0.9996303
