,sharp_grurl_20_1
0,0.0103302905
1,0.035112377
2,0.056637138
3,0.0756115
4,0.09256804
5,0.10792327
6,0.12199909
7,0.13504305
8,0.14724793
9,0.15876578
10,0.16971894
11,0.1802065
12,0.1903103
13,0.20009884
14,0.20963052
15,0.21895552
16,0.22811815
17,0.23715791
18,0.2461113
19,0.25501266
20,0.26389515
21,0.2727921
22,0.28173777
23,0.29076874
24,0.2999244
25,0.30924895
26,0.3187923
27,0.32861215
28,0.33877578
29,0.3493623
30,0.3604657
31,0.3721979
32,0.38469166
33,0.39810416
34,0.41261885
35,0.42844674
36,0.44582334
37,0.4649998
38,0.48622647
39,0.50972426
40,0.5356415
41,0.563999
42,0.5946348
43,0.6271624
44,0.6609681
45,0.6952563
46,0.7291433
47,0.76176953
48,0.79238766
49,0.82042116
50,0.84550023
51,0.8674871
52,0.8865161
53,0.9031234
54,0.91851634
55,0.93454504
56,0.9525475
57,0.97189826
58,0.9912902
59,1.0115399
60,1.0349905
61,1.0648928
62,1.1021179
63,1.132859
64,1.1499628
65,1.1649008
66,1.1869966
67,1.2166839
68,1.2399887
69,1.2709144
70,1.2980318
71,1.3073497
72,1.3261567
73,1.3448006
74,1.3645526
75,1.3883088
76,1.4072264
77,1.4316907
78,1.4474967
79,1.4694606
80,1.4873712
81,1.5069213
82,1.5245965
83,1.545717
84,1.5775883
85,1.5943377
86,1.6274751
87,1.652636
88,1.6722885
89,1.6898929
90,1.7002264
91,1.7193731
92,1.7327994
93,1.7552015
94,1.7702557
95,1.7917248
96,1.8085235
97,1.8210533
98,1.8365866
99,1.8465877
100,1.8570157
101,1.8710989
102,1.8796833
103,1.8926194
104,1.9041628
105,1.9130712
106,1.9263129
107,1.9342309
108,1.945808
109,1.9552244
110,1.9630826
111,1.9722018
112,1.980167
113,1.9866295
114,1.9934952
115,2.0005622
116,2.0064766
117,2.0121212
118,2.0179636
119,2.0235126
120,2.0288336
121,2.0336378
122,2.0389855
123,2.0440574
124,2.0487885
125,2.0535727
126,2.0584304
127,2.063318
128,2.068131
129,2.0727997
130,2.0775573
131,2.0824692
132,2.0873926
133,2.09232
134,2.0973494
135,2.102652
136,2.1081462
137,2.1138153
138,2.1198156
139,2.1262405
140,2.1329134
141,2.1398697
142,2.1469853
143,2.154001
144,2.1607947
145,2.1673708
146,2.1737034
147,2.179753
148,2.1857166
149,2.1922188
150,2.2019012
151,2.1800241
152,2.0706894
153,1.8478683
154,1.9317274
155,2.0956707
156,2.1480556
157,2.1969895
158,2.1741495
159,2.0736701
160,2.0905828
161,2.1046057
162,2.1419013
163,2.190919
164,2.1432004
165,2.1143532
166,2.1344068
167,2.1222098
168,2.129523
169,2.1846352
170,2.198998
171,2.2429364
172,2.2188027
173,2.2236984
174,2.2450109
175,2.234541
176,2.229577
177,2.2340722
178,2.2491658
179,2.2675326
180,2.269702
181,2.2730832
182,2.26912
183,2.2701464
184,2.2804124
185,2.2872427
186,2.2889166
187,2.2913
188,2.2966092
189,2.3022768
190,2.2832663
191,2.2962854
192,2.298116
193,2.3027256
194,2.3143716
195,2.276166
196,2.2822447
197,2.2484877
198,2.2222118
199,2.194491
200,2.2572587
201,2.285853
202,2.292196
203,2.3049657
204,2.308927
205,2.3351288
206,2.2646322
207,2.2813594
208,2.2588937
209,2.287931
210,2.1484299
211,2.0930192
212,2.1061234
213,2.2312226
214,2.2311947
215,2.1928244
216,2.1937103
217,2.2125244
218,2.2009697
219,2.1840649
220,2.16591
221,2.1270108
222,2.128734
223,2.1594825
224,2.2074194
225,2.208081
226,2.2247345
227,2.2494206
228,2.1900268
229,2.2024086
230,2.2032626
231,2.2334561
232,2.2702465
233,2.2747443
234,2.2647014
235,2.2793753
236,2.2821372
237,2.2767088
238,2.2901154
239,2.296065
240,2.2961814
241,2.2987406
242,2.3033366
243,2.311695
244,2.3160868
245,2.3224216
246,2.3289666
247,2.3337119
248,2.3417609
249,2.3457398
250,2.3482807
251,2.353527
252,2.355241
253,2.357398
254,2.3612409
255,2.3601594
256,2.361696
257,2.3653595
258,2.366066
259,2.3670454
260,2.3680375
261,2.3690727
262,2.369605
263,2.3713462
264,2.3726785
265,2.3741744
266,2.3757722
267,2.3773928
268,2.379
269,2.3805976
270,2.3821943
271,2.3836205
272,2.3851752
273,2.3867965
274,2.3882527
275,2.3896265
276,2.3907368
277,2.3916564
278,2.392882
279,2.3943646
280,2.3967097
281,2.3994873
282,2.4041934
283,2.398353
284,2.4083982
285,2.4037597
286,2.4149237
287,2.412343
288,2.4044764
289,2.4009795
290,2.3914237
291,2.4085066
292,2.3404486
293,2.2896214
294,2.2458262
295,2.263584
296,2.2958133
297,2.3340514
298,2.317375
299,2.3620787
300,2.3840249
301,2.4069996
302,2.3993783
303,2.3929236
304,2.402859
305,2.4119089
306,2.4271882
307,2.4163551
308,2.4375994
309,2.4375556
310,2.4384208
311,2.4447832
312,2.4446023
313,2.4406862
314,2.4401984
315,2.4331584
316,2.445879
317,2.4503336
318,2.4351108
319,2.423455
320,2.4507
321,2.4513054
322,2.4467993
323,2.455242
324,2.4589198
325,2.4592285
326,2.4523225
327,2.462386
328,2.4691658
329,2.4358428
330,2.4339783
331,2.4481654
332,2.456224
333,2.4467807
334,2.3774695
335,2.3615618
336,2.3712485
337,2.3995476
338,2.4134536
339,2.3880823
340,2.4144683
341,2.4108133
342,2.4081764
343,2.4111226
344,2.4188673
345,2.4377012
346,2.4387894
347,2.4838662
348,2.4488797
349,2.4461422
350,2.427818
351,2.5075624
352,2.4776547
353,2.4756489
354,2.4612837
355,2.4691331
356,2.4810247
357,2.4852278
358,2.488699
359,2.4792767
360,2.4862416
361,2.5014656
362,2.5040233
363,2.507397
364,2.5109177
365,2.5190258
366,2.5352366
367,2.54665
368,2.5974832
369,2.5701234
370,2.5844107
371,2.5913153
372,2.5945268
373,2.6039286
374,2.622876
375,2.6183321
376,2.6198673
377,2.62844
378,2.6370683
379,2.6361673
380,2.6368206
381,2.6417227
382,2.6457675
383,2.6414485
384,2.6521525
385,2.6540654
386,2.6558855
387,2.657552
388,2.6589825
389,2.660326
390,2.6617868
391,2.6634576
392,2.6652713
393,2.66708
394,2.6687715
395,2.6703262
396,2.6717792
397,2.6731758
398,2.674552
399,2.6759272
400,2.6773152
401,2.678728
402,2.6801775
403,2.681679
404,2.6832435
405,2.684879
406,2.686585
407,2.6883516
408,2.6901693
409,2.6920276
410,2.6939242
411,2.6958652
412,2.6978688
413,2.69996
414,2.7021666
415,2.704511
416,2.706998
417,2.7096167
418,2.7123435
419,2.7151487
420,2.7180002
421,2.720859
422,2.7236826
423,2.7264295
424,2.7290616
425,2.7315547
426,2.7338955
427,2.7360811
428,2.7381172
429,2.7400138
