,sharp_rrl_10_2
0,-0.01491561
1,0.12099546
2,0.2118502
3,0.2745902
4,0.32447433
5,0.36772028
6,0.40674
7,0.44241995
8,0.4750216
9,0.50463843
10,0.53144723
11,0.5558258
12,0.57837576
13,0.59990865
14,0.62143207
15,0.6441321
16,0.6693086
17,0.69821465
18,0.7317022
19,0.76956505
20,0.80966115
21,0.84756064
22,0.8785053
23,0.90238196
24,0.9253588
25,0.95227873
26,0.9809343
27,1.0056372
28,1.0247377
29,1.043763
30,1.068802
31,1.0996178
32,1.1317341
33,1.1621304
34,1.1908072
35,1.2188019
36,1.2476715
37,1.2788651
38,1.3095387
39,1.3328499
40,1.3485202
41,1.367646
42,1.3945901
43,1.4173511
44,1.4352612
45,1.458168
46,1.4812423
47,1.4979615
48,1.5168948
49,1.5398358
50,1.560186
51,1.5794508
52,1.6008451
53,1.6202055
54,1.6364262
55,1.6534852
56,1.672221
57,1.6885539
58,1.7004747
59,1.7158037
60,1.7315542
61,1.7416981
62,1.7521905
63,1.7656639
64,1.7768229
65,1.7882574
66,1.8019832
67,1.8133754
68,1.826526
69,1.8424984
70,1.8566903
71,1.8721634
72,1.8854649
73,1.8995678
74,1.9158543
75,1.9300693
76,1.9455185
77,1.9606122
78,1.9782268
79,1.9934012
80,2.0101554
81,2.0264153
82,2.0431824
83,2.0585928
84,2.075708
85,2.0909443
86,2.1054657
87,2.1198566
88,2.1341014
89,2.1496096
90,2.1645777
91,2.177816
92,2.1929214
93,2.2114303
94,2.232555
95,2.2549932
96,2.2745893
97,2.295314
98,2.3226037
99,2.3517542
100,2.376394
101,2.3962042
102,2.4146967
103,2.4369895
104,2.4492104
105,2.458984
106,2.4745653
107,2.4891398
108,2.5060668
109,2.530467
110,2.552637
111,2.5641015
112,2.580202
113,2.5996974
114,2.6189358
115,2.6360114
116,2.6551325
117,2.673646
118,2.686621
119,2.6968496
120,2.706745
121,2.7189343
122,2.7297838
123,2.7389045
124,2.747929
125,2.7519388
126,2.7569268
127,2.7646978
128,2.769057
129,2.7752688
130,2.7832897
131,2.7884297
132,2.7954724
133,2.799664
134,2.8032644
135,2.807516
136,2.8103116
137,2.8147273
138,2.8186328
139,2.8235192
140,2.8291352
141,2.8339856
142,2.839912
143,2.8473122
144,2.8630717
145,2.8872912
146,2.9019945
147,2.9132352
148,2.9230638
149,2.9356878
150,2.9491725
151,2.9590642
152,2.9538996
153,2.9748342
154,2.9744804
155,2.982025
156,2.9953291
157,3.0081196
158,3.0069273
159,3.0240424
160,3.029927
161,3.0347083
162,3.0496235
163,3.0600219
164,3.0614629
165,3.0722106
166,3.0724928
167,3.0783176
168,3.0844316
169,3.0873666
170,3.094177
171,3.0955563
172,3.1002722
173,3.1051898
174,3.1092188
175,3.1134222
176,3.1192598
177,3.1238797
178,3.1275904
179,3.1311724
180,3.1338391
181,3.1371264
182,3.139544
183,3.1430187
184,3.1452808
185,3.1492038
186,3.1515892
187,3.154444
188,3.1574054
189,3.1597605
190,3.162705
191,3.1643584
192,3.1668174
193,3.1686711
194,3.170979
195,3.1728194
196,3.1746583
197,3.1766837
198,3.1783252
199,3.180123
200,3.1814978
201,3.1832201
202,3.1845922
203,3.1861787
204,3.18757
205,3.1890218
206,3.1904418
207,3.1917033
208,3.1929796
209,3.1941545
210,3.1954544
211,3.1965861
212,3.197793
213,3.1989014
214,3.2000566
215,3.2011151
216,3.2021356
217,3.2031455
218,3.2041209
219,3.2050927
220,3.2060192
221,3.207013
222,3.208
223,3.2090974
224,3.210348
225,3.211932
226,3.2137108
227,3.2153294
228,3.2169209
229,3.2194197
230,3.2224839
231,3.2251275
232,3.2261908
233,3.2193127
234,3.2173533
235,3.2170813
236,3.2289033
237,3.2244596
238,3.234546
239,3.231007
240,3.2350805
241,3.2402136
242,3.2374115
243,3.2418258
244,3.2408824
245,3.2444997
246,3.244448
247,3.247321
248,3.2461972
249,3.2493489
250,3.2484474
251,3.2508352
252,3.2511468
253,3.251864
254,3.2537904
255,3.2531276
256,3.2553768
257,3.2554412
258,3.2572505
259,3.2576814
260,3.259477
261,3.260414
262,3.2621098
263,3.2631938
264,3.26451
265,3.2661448
266,3.2671993
267,3.2695482
268,3.2704904
269,3.2720404
270,3.2723432
271,3.2727542
272,3.272251
273,3.2738752
274,3.274106
275,3.2750952
276,3.276394
277,3.2779737
278,3.2786553
279,3.27862
280,3.2788684
281,3.279817
282,3.2813036
283,3.2827673
284,3.2840805
285,3.284628
286,3.2849588
287,3.2846358
288,3.2839065
289,3.284901
290,3.2843583
291,3.2870767
292,3.2879128
293,3.28706
294,3.2884128
295,3.2890162
296,3.2886739
297,3.2895792
298,3.290378
299,3.2902594
300,3.2906742
301,3.29106
302,3.2910495
303,3.2914405
304,3.2917714
305,3.2919364
306,3.2922144
307,3.2924888
308,3.2926145
309,3.2928684
310,3.2930534
311,3.2932017
312,3.293398
313,3.2935398
314,3.2937799
315,3.2939327
316,3.2942035
317,3.2946198
318,3.2956748
319,3.3039467
320,3.2776022
321,3.021739
322,3.2653744
323,2.958182
324,3.2785668
325,2.9710448
326,3.2622344
327,3.1264536
328,3.0575457
329,3.226072
330,3.1901708
331,3.083951
332,3.2625709
333,3.2058215
334,3.0742712
335,3.2357633
336,3.2374542
337,3.2469945
338,3.2754054
339,3.2797089
340,3.285783
341,3.2996202
342,3.3056862
343,3.3101468
344,3.321236
345,3.3264453
346,3.3286607
347,3.328261
348,3.3395457
349,3.3579583
350,3.357991
351,3.3608088
352,3.370522
353,3.3726132
354,3.3749619
355,3.3822985
356,3.3883965
357,3.3848016
358,3.39179
359,3.3946657
360,3.3997493
361,3.405676
362,3.4072068
363,3.415972
364,3.4208114
365,3.420215
366,3.422977
367,3.426562
368,3.427438
369,3.428348
370,3.431689
371,3.4334927
372,3.4345899
373,3.435479
374,3.4363592
375,3.4378717
376,3.4389098
377,3.4393125
378,3.4396873
379,3.4407158
380,3.4420516
381,3.4430332
382,3.443964
383,3.4449651
384,3.4455614
385,3.4461548
386,3.4469178
387,3.4471095
388,3.4474425
389,3.4479864
390,3.4484375
391,3.448748
392,3.4489858
393,3.4493022
394,3.4497452
395,3.4500453
396,3.450284
397,3.4505687
398,3.4508052
399,3.451064
400,3.4512846
401,3.4513876
402,3.4515011
403,3.4516926
404,3.451879
405,3.4520304
406,3.4521673
407,3.4522943
408,3.4524453
409,3.452622
410,3.4527707
411,3.452887
412,3.4530017
413,3.4531193
