,sharp_rrl_5_1
0,-0.06546036
1,-0.012971999
2,0.047610022
3,0.113855675
4,0.17996699
5,0.2395119
6,0.28918734
7,0.32956785
8,0.36299694
9,0.39173755
10,0.41740352
11,0.44101548
12,0.4631803
13,0.4842455
14,0.5043996
15,0.52373946
16,0.5423166
17,0.5601697
18,0.5773433
19,0.5938949
20,0.6098927
21,0.6254081
22,0.6405059
23,0.65523505
24,0.6696225
25,0.68367016
26,0.6973578
27,0.71064705
28,0.7234918
29,0.7358486
30,0.7476903
31,0.7590163
32,0.7698601
33,0.78028804
34,0.79038906
35,0.80025995
36,0.8099863
37,0.81963235
38,0.82923853
39,0.83883184
40,0.8484409
41,0.85811055
42,0.86790705
43,0.877913
44,0.8882103
45,0.89886093
46,0.9098938
47,0.9213026
48,0.9330559
49,0.9451207
50,0.9574838
51,0.9701638
52,0.9831933
53,0.9965818
54,1.0102806
55,1.0241839
56,1.0381691
57,1.052148
58,1.0660866
59,1.0799788
60,1.0938025
61,1.1075001
62,1.1209991
63,1.1342466
64,1.1472224
65,1.1599246
66,1.1723435
67,1.1844496
68,1.1962055
69,1.2075871
70,1.2185992
71,1.2292733
72,1.2396533
73,1.2497816
74,1.2596912
75,1.2694081
76,1.2789508
77,1.288332
78,1.2975581
79,1.3066337
80,1.3155661
81,1.3243693
82,1.3330623
83,1.3416672
84,1.3502052
85,1.3586967
86,1.3671613
87,1.3756162
88,1.3840729
89,1.3925371
90,1.4010109
91,1.4094989
92,1.4180077
93,1.4265395
94,1.4350921
95,1.4436669
96,1.4522691
97,1.4609005
98,1.4695547
99,1.4782231
100,1.4868994
101,1.4955786
102,1.5042568
103,1.5129391
104,1.5216353
105,1.5303555
106,1.5391061
107,1.547892
108,1.5567125
109,1.5655663
110,1.5744568
111,1.5833999
112,1.5924183
113,1.6015368
114,1.6107788
115,1.6201547
116,1.6296644
117,1.6393027
118,1.6490644
119,1.6589471
120,1.6689571
121,1.6790966
122,1.6893605
123,1.6997305
124,1.7101794
125,1.7206746
126,1.7311901
127,1.7417042
128,1.7522044
129,1.7626832
130,1.7731367
131,1.7835692
132,1.7939932
133,1.804429
134,1.8149047
135,1.8254495
136,1.836092
137,1.8468541
138,1.8577436
139,1.868751
140,1.8798492
141,1.8910049
142,1.9021908
143,1.9133912
144,1.9245944
145,1.9357823
146,1.9469312
147,1.9580216
148,1.9690518
149,1.980035
150,1.9909837
151,2.0019011
152,2.012784
153,2.0236392
154,2.0344918
155,2.045376
156,2.0563195
157,2.0673375
158,2.07844
159,2.089632
160,2.1009057
161,2.1122456
162,2.123632
163,2.1350534
164,2.1465073
165,2.1580036
166,2.1695585
167,2.1811779
168,2.1928434
169,2.2045178
170,2.2161639
171,2.2277527
172,2.2392612
173,2.2506747
174,2.2619905
175,2.2732093
176,2.2843306
177,2.295351
178,2.3062618
179,2.3170485
180,2.3276927
181,2.338172
182,2.3484633
183,2.3585546
184,2.368438
185,2.3781075
186,2.3875592
187,2.3967934
188,2.4058206
189,2.414657
190,2.4233189
191,2.431816
192,2.440155
193,2.4483454
194,2.4564047
195,2.4643626
196,2.4722562
197,2.4801216
198,2.4879868
199,2.4958627
200,2.5037475
201,2.5116398
202,2.5195515
203,2.527494
204,2.5354526
205,2.543381
206,2.551233
207,2.5589793
208,2.5666149
209,2.5741448
210,2.5815678
211,2.5888767
212,2.5960639
213,2.6031387
214,2.6101239
215,2.617029
216,2.6238356
217,2.6305292
218,2.637113
219,2.6435866
220,2.649929
221,2.65612
222,2.6621604
223,2.6680532
224,2.6737945
225,2.679377
226,2.6847975
227,2.6900547
228,2.6951559
229,2.7001173
230,2.7049541
231,2.7096758
232,2.7142901
233,2.718806
234,2.7232325
235,2.727579
236,2.731859
237,2.7360818
238,2.740263
239,2.7444232
240,2.7485883
241,2.7527955
242,2.7571073
243,2.7616384
244,2.766595
245,2.7722404
246,2.7785058
247,2.7848713
248,2.791495
249,2.7981887
250,2.8041904
251,2.809839
252,2.8148785
253,2.818721
254,2.8195696
255,2.812886
256,2.813755
257,2.8334267
258,2.823405
259,2.835346
260,2.835577
261,2.8396177
262,2.8443544
263,2.8450441
264,2.8508155
265,2.8508947
266,2.856473
267,2.85632
268,2.8617501
269,2.861714
270,2.8663454
271,2.8666737
272,2.8706553
273,2.8714306
274,2.8746855
275,2.8758466
276,2.8786047
277,2.879935
278,2.882467
279,2.8839154
280,2.8861296
281,2.8877487
282,2.8896713
283,2.891382
284,2.8931096
285,2.8948274
286,2.896418
287,2.8981102
288,2.8995755
289,2.9012601
290,2.9026597
291,2.90428
292,2.905644
293,2.9072251
294,2.9085338
295,2.9100695
296,2.9113698
297,2.9128401
298,2.914106
299,2.915531
300,2.9167736
301,2.918139
302,2.9193606
303,2.9206822
304,2.9218814
305,2.9231546
306,2.9243333
307,2.925574
308,2.926737
309,2.9279387
310,2.929081
311,2.9302557
312,2.9313815
313,2.9325244
314,2.9336307
315,2.9347467
316,2.935836
317,2.9369283
318,2.937999
319,2.939067
320,2.9401224
321,2.9411707
322,2.9422104
323,2.94324
324,2.9442635
325,2.9452744
326,2.9462826
327,2.9472752
328,2.948268
329,2.9492443
330,2.9502208
331,2.9511797
332,2.9521396
333,2.9530828
334,2.9540257
335,2.9549537
336,2.9558804
337,2.956793
338,2.9577038
339,2.958601
340,2.9594958
341,2.960377
342,2.9612522
343,2.962112
344,2.9629538
345,2.9637566
346,2.964487
347,2.9650466
348,2.9653487
349,2.9651885
350,2.965519
351,2.9665995
352,2.968992
353,2.9703102
354,2.9702091
355,2.9704275
356,2.9717338
357,2.9733193
358,2.9737573
359,2.973833
360,2.9749086
361,2.9762137
362,2.9767742
363,2.9770706
364,2.9778929
365,2.97901
366,2.9796233
367,2.9799938
368,2.980772
369,2.9817216
370,2.9823601
371,2.9828198
372,2.9834878
373,2.9843378
374,2.9850054
375,2.985508
376,2.9861271
377,2.986882
378,2.9875689
379,2.9881225
380,2.9886923
381,2.9893792
382,2.9900753
383,2.9906883
384,2.9912689
385,2.991913
386,2.992626
387,2.9933412
388,2.9940534
389,2.9948525
390,2.995862
391,2.9972656
392,2.999446
393,3.0027897
394,3.0061133
395,3.008331
396,3.0097826
397,3.0110116
398,3.0119638
399,3.0128605
400,3.0136006
401,3.0145562
402,3.0153012
403,3.0160244
404,3.0166547
405,3.0172195
406,3.0176182
407,3.0182037
408,3.0188918
409,3.019652
410,3.0203695
411,3.0210054
412,3.0215364
413,3.0220594
414,3.022596
415,3.0231438
416,3.0237446
417,3.024309
418,3.0248296
419,3.02533
420,3.02587
421,3.0264006
422,3.0269425
423,3.0274556
424,3.0279465
425,3.0284312
426,3.028935
427,3.0294466
428,3.0299633
429,3.030476
430,3.0309658
431,3.0314496
432,3.0319335
433,3.0324214
434,3.0328984
435,3.0333676
436,3.0338159
437,3.0342338
438,3.0345747
439,3.0347092
440,3.034385
441,3.033025
442,3.031397
443,3.0310783
444,3.0352786
445,3.0379548
446,3.0367987
447,3.035438
448,3.0370977
449,3.0396254
450,3.0391414
451,3.0380867
452,3.0398583
453,3.0414035
454,3.040849
455,3.0407333
456,3.0421765
457,3.0430872
458,3.04273
459,3.0429347
460,3.0441885
461,3.0448065
462,3.044663
463,3.0450792
464,3.0460672
465,3.0466418
466,3.046728
467,3.0471106
468,3.047956
469,3.0486226
470,3.048925
471,3.049323
472,3.050064
473,3.0508914
474,3.0515342
475,3.052134
476,3.052985
477,3.0541263
478,3.055405
479,3.056695
480,3.0579507
481,3.0590756
482,3.059944
483,3.0603838
484,3.0600228
485,3.0592475
486,3.0582469
487,3.060319
488,3.063577
489,3.0658915
490,3.0657878
491,3.0649107
492,3.0660007
493,3.068289
494,3.0694735
495,3.069105
496,3.0690873
497,3.0704825
498,3.0717125
499,3.071773
500,3.0717432
501,3.0726392
502,3.0737312
503,3.074067
504,3.0741515
505,3.0748153
506,3.0757217
507,3.076171
508,3.076343
509,3.0768204
510,3.0775619
511,3.078092
512,3.0783541
513,3.0787072
514,3.0792913
515,3.0798697
516,3.080256
517,3.0805717
518,3.0810118
519,3.0815625
520,3.0820706
521,3.0824778
522,3.082884
523,3.0833848
524,3.0839527
525,3.0844953
526,3.0849757
527,3.0854383
528,3.0859332
529,3.0864484
530,3.0869415
531,3.087388
532,3.0878103
533,3.0882425
534,3.0886898
535,3.089128
536,3.089536
537,3.0899198
538,3.090304
539,3.0907004
540,3.0911002
541,3.0914872
542,3.09186
543,3.092229
544,3.092601
545,3.0929723
546,3.0933335
547,3.0936842
548,3.0940297
549,3.0943763
550,3.094724
551,3.0950665
552,3.095402
553,3.095734
554,3.0960653
555,3.0963972
556,3.0967243
557,3.0970461
558,3.0973656
559,3.0976844
560,3.0980012
561,3.0983145
562,3.0986238
563,3.0989304
564,3.0992348
565,3.0995376
566,3.0998378
567,3.1001348
568,3.1004303
569,3.1007242
570,3.101017
571,3.1013072
572,3.101595
573,3.1018813
574,3.102166
575,3.10245
576,3.102731
577,3.1030111
578,3.1032896
579,3.1035671
580,3.103843
581,3.1041176
582,3.1043904
583,3.1046627
584,3.1049345
585,3.105204
586,3.1054735
587,3.105742
588,3.1060095
589,3.106277
590,3.106544
591,3.106811
592,3.1070776
593,3.1073444
594,3.1076126
595,3.1078813
596,3.1081526
597,3.108426
598,3.1087039
599,3.108987
600,3.109278
601,3.1095805
602,3.1099
603,3.1102428
604,3.110618
605,3.1110332
606,3.1114862
607,3.1119587
608,3.1124175
609,3.112846
610,3.113251
611,3.1136396
612,3.1140127
613,3.1143732
614,3.1147268
615,3.1150723
616,3.11541
617,3.1157465
618,3.1160855
619,3.1164231
620,3.1167529
621,3.117073
622,3.1173887
623,3.1177073
624,3.118031
625,3.1183646
626,3.1187112
627,3.1190784
628,3.1194723
629,3.119899
630,3.1203659
631,3.1208699
632,3.121395
633,3.1219218
634,3.122431
635,3.1229088
636,3.1233582
637,3.1237903
638,3.1242197
639,3.1246598
640,3.1251087
641,3.1255586
642,3.1260026
643,3.126432
644,3.1268442
645,3.1272392
646,3.1276214
647,3.1279976
648,3.1283727
649,3.1287465
650,3.1291196
651,3.129488
652,3.129851
653,3.1302042
654,3.1305466
655,3.1308787
656,3.1312006
657,3.1315153
658,3.1318233
659,3.1321256
660,3.132424
661,3.1327188
662,3.1330094
663,3.1332965
664,3.1335785
665,3.1338556
666,3.1341283
667,3.134396
668,3.1346602
669,3.1349208
670,3.1351795
671,3.135434
672,3.1356854
673,3.1359332
674,3.1361775
675,3.1364174
676,3.1366544
677,3.1368883
678,3.137119
679,3.1373465
680,3.1375718
681,3.1377938
682,3.138014
683,3.1382308
684,3.1384451
685,3.1386573
686,3.1388667
687,3.139073
688,3.1392772
689,3.1394799
690,3.13968
691,3.1398783
692,3.140074
693,3.1402678
694,3.14046
695,3.1406498
696,3.1408374
697,3.1410239
698,3.1412084
699,3.1413903
700,3.1415718
701,3.1417506
702,3.1419284
703,3.1421041
704,3.1422777
705,3.1424506
706,3.142621
707,3.1427908
708,3.1429584
709,3.1431246
710,3.1432893
711,3.1434526
712,3.1436148
713,3.1437752
714,3.1439347
715,3.144093
716,3.1442494
717,3.144405
718,3.1445587
719,3.1447117
720,3.1448636
721,3.1450143
722,3.145164
723,3.1453123
724,3.1454601
725,3.1456068
726,3.1457524
727,3.145898
728,3.146042
729,3.1461859
730,3.1463292
731,3.146472
732,3.146614
733,3.1467562
734,3.146898
735,3.1470394
736,3.1471813
737,3.1473238
738,3.1474655
739,3.1476088
740,3.1477528
741,3.147897
742,3.1480424
743,3.1481893
744,3.148337
745,3.1484861
746,3.148636
747,3.148788
748,3.1489403
749,3.149094
750,3.1492474
751,3.149401
752,3.149554
753,3.1497061
754,3.149857
755,3.150006
756,3.1501532
757,3.1502988
758,3.1504424
759,3.1505837
760,3.1507232
761,3.1508613
762,3.150998
763,3.1511326
764,3.1512663
765,3.1513984
766,3.1515293
767,3.1516595
768,3.1517885
769,3.1519156
770,3.1520424
771,3.1521676
772,3.152293
773,3.1524165
774,3.1525393
775,3.1526618
776,3.1527834
777,3.1529052
778,3.1530263
779,3.153148
780,3.1532688
781,3.1533914
782,3.1535144
783,3.1536388
784,3.1537657
785,3.1538944
786,3.154027
787,3.1541636
788,3.154306
789,3.1544538
790,3.154609
791,3.154771
792,3.154941
793,3.1551158
794,3.1552958
795,3.1554792
796,3.1556633
797,3.1558473
798,3.1560314
799,3.1562133
800,3.1563928
801,3.1565704
802,3.1567461
803,3.1569202
804,3.157092
805,3.1572616
806,3.1574283
807,3.157592
808,3.1577525
809,3.1579094
810,3.1580632
811,3.1582136
812,3.158361
813,3.1585052
814,3.158646
815,3.1587834
816,3.1589184
817,3.1590495
818,3.1591785
819,3.1593037
820,3.159426
